full_time_positions,class_100_total,class_100_ot,fiscal_year,variable,time_period,dept_name_raw,as_of_date,dept_name,dept_code,abbreviation
6,500000,0,2009,Target Budget,YTD,Mayor's Office of Transportation,2009-06-30,Mayor's Office of Transportation and Utilities,46,
8,500000,0,2009,Actual,YTD,Mayor's Office of Transportation,2009-06-30,Mayor's Office of Transportation and Utilities,46,
6,500000,0,2009,Adopted Budget,Full Year,Mayor's Office of Transportation,2009-06-30,Mayor's Office of Transportation and Utilities,46,
6,500000,0,2009,Target Budget,Full Year,Mayor's Office of Transportation,2009-06-30,Mayor's Office of Transportation and Utilities,46,
8,500000,0,2009,Current Projection,Full Year,Mayor's Office of Transportation,2009-06-30,Mayor's Office of Transportation and Utilities,46,
14,456037,497,2006,Actual,Full Year,Mural Arts Program,2006-06-30,Mural Arts Program,50,Mural Arts
14,453526,1218,2007,Actual,Full Year,Mural Arts Program,2007-06-30,Mural Arts Program,50,Mural Arts
12,472382,1462,2008,Actual,Full Year,Mural Arts Program,2008-06-30,Mural Arts Program,50,Mural Arts
16,620945,2000,2009,Target Budget,YTD,Mural Arts Program,2009-06-30,Mural Arts Program,50,Mural Arts
12,620945,1866,2009,Actual,YTD,Mural Arts Program,2009-06-30,Mural Arts Program,50,Mural Arts
16,660945,1000,2009,Adopted Budget,Full Year,Mural Arts Program,2009-06-30,Mural Arts Program,50,Mural Arts
16,620945,2000,2009,Target Budget,Full Year,Mural Arts Program,2009-06-30,Mural Arts Program,50,Mural Arts
12,620945,1866,2009,Current Projection,Full Year,Mural Arts Program,2009-06-30,Mural Arts Program,50,Mural Arts
36,2316329,26717,2006,Actual,Full Year,Office of Behavioral Health/Mental,2006-06-30,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
35,2222971,32541,2007,Actual,Full Year,Office of Behavioral Health/Mental,2007-06-30,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
28,2018861,22633,2008,Actual,Full Year,Office of Behavioral Health/Mental,2008-06-30,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
31,2158714,20600,2009,Target Budget,YTD,Office of Behavioral Health/Mental,2009-06-30,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
26,2158714,21486,2009,Actual,YTD,Office of Behavioral Health/Mental,2009-06-30,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
33,2144414,20725,2009,Adopted Budget,Full Year,Office of Behavioral Health/Mental,2009-06-30,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
27,2158714,20600,2009,Target Budget,Full Year,Office of Behavioral Health/Mental,2009-06-30,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
26,2158714,21486,2009,Current Projection,Full Year,Office of Behavioral Health/Mental,2009-06-30,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
131,6591611,849945,2006,Actual,Full Year,Office of Supportive Housing,2006-06-30,Office of Homeless Services,24,OHS
132,6828986,743878,2007,Actual,Full Year,Office of Supportive Housing,2007-06-30,Office of Homeless Services,24,OHS
126,6202044,700875,2008,Actual,Full Year,Office of Supportive Housing,2008-06-30,Office of Homeless Services,24,OHS
137,6714527,462279,2009,Target Budget,YTD,Office of Supportive Housing,2009-06-30,Office of Homeless Services,24,OHS
126,6714527,446646,2009,Actual,YTD,Office of Supportive Housing,2009-06-30,Office of Homeless Services,24,OHS
138,6601227,371851,2009,Adopted Budget,Full Year,Office of Supportive Housing,2009-06-30,Office of Homeless Services,24,OHS
137,6714527,462279,2009,Target Budget,Full Year,Office of Supportive Housing,2009-06-30,Office of Homeless Services,24,OHS
126,6714527,446646,2009,Current Projection,Full Year,Office of Supportive Housing,2009-06-30,Office of Homeless Services,24,OHS
3,233987,0,2006,Actual,Full Year,Office of Housing & Community Dev.,2006-06-30,Office of Housing and Community Development,06,
0,46341,0,2007,Actual,Full Year,Office of Housing & Community Dev.,2007-06-30,Office of Housing and Community Development,06,
0,0,0,2008,Actual,Full Year,Office of Housing & Community Dev.,2008-06-30,Office of Housing and Community Development,06,
0,0,0,2009,Target Budget,YTD,Office of Housing & Community Dev.,2009-06-30,Office of Housing and Community Development,06,
0,0,0,2009,Actual,YTD,Office of Housing & Community Dev.,2009-06-30,Office of Housing and Community Development,06,
0,0,0,2009,Adopted Budget,Full Year,Office of Housing & Community Dev.,2009-06-30,Office of Housing and Community Development,06,
0,0,0,2009,Target Budget,Full Year,Office of Housing & Community Dev.,2009-06-30,Office of Housing and Community Development,06,
0,0,0,2009,Current Projection,Full Year,Office of Housing & Community Dev.,2009-06-30,Office of Housing and Community Development,06,
70,3871897,43161,2006,Actual,Full Year,Personnel,2006-06-30,Office of Human Resources,56,OHR
70,3956530,104259,2007,Actual,Full Year,Personnel,2007-06-30,Office of Human Resources,56,OHR
68,3939679,139657,2008,Actual,Full Year,Personnel,2008-06-30,Office of Human Resources,56,OHR
70,3983269,30000,2009,Target Budget,YTD,Personnel,2009-06-30,Office of Human Resources,56,OHR
64,3983269,23516,2009,Actual,YTD,Personnel,2009-06-30,Office of Human Resources,56,OHR
78,3954669,30339,2009,Adopted Budget,Full Year,Personnel,2009-06-30,Office of Human Resources,56,OHR
70,3983269,30000,2009,Target Budget,Full Year,Personnel,2009-06-30,Office of Human Resources,56,OHR
64,3983269,23516,2009,Current Projection,Full Year,Personnel,2009-06-30,Office of Human Resources,56,OHR
7287,457990628,48658490,2006,Actual,Full Year,Police,2006-06-30,Police Department,11,Police
7424,478231611,59231067,2007,Actual,Full Year,Police,2007-06-30,Police Department,11,Police
7367,509124087,70555018,2008,Actual,Full Year,Police,2008-06-30,Police Department,11,Police
7480,519492519,64260720,2009,Target Budget,YTD,Police,2009-06-30,Police Department,11,Police
7443,519492519,62465457,2009,Actual,YTD,Police,2009-06-30,Police Department,11,Police
7735,508468005,64232661,2009,Adopted Budget,Full Year,Police,2009-06-30,Police Department,11,Police
7480,519492519,64260720,2009,Target Budget,Full Year,Police,2009-06-30,Police Department,11,Police
7443,519492519,62465457,2009,Current Projection,Full Year,Police,2009-06-30,Police Department,11,Police
2225,106084275,19244373,2006,Actual,Full Year,Prisons,2006-06-30,Philadelphia Prison System,23,Prisons
2176,115246659,24600109,2007,Actual,Full Year,Prisons,2007-06-30,Philadelphia Prison System,23,Prisons
2131,122731345,32063777,2008,Actual,Full Year,Prisons,2008-06-30,Philadelphia Prison System,23,Prisons
2265,126337797,34315062,2009,Target Budget,YTD,Prisons,2009-06-30,Philadelphia Prison System,23,Prisons
2067,126337797,29923867,2009,Actual,YTD,Prisons,2009-06-30,Philadelphia Prison System,23,Prisons
2400,123158997,28675877,2009,Adopted Budget,Full Year,Prisons,2009-06-30,Philadelphia Prison System,23,Prisons
2226,126337797,34315062,2009,Target Budget,Full Year,Prisons,2009-06-30,Philadelphia Prison System,23,Prisons
2067,126337797,29923867,2009,Current Projection,Full Year,Prisons,2009-06-30,Philadelphia Prison System,23,Prisons
59,2660423,6774,2006,Actual,Full Year,Procurement,2006-06-30,Procurement Department,38,Procurement
54,2488146,5570,2007,Actual,Full Year,Procurement,2007-06-30,Procurement Department,38,Procurement
58,2667670,582,2008,Actual,Full Year,Procurement,2008-06-30,Procurement Department,38,Procurement
50,2708038,0,2009,Target Budget,YTD,Procurement,2009-06-30,Procurement Department,38,Procurement
50,2708038,603,2009,Actual,YTD,Procurement,2009-06-30,Procurement Department,38,Procurement
62,2885023,7484,2009,Adopted Budget,Full Year,Procurement,2009-06-30,Procurement Department,38,Procurement
50,2708038,0,2009,Target Budget,Full Year,Procurement,2009-06-30,Procurement Department,38,Procurement
50,2708038,603,2009,Current Projection,Full Year,Procurement,2009-06-30,Procurement Department,38,Procurement
622,37598246,2605931,2006,Actual,Full Year,Public Health,2006-06-30,Department of Public Health,14,Public Health
664,39900244,2881249,2007,Actual,Full Year,Public Health,2007-06-30,Department of Public Health,14,Public Health
665,42058888,2681302,2008,Actual,Full Year,Public Health,2008-06-30,Department of Public Health,14,Public Health
706,44451807,2186415,2009,Target Budget,YTD,Public Health,2009-06-30,Department of Public Health,14,Public Health
675,44451807,2199758,2009,Actual,YTD,Public Health,2009-06-30,Department of Public Health,14,Public Health
757,44302990,2186465,2009,Adopted Budget,Full Year,Public Health,2009-06-30,Department of Public Health,14,Public Health
746,44451807,2186415,2009,Target Budget,Full Year,Public Health,2009-06-30,Department of Public Health,14,Public Health
675,44451807,2199758,2009,Current Projection,Full Year,Public Health,2009-06-30,Department of Public Health,14,Public Health
158,8084578,1182717,2006,Actual,Full Year,Public Property,2006-06-30,Department of Public Property,20,Public Property
175,9032956,1464320,2007,Actual,Full Year,Public Property,2007-06-30,Department of Public Property,20,Public Property
165,8482713,1722889,2008,Actual,Full Year,Public Property,2008-06-30,Department of Public Property,20,Public Property
131,7948214,1301157,2009,Target Budget,YTD,Public Property,2009-06-30,Department of Public Property,20,Public Property
135,7948214,936229,2009,Actual,YTD,Public Property,2009-06-30,Department of Public Property,20,Public Property
178,8814759,1551157,2009,Adopted Budget,Full Year,Public Property,2009-06-30,Department of Public Property,20,Public Property
131,7948214,1301157,2009,Target Budget,Full Year,Public Property,2009-06-30,Department of Public Property,20,Public Property
135,7948214,936229,2009,Current Projection,Full Year,Public Property,2009-06-30,Department of Public Property,20,Public Property
75,3451820,433471,2006,Actual,Full Year,Records,2006-06-30,Department of Records,31,Records
70,3550181,462149,2007,Actual,Full Year,Records,2007-06-30,Department of Records,31,Records
70,3584663,460763,2008,Actual,Full Year,Records,2008-06-30,Department of Records,31,Records
70,3179233,163537,2009,Target Budget,YTD,Records,2009-06-30,Department of Records,31,Records
64,3179233,163667,2009,Actual,YTD,Records,2009-06-30,Department of Records,31,Records
76,3658731,361259,2009,Adopted Budget,Full Year,Records,2009-06-30,Department of Records,31,Records
70,3179233,163537,2009,Target Budget,Full Year,Records,2009-06-30,Department of Records,31,Records
64,3179233,163667,2009,Current Projection,Full Year,Records,2009-06-30,Department of Records,31,Records
468,27838493,933961,2006,Actual,Full Year,Recreation,2006-06-30,Department of Parks and Recreation,16,Parks & Recreation
460,29330231,1310697,2007,Actual,Full Year,Recreation,2007-06-30,Department of Parks and Recreation,16,Parks & Recreation
464,31270256,1148536,2008,Actual,Full Year,Recreation,2008-06-30,Department of Parks and Recreation,16,Parks & Recreation
484,32260646,1091389,2009,Target Budget,YTD,Recreation,2009-06-30,Department of Parks and Recreation,16,Parks & Recreation
443,32260646,875993,2009,Actual,YTD,Recreation,2009-06-30,Department of Parks and Recreation,16,Parks & Recreation
517,33277509,972077,2009,Adopted Budget,Full Year,Recreation,2009-06-30,Department of Parks and Recreation,16,Parks & Recreation
484,32260646,1091389,2009,Target Budget,Full Year,Recreation,2009-06-30,Department of Parks and Recreation,16,Parks & Recreation
443,32260646,875993,2009,Current Projection,Full Year,Recreation,2009-06-30,Department of Parks and Recreation,16,Parks & Recreation
65,3037732,0,2006,Actual,Full Year,Register of Wills,2006-06-30,Register of Wills,68,
69,3315520,0,2007,Actual,Full Year,Register of Wills,2007-06-30,Register of Wills,68,
68,3418493,0,2008,Actual,Full Year,Register of Wills,2008-06-30,Register of Wills,68,
70,3473392,0,2009,Target Budget,YTD,Register of Wills,2009-06-30,Register of Wills,68,
65,3473392,0,2009,Actual,YTD,Register of Wills,2009-06-30,Register of Wills,68,
70,3656202,0,2009,Adopted Budget,Full Year,Register of Wills,2009-06-30,Register of Wills,68,
70,3473392,0,2009,Target Budget,Full Year,Register of Wills,2009-06-30,Register of Wills,68,
65,3473392,0,2009,Current Projection,Full Year,Register of Wills,2009-06-30,Register of Wills,68,
247,12037221,723338,2006,Actual,Full Year,Revenue,2006-06-30,Department of Revenue,36,Revenue
237,12073257,830402,2007,Actual,Full Year,Revenue,2007-06-30,Department of Revenue,36,Revenue
252,11906910,737688,2008,Actual,Full Year,Revenue,2008-06-30,Department of Revenue,36,Revenue
277,12662607,439783,2009,Target Budget,YTD,Revenue,2009-06-30,Department of Revenue,36,Revenue
256,12662607,472850,2009,Actual,YTD,Revenue,2009-06-30,Department of Revenue,36,Revenue
271,12826474,790014,2009,Adopted Budget,Full Year,Revenue,2009-06-30,Department of Revenue,36,Revenue
277,12662607,439783,2009,Target Budget,Full Year,Revenue,2009-06-30,Department of Revenue,36,Revenue
256,12662607,472850,2009,Current Projection,Full Year,Revenue,2009-06-30,Department of Revenue,36,Revenue
243,12935460,2584300,2006,Actual,Full Year,Sheriff,2006-06-30,Office of the Sheriff,70,Sheriff
241,13856672,2938803,2007,Actual,Full Year,Sheriff,2007-06-30,Office of the Sheriff,70,Sheriff
238,14387582,3190678,2008,Actual,Full Year,Sheriff,2008-06-30,Office of the Sheriff,70,Sheriff
263,14425966,2544498,2009,Target Budget,YTD,Sheriff,2009-06-30,Office of the Sheriff,70,Sheriff
238,14425966,3344634,2009,Actual,YTD,Sheriff,2009-06-30,Office of the Sheriff,70,Sheriff
263,14435648,2850000,2009,Adopted Budget,Full Year,Sheriff,2009-06-30,Office of the Sheriff,70,Sheriff
263,14425966,2544498,2009,Target Budget,Full Year,Sheriff,2009-06-30,Office of the Sheriff,70,Sheriff
238,14425966,3344634,2009,Current Projection,Full Year,Sheriff,2009-06-30,Office of the Sheriff,70,Sheriff
586,17443518,2322264,2006,Actual,Full Year,Streets,2006-06-30,Streets Department,12,Streets
592,20364041,1413275,2007,Actual,Full Year,Streets,2007-06-30,Streets Department,12,Streets
591,20463560,2583126,2008,Actual,Full Year,Streets,2008-06-30,Streets Department,12,Streets
617,25530131,2185000,2009,Target Budget,YTD,Streets,2009-06-30,Streets Department,12,Streets
536,25530131,2788246,2009,Actual,YTD,Streets,2009-06-30,Streets Department,12,Streets
625,25165331,2185000,2009,Adopted Budget,Full Year,Streets,2009-06-30,Streets Department,12,Streets
617,25530131,2185000,2009,Target Budget,Full Year,Streets,2009-06-30,Streets Department,12,Streets
536,25530131,2788246,2009,Current Projection,Full Year,Streets,2009-06-30,Streets Department,12,Streets
1263,44638454,6369959,2006,Actual,Full Year,Streets-Sanitation,2006-06-30,Streets: Sanitation,12-S,
1222,44468301,5722009,2007,Actual,Full Year,Streets-Sanitation,2007-06-30,Streets: Sanitation,12-S,
1248,45722318,6295977,2008,Actual,Full Year,Streets-Sanitation,2008-06-30,Streets: Sanitation,12-S,
1271,48241545,5425000,2009,Target Budget,YTD,Streets-Sanitation,2009-06-30,Streets: Sanitation,12-S,
1183,48241545,6016377,2009,Actual,YTD,Streets-Sanitation,2009-06-30,Streets: Sanitation,12-S,
1341,48181045,5600000,2009,Adopted Budget,Full Year,Streets-Sanitation,2009-06-30,Streets: Sanitation,12-S,
1271,48241545,5425000,2009,Target Budget,Full Year,Streets-Sanitation,2009-06-30,Streets: Sanitation,12-S,
1183,48241545,6016377,2009,Current Projection,Full Year,Streets-Sanitation,2009-06-30,Streets: Sanitation,12-S,
0,0,0,2006,Actual,Full Year,Youth Commission,2006-06-30,Youth Commission,47,
0,0,0,2007,Actual,Full Year,Youth Commission,2007-06-30,Youth Commission,47,
0,0,0,2008,Actual,Full Year,Youth Commission,2008-06-30,Youth Commission,47,
1,47000,0,2009,Target Budget,YTD,Youth Commission,2009-06-30,Youth Commission,47,
1,47000,0,2009,Actual,YTD,Youth Commission,2009-06-30,Youth Commission,47,
1,47000,0,2009,Adopted Budget,Full Year,Youth Commission,2009-06-30,Youth Commission,47,
1,47000,0,2009,Target Budget,Full Year,Youth Commission,2009-06-30,Youth Commission,47,
1,47000,0,2009,Current Projection,Full Year,Youth Commission,2009-06-30,Youth Commission,47,
5,363138,101,2006,Actual,Full Year,Zoning Board of Adjustment,2006-06-30,Zoning Board of Adjustments,30,ZBA
4,350156,1344,2007,Actual,Full Year,Zoning Board of Adjustment,2007-06-30,Zoning Board of Adjustments,30,ZBA
5,298216,1577,2008,Actual,Full Year,Zoning Board of Adjustment,2008-06-30,Zoning Board of Adjustments,30,ZBA
5,405572,0,2009,Target Budget,YTD,Zoning Board of Adjustment,2009-06-30,Zoning Board of Adjustments,30,ZBA
5,405572,0,2009,Actual,YTD,Zoning Board of Adjustment,2009-06-30,Zoning Board of Adjustments,30,ZBA
5,402272,15816,2009,Adopted Budget,Full Year,Zoning Board of Adjustment,2009-06-30,Zoning Board of Adjustments,30,ZBA
5,405572,0,2009,Target Budget,Full Year,Zoning Board of Adjustment,2009-06-30,Zoning Board of Adjustments,30,ZBA
5,405572,0,2009,Current Projection,Full Year,Zoning Board of Adjustment,2009-06-30,Zoning Board of Adjustments,30,ZBA
0,0,0,2006,Actual,Full Year,Zoning Code Commission,2006-06-30,Zoning Code Commission,57,
0,0,0,2007,Actual,Full Year,Zoning Code Commission,2007-06-30,Zoning Code Commission,57,
0,0,0,2008,Actual,Full Year,Zoning Code Commission,2008-06-30,Zoning Code Commission,57,
2,130000,0,2009,Target Budget,YTD,Zoning Code Commission,2009-06-30,Zoning Code Commission,57,
1,130000,0,2009,Actual,YTD,Zoning Code Commission,2009-06-30,Zoning Code Commission,57,
2,130000,0,2009,Adopted Budget,Full Year,Zoning Code Commission,2009-06-30,Zoning Code Commission,57,
1,130000,0,2009,Target Budget,Full Year,Zoning Code Commission,2009-06-30,Zoning Code Commission,57,
1,130000,0,2009,Current Projection,Full Year,Zoning Code Commission,2009-06-30,Zoning Code Commission,57,
