full_time_positions,class_100_total,class_100_ot,fiscal_year,variable,time_period,dept_name_raw,as_of_date,dept_name,abbreviation,dept_code
653,48107392,2209587,2015,Current Projection,Full Year,Public Health,2015-06-30,Department of Public Health,Public Health,14
122,6496367,517356,2012,Actual,Full Year,Public Property,2012-06-30,Department of Public Property,Public Property,20
123,6833756,647430,2013,Actual,Full Year,Public Property,2013-06-30,Department of Public Property,Public Property,20
133,7603734,914498,2014,Actual,Full Year,Public Property,2014-06-30,Department of Public Property,Public Property,20
159,8023182,388814,2015,Adopted Budget,Full Year,Public Property,2015-06-30,Department of Public Property,Public Property,20
159,8444555,445642,2015,Target Budget,Full Year,Public Property,2015-06-30,Department of Public Property,Public Property,20
137,8444555,790708,2015,Current Projection,Full Year,Public Property,2015-06-30,Department of Public Property,Public Property,20
64,2679728,179212,2012,Actual,Full Year,Records,2012-06-30,Department of Records,Records,31
59,2734031,198541,2013,Actual,Full Year,Records,2013-06-30,Department of Records,Records,31
55,2659040,174304,2014,Actual,Full Year,Records,2014-06-30,Department of Records,Records,31
63,2997796,197881,2015,Adopted Budget,Full Year,Records,2015-06-30,Department of Records,Records,31
63,3183572,155444,2015,Target Budget,Full Year,Records,2015-06-30,Department of Records,Records,31
56,3183572,152654,2015,Current Projection,Full Year,Records,2015-06-30,Department of Records,Records,31
61,3223922,0,2012,Actual,Full Year,Register of Wills,2012-06-30,Register of Wills,,68
64,3187312,0,2013,Actual,Full Year,Register of Wills,2013-06-30,Register of Wills,,68
62,3183909,0,2014,Actual,Full Year,Register of Wills,2014-06-30,Register of Wills,,68
63,3224645,0,2015,Adopted Budget,Full Year,Register of Wills,2015-06-30,Register of Wills,,68
63,3496956,0,2015,Target Budget,Full Year,Register of Wills,2015-06-30,Register of Wills,,68
64,3496956,0,2015,Current Projection,Full Year,Register of Wills,2015-06-30,Register of Wills,,68
286,14544961,356769,2012,Actual,Full Year,Revenue,2012-06-30,Department of Revenue,Revenue,36
282,14479641,284616,2013,Actual,Full Year,Revenue,2013-06-30,Department of Revenue,Revenue,36
290,15368046,525217,2014,Actual,Full Year,Revenue,2014-06-30,Department of Revenue,Revenue,36
339,17764545,307800,2015,Adopted Budget,Full Year,Revenue,2015-06-30,Department of Revenue,Revenue,36
339,18166344,307800,2015,Target Budget,Full Year,Revenue,2015-06-30,Department of Revenue,Revenue,36
319,17666344,614697,2015,Current Projection,Full Year,Revenue,2015-06-30,Department of Revenue,Revenue,36
226,14816967,2974326,2012,Actual,Full Year,Sheriff,2012-06-30,Office of the Sheriff,Sheriff,70
231,14460864,3227620,2013,Actual,Full Year,Sheriff,2013-06-30,Office of the Sheriff,Sheriff,70
277,17091441,3235305,2014,Actual,Full Year,Sheriff,2014-06-30,Office of the Sheriff,Sheriff,70
311,17032412,2276185,2015,Adopted Budget,Full Year,Sheriff,2015-06-30,Office of the Sheriff,Sheriff,70
311,19581967,4276185,2015,Target Budget,Full Year,Sheriff,2015-06-30,Office of the Sheriff,Sheriff,70
299,20281967,4744360,2015,Current Projection,Full Year,Sheriff,2015-06-30,Office of the Sheriff,Sheriff,70
1157,46123890,7679471,2012,Actual,Full Year,Streets-Sanitation,2012-06-30,Streets: Sanitation,,12S
1165,45307251,7107251,2013,Actual,Full Year,Streets-Sanitation,2013-06-30,Streets: Sanitation,,12S
1153,48199455,10112454,2014,Actual,Full Year,Streets-Sanitation,2014-06-30,Streets: Sanitation,,12S
1228,45208603,5896536,2015,Adopted Budget,Full Year,Streets-Sanitation,2015-06-30,Streets: Sanitation,,12S
1228,52006455,9596536,2015,Target Budget,Full Year,Streets-Sanitation,2015-06-30,Streets: Sanitation,,12S
1146,55006455,12644223,2015,Current Projection,Full Year,Streets-Sanitation,2015-06-30,Streets: Sanitation,,12S
525,19834401,1727954,2012,Actual,Full Year,Streets-Transportation,2012-06-30,Streets: Transportation,,12T
525,19782861,1625324,2013,Actual,Full Year,Streets-Transportation,2013-06-30,Streets: Transportation,,12T
531,22508108,3064345,2014,Actual,Full Year,Streets-Transportation,2014-06-30,Streets: Transportation,,12T
561,22258233,1914223,2015,Adopted Budget,Full Year,Streets-Transportation,2015-06-30,Streets: Transportation,,12T
561,25258233,2714223,2015,Target Budget,Full Year,Streets-Transportation,2015-06-30,Streets: Transportation,,12T
518,25258233,2675121,2015,Current Projection,Full Year,Streets-Transportation,2015-06-30,Streets: Transportation,,12T
1,24694,0,2012,Actual,Full Year,Youth Commission,2012-06-30,Youth Commission,,47
1,50000,0,2013,Actual,Full Year,Youth Commission,2013-06-30,Youth Commission,,47
2,72688,0,2014,Actual,Full Year,Youth Commission,2014-06-30,Youth Commission,,47
2,90000,0,2015,Adopted Budget,Full Year,Youth Commission,2015-06-30,Youth Commission,,47
2,92216,0,2015,Target Budget,Full Year,Youth Commission,2015-06-30,Youth Commission,,47
2,92216,0,2015,Current Projection,Full Year,Youth Commission,2015-06-30,Youth Commission,,47
0,119408,0,2012,Actual,Full Year,Zoning Code Commission,2012-06-30,Zoning Code Commission,,57
0,0,0,2013,Actual,Full Year,Zoning Code Commission,2013-06-30,Zoning Code Commission,,57
0,0,0,2014,Actual,Full Year,Zoning Code Commission,2014-06-30,Zoning Code Commission,,57
0,0,0,2015,Adopted Budget,Full Year,Zoning Code Commission,2015-06-30,Zoning Code Commission,,57
0,0,0,2015,Target Budget,Full Year,Zoning Code Commission,2015-06-30,Zoning Code Commission,,57
0,0,0,2015,Current Projection,Full Year,Zoning Code Commission,2015-06-30,Zoning Code Commission,,57
