full_time_positions,class_100_total,class_100_ot,fiscal_year,variable,time_period,dept_name_raw,as_of_date,dept_name,abbreviation,dept_code
42,2436508,19854,2021,Target Budget,Full Year,Procurement,2021-06-30,Procurement Department,Procurement,38
35,2436508,12000,2021,Current Projection,Full Year,Procurement,2021-06-30,Procurement Department,Procurement,38
711,54999157,2300499,2018,Actual,Full Year,Public Health,2018-06-30,Department of Public Health,Public Health,14
752,57173653,2346586,2019,Actual,Full Year,Public Health,2019-06-30,Department of Public Health,Public Health,14
739,60130461,2602722,2020,Actual,Full Year,Public Health,2020-06-30,Department of Public Health,Public Health,14
818,57654465,1432800,2021,Adopted Budget,Full Year,Public Health,2021-06-30,Department of Public Health,Public Health,14
818,58270680,2299232,2021,Target Budget,Full Year,Public Health,2021-06-30,Department of Public Health,Public Health,14
716,58270680,2320000,2021,Current Projection,Full Year,Public Health,2021-06-30,Department of Public Health,Public Health,14
135,8797024,855977,2018,Actual,Full Year,Public Property,2018-06-30,Department of Public Property,Public Property,20
135,8875590,839027,2019,Actual,Full Year,Public Property,2019-06-30,Department of Public Property,Public Property,20
119,8610609,800350,2020,Actual,Full Year,Public Property,2020-06-30,Department of Public Property,Public Property,20
176,10101149,937774,2021,Adopted Budget,Full Year,Public Property,2021-06-30,Department of Public Property,Public Property,20
176,10101149,211960,2021,Target Budget,Full Year,Public Property,2021-06-30,Department of Public Property,Public Property,20
142,10101149,196000,2021,Current Projection,Full Year,Public Property,2021-06-30,Department of Public Property,Public Property,20
57,3004442,80622,2018,Actual,Full Year,Records,2018-06-30,Department of Records,Records,31
55,2983490,63145,2019,Actual,Full Year,Records,2019-06-30,Department of Records,Records,31
51,2995101,55381,2020,Actual,Full Year,Records,2020-06-30,Department of Records,Records,31
55,3117312,36508,2021,Adopted Budget,Full Year,Records,2021-06-30,Department of Records,Records,31
55,3117312,32559,2021,Target Budget,Full Year,Records,2021-06-30,Department of Records,Records,31
51,3117312,66000,2021,Current Projection,Full Year,Records,2021-06-30,Department of Records,Records,31
71,4021761,0,2018,Actual,Full Year,Register of Wills,2018-06-30,Register of Wills,,68
70,4262942,1488,2019,Actual,Full Year,Register of Wills,2019-06-30,Register of Wills,,68
66,4523524,399,2020,Actual,Full Year,Register of Wills,2020-06-30,Register of Wills,,68
70,3956193,0,2021,Adopted Budget,Full Year,Register of Wills,2021-06-30,Register of Wills,,68
70,3956193,0,2021,Target Budget,Full Year,Register of Wills,2021-06-30,Register of Wills,,68
70,3956193,0,2021,Current Projection,Full Year,Register of Wills,2021-06-30,Register of Wills,,68
414,21536327,414990,2018,Actual,Full Year,Revenue,2018-06-30,Department of Revenue,Revenue,36
405,22700386,367414,2019,Actual,Full Year,Revenue,2019-06-30,Department of Revenue,Revenue,36
402,23489160,295650,2020,Actual,Full Year,Revenue,2020-06-30,Department of Revenue,Revenue,36
436,22648673,404400,2021,Adopted Budget,Full Year,Revenue,2021-06-30,Department of Revenue,Revenue,36
436,22648673,46397,2021,Target Budget,Full Year,Revenue,2021-06-30,Department of Revenue,Revenue,36
386,22648673,86000,2021,Current Projection,Full Year,Revenue,2021-06-30,Department of Revenue,Revenue,36
364,27179518,5934927,2018,Actual,Full Year,Sheriff,2018-06-30,Office of the Sheriff,Sheriff,70
355,27638571,6163832,2019,Actual,Full Year,Sheriff,2019-06-30,Office of the Sheriff,Sheriff,70
385,28049726,4797577,2020,Actual,Full Year,Sheriff,2020-06-30,Office of the Sheriff,Sheriff,70
428,25192450,2685042,2021,Adopted Budget,Full Year,Sheriff,2021-06-30,Office of the Sheriff,Sheriff,70
428,25192450,2785042,2021,Target Budget,Full Year,Sheriff,2021-06-30,Office of the Sheriff,Sheriff,70
367,25192450,2800000,2021,Current Projection,Full Year,Sheriff,2021-06-30,Office of the Sheriff,Sheriff,70
1738,79636511,16200539,2018,Actual,Full Year,Streets,2018-06-30,Streets Department,Streets,12
1736,83603511,15557607,2019,Actual,Full Year,Streets,2019-06-30,Streets Department,Streets,12
1925,90344142,15039549,2020,Actual,Full Year,Streets,2020-06-30,Streets Department,Streets,12
1903,87283619,9060261,2021,Adopted Budget,Full Year,Streets,2021-06-30,Streets Department,Streets,12
1912,88909902,15626733,2021,Target Budget,Full Year,Streets,2021-06-30,Streets Department,Streets,12
1941,88909902,16500000,2021,Current Projection,Full Year,Streets,2021-06-30,Streets Department,Streets,12
