full_time_positions,class_100_total,class_100_ot,fiscal_year,variable,time_period,dept_name_raw,as_of_date,dept_name,abbreviation,dept_code
759,52684109,3277271,2020,Target Budget,Full Year,Parks and Recreation,2020-06-30,Department of Parks and Recreation,Parks & Recreation,16
647,52932553,3200000,2020,Current Projection,Full Year,Parks and Recreation,2020-06-30,Department of Parks and Recreation,Parks & Recreation,16
0,0,0,2017,Actual,Full Year,Planning and Development,2017-06-30,Department of Planning and Development,Planning & Development,72
49,3894669,15829,2018,Actual,Full Year,Planning and Development,2018-06-30,Department of Planning and Development,Planning & Development,72
56,4695950,14817,2019,Actual,Full Year,Planning and Development,2019-06-30,Department of Planning and Development,Planning & Development,72
62,5167172,0,2020,Adopted Budget,Full Year,Planning and Development,2020-06-30,Department of Planning and Development,Planning & Development,72
62,5200043,15000,2020,Target Budget,Full Year,Planning and Development,2020-06-30,Department of Planning and Development,Planning & Development,72
55,5206876,14000,2020,Current Projection,Full Year,Planning and Development,2020-06-30,Department of Planning and Development,Planning & Development,72
6986,631459043,66360482,2017,Actual,Full Year,Police,2017-06-30,Police Department,Police,11
7172,670260752,68238536,2018,Actual,Full Year,Police,2018-06-30,Police Department,Police,11
7241,685445815,61647723,2019,Actual,Full Year,Police,2019-06-30,Police Department,Police,11
7443,718359324,67660500,2020,Adopted Budget,Full Year,Police,2020-06-30,Police Department,Police,11
7443,726036275,76660500,2020,Target Budget,Full Year,Police,2020-06-30,Police Department,Police,11
7175,726496175,78850000,2020,Current Projection,Full Year,Police,2020-06-30,Police Department,Police,11
2277,148514858,31197142,2017,Actual,Full Year,Prisons,2017-06-30,Philadelphia Prison System,Prisons,23
2177,149461785,33450882,2018,Actual,Full Year,Prisons,2018-06-30,Philadelphia Prison System,Prisons,23
2130,138537912,24169020,2019,Actual,Full Year,Prisons,2019-06-30,Philadelphia Prison System,Prisons,23
2160,139765668,27132127,2020,Adopted Budget,Full Year,Prisons,2020-06-30,Philadelphia Prison System,Prisons,23
2160,139868168,27132127,2020,Target Budget,Full Year,Prisons,2020-06-30,Philadelphia Prison System,Prisons,23
1975,141575330,26925000,2020,Current Projection,Full Year,Prisons,2020-06-30,Philadelphia Prison System,Prisons,23
44,2420035,28835,2017,Actual,Full Year,Procurement,2017-06-30,Procurement Department,Procurement,38
46,2450043,8930,2018,Actual,Full Year,Procurement,2018-06-30,Procurement Department,Procurement,38
41,2402513,5647,2019,Actual,Full Year,Procurement,2019-06-30,Procurement Department,Procurement,38
50,2709242,21000,2020,Adopted Budget,Full Year,Procurement,2020-06-30,Procurement Department,Procurement,38
50,2752970,11000,2020,Target Budget,Full Year,Procurement,2020-06-30,Procurement Department,Procurement,38
42,2765020,6000,2020,Current Projection,Full Year,Procurement,2020-06-30,Procurement Department,Procurement,38
687,51023872,2266394,2017,Actual,Full Year,Public Health,2017-06-30,Department of Public Health,Public Health,14
711,54999157,2300499,2018,Actual,Full Year,Public Health,2018-06-30,Department of Public Health,Public Health,14
752,57173653,2346586,2019,Actual,Full Year,Public Health,2019-06-30,Department of Public Health,Public Health,14
839,58328165,1871700,2020,Adopted Budget,Full Year,Public Health,2020-06-30,Department of Public Health,Public Health,14
839,58569978,2471700,2020,Target Budget,Full Year,Public Health,2020-06-30,Department of Public Health,Public Health,14
739,58855060,2610000,2020,Current Projection,Full Year,Public Health,2020-06-30,Department of Public Health,Public Health,14
146,8654937,636933,2017,Actual,Full Year,Public Property,2017-06-30,Department of Public Property,Public Property,20
135,8797024,855977,2018,Actual,Full Year,Public Property,2018-06-30,Department of Public Property,Public Property,20
135,8875590,839027,2019,Actual,Full Year,Public Property,2019-06-30,Department of Public Property,Public Property,20
149,9395654,843148,2020,Adopted Budget,Full Year,Public Property,2020-06-30,Department of Public Property,Public Property,20
149,9425727,943148,2020,Target Budget,Full Year,Public Property,2020-06-30,Department of Public Property,Public Property,20
119,9487678,805000,2020,Current Projection,Full Year,Public Property,2020-06-30,Department of Public Property,Public Property,20
57,2822489,106687,2017,Actual,Full Year,Records,2017-06-30,Department of Records,Records,31
57,3004442,80622,2018,Actual,Full Year,Records,2018-06-30,Department of Records,Records,31
55,2983490,63145,2019,Actual,Full Year,Records,2019-06-30,Department of Records,Records,31
59,3226285,36508,2020,Adopted Budget,Full Year,Records,2020-06-30,Department of Records,Records,31
59,3268492,66508,2020,Target Budget,Full Year,Records,2020-06-30,Department of Records,Records,31
51,3295922,56000,2020,Current Projection,Full Year,Records,2020-06-30,Department of Records,Records,31
72,3842824,0,2017,Actual,Full Year,Register of Wills,2017-06-30,Register of Wills,,68
71,4021761,0,2018,Actual,Full Year,Register of Wills,2018-06-30,Register of Wills,,68
70,4262942,1488,2019,Actual,Full Year,Register of Wills,2019-06-30,Register of Wills,,68
70,4286409,0,2020,Adopted Budget,Full Year,Register of Wills,2020-06-30,Register of Wills,,68
70,4299820,3000,2020,Target Budget,Full Year,Register of Wills,2020-06-30,Register of Wills,,68
66,4299820,400,2020,Current Projection,Full Year,Register of Wills,2020-06-30,Register of Wills,,68
402,20417912,597862,2017,Actual,Full Year,Revenue,2017-06-30,Department of Revenue,Revenue,36
414,21536327,414990,2018,Actual,Full Year,Revenue,2018-06-30,Department of Revenue,Revenue,36
405,22700386,367414,2019,Actual,Full Year,Revenue,2019-06-30,Department of Revenue,Revenue,36
458,23934508,478000,2020,Adopted Budget,Full Year,Revenue,2020-06-30,Department of Revenue,Revenue,36
458,24073730,478000,2020,Target Budget,Full Year,Revenue,2020-06-30,Department of Revenue,Revenue,36
402,24217852,300000,2020,Current Projection,Full Year,Revenue,2020-06-30,Department of Revenue,Revenue,36
348,25144829,5748984,2017,Actual,Full Year,Sheriff,2017-06-30,Office of the Sheriff,Sheriff,70
364,27179518,5934927,2018,Actual,Full Year,Sheriff,2018-06-30,Office of the Sheriff,Sheriff,70
355,27638571,6163832,2019,Actual,Full Year,Sheriff,2019-06-30,Office of the Sheriff,Sheriff,70
428,25443537,4824927,2020,Adopted Budget,Full Year,Sheriff,2020-06-30,Office of the Sheriff,Sheriff,70
428,25641941,5324927,2020,Target Budget,Full Year,Sheriff,2020-06-30,Office of the Sheriff,Sheriff,70
385,25662295,4800000,2020,Current Projection,Full Year,Sheriff,2020-06-30,Office of the Sheriff,Sheriff,70
1702,76897341,13942643,2017,Actual,Full Year,Streets,2017-06-30,Streets Department,Streets,12
1738,79636511,16200539,2018,Actual,Full Year,Streets,2018-06-30,Streets Department,Streets,12
1736,83603511,15557607,2019,Actual,Full Year,Streets,2019-06-30,Streets Department,Streets,12
1982,90464913,11356042,2020,Adopted Budget,Full Year,Streets,2020-06-30,Streets Department,Streets,12
1982,90993783,17856042,2020,Target Budget,Full Year,Streets,2020-06-30,Streets Department,Streets,12
1925,92207341,15075000,2020,Current Projection,Full Year,Streets,2020-06-30,Streets Department,Streets,12
