dept_name_raw,fund,civilian,uniformed,fiscal_year,variable,time_period,as_of_date,total,dept_name,abbreviation,dept_code
Office of Human Resources,Other,0,0,2016,Actual,Full Year,2016-06-30,0,Office of Human Resources,OHR,56
Office of Innovation and Technology,Other,80,0,2016,Actual,Full Year,2016-06-30,80,Office of Innovation and Technology,OIT,04
Office of the Inspector General,Other,0,0,2016,Actual,Full Year,2016-06-30,0,Office of the Inspector General,OIG,48
Office of Planning and Development,Other,0,0,2016,Actual,Full Year,2016-06-30,0,Mayor's Office of Planning and Development,,62
Office of Property Assessment,Other,0,0,2016,Actual,Full Year,2016-06-30,0,Office of Property Assessment,OPA,59
Office of Sustainability,Other,1,0,2016,Actual,Full Year,2016-06-30,1,Office of Sustainability,Sustainability,49
Parks and Recreation,Other,19,0,2016,Actual,Full Year,2016-06-30,19,Department of Parks and Recreation,Parks & Recreation,16
Prisons,Other,0,0,2016,Actual,Full Year,2016-06-30,0,Philadelphia Prison System,Prisons,23
Procurement,Other,2,0,2016,Actual,Full Year,2016-06-30,2,Procurement Department,Procurement,38
Public Health,Other,153,0,2016,Actual,Full Year,2016-06-30,153,Department of Public Health,Public Health,14
Public Property,Other,0,0,2016,Actual,Full Year,2016-06-30,0,Department of Public Property,Public Property,20
Records,Other,0,0,2016,Actual,Full Year,2016-06-30,0,Department of Records,Records,31
Register of Wills,Other,0,0,2016,Actual,Full Year,2016-06-30,0,Register of Wills,,68
Revenue,Other,231,0,2016,Actual,Full Year,2016-06-30,231,Department of Revenue,Revenue,36
Sheriff,Other,0,0,2016,Actual,Full Year,2016-06-30,0,Office of the Sheriff,Sheriff,70
Streets Sanitation,Other,0,0,2016,Actual,Full Year,2016-06-30,0,Streets: Sanitation,,12S
Streets - Transportation,Other,0,0,2016,Actual,Full Year,2016-06-30,0,Streets: Transportation,,12T
Water,Other,1796,0,2016,Actual,Full Year,2016-06-30,1796,Water Department,Water,28
Youth Commission,Other,0,0,2016,Actual,Full Year,2016-06-30,0,Youth Commission,,47
Atwater Kent Museum,Total,3,0,2016,Actual,Full Year,2016-06-30,3,Atwater Kent Museum,Atwater Kent,18
Auditing (City Controller's Office),Total,137,0,2016,Actual,Full Year,2016-06-30,137,City Controller's Office,,61
Board of Ethics,Total,10,0,2016,Actual,Full Year,2016-06-30,10,Board of Ethics,,45
Board of Pensions,Total,42,0,2016,Actual,Full Year,2016-06-30,42,Board of Pensions,Pensions,53
Board of Revision of Taxes,Total,14,0,2016,Actual,Full Year,2016-06-30,14,Board of Revision of Taxes,BRT,63
City Commissioners (Election Board),Total,92,0,2016,Actual,Full Year,2016-06-30,92,City Commissioner's Office,City Commissioners,73
City Council,Total,187,0,2016,Actual,Full Year,2016-06-30,187,City Council,,01
City Planning Commission,Total,36,0,2016,Actual,Full Year,2016-06-30,36,City Planning Commission,,51
City Representative,Total,7,0,2016,Actual,Full Year,2016-06-30,7,Office of the City Representative,City Rep,41
City Treasurer,Total,15,0,2016,Actual,Full Year,2016-06-30,15,Office of the City Treasurer,City Treasurer,40
Civil Service Commission,Total,2,0,2016,Actual,Full Year,2016-06-30,2,Civil Service Commission,,55
Commerce,Total,802,0,2016,Actual,Full Year,2016-06-30,802,Office of the Director of Commerce,Commerce,42
Finance,Total,173,0,2016,Actual,Full Year,2016-06-30,173,Office of the Director of Finance,Finance,35
First Judicial District,Total,2333,0,2016,Actual,Full Year,2016-06-30,2333,First Judicial District,FJD,84
Fleet Management,Total,328,0,2016,Actual,Full Year,2016-06-30,328,Office of Fleet Management,Fleet,25
Free Library,Total,651,0,2016,Actual,Full Year,2016-06-30,651,The Free Library of Philadelphia,Free Library,52
Historical Commission,Total,5,0,2016,Actual,Full Year,2016-06-30,5,Historical Commission,,32
Human Relations Commission,Total,32,0,2016,Actual,Full Year,2016-06-30,32,Commission on Human Relations,Human Relations,54
Human Services (1),Total,1435,0,2016,Actual,Full Year,2016-06-30,1435,Department of Human Services,DHS,22
"Labor, Mayor's Office of",Total,7,0,2016,Actual,Full Year,2016-06-30,7,Labor,,03
Law,Total,238,0,2016,Actual,Full Year,2016-06-30,238,Law Department,Law,44
Licenses & Inspections,Total,335,0,2016,Actual,Full Year,2016-06-30,335,Department of Licenses and Inspections,L&I,26
L&I-Board of Building Standards,Total,1,0,2016,Actual,Full Year,2016-06-30,1,L&I: Board of Building and Standards,,29
L&I-Board of L & I Review,Total,2,0,2016,Actual,Full Year,2016-06-30,2,L&I: Board of Review,,27
L&I-Zoning Board of Adjustment,Total,5,0,2016,Actual,Full Year,2016-06-30,5,Zoning Board of Adjustments,ZBA,30
Managing Director's Office,Total,306,0,2016,Actual,Full Year,2016-06-30,306,Managing Director's Office,MDO,10
Mayor's Office,Total,51,0,2016,Actual,Full Year,2016-06-30,51,Mayor's Office,Mayor,05
Mayor's Off. of Comm Empowerment/Oppor.,Total,34,0,2016,Actual,Full Year,2016-06-30,34,Mayor's Office of Community Empowerment and Opportunity,CEO,08
Mayor's Office of Transportation & Utilities,Total,12,0,2016,Actual,Full Year,2016-06-30,12,Mayor's Office of Transportation and Utilities,,46
Mural Arts Program,Total,12,0,2016,Actual,Full Year,2016-06-30,12,Mural Arts Program,Mural Arts,50
Office of Arts and Culture,Total,2,0,2016,Actual,Full Year,2016-06-30,2,"Office of Arts, Culture, and the Creative Economy",Arts & Culture,58
Office of Behavioral Hith/Intel. disAbility,Total,235,0,2016,Actual,Full Year,2016-06-30,235,Behavioral Health and Intellectual Disability Services,DBH/IDS,15
Office of the Chief Administrative Officer,Total,0,0,2016,Actual,Full Year,2016-06-30,0,Office of the Chief Administrative Officer,CAO,65
Office of Community Schools and Pre-K,Total,0,0,2016,Actual,Full Year,2016-06-30,0,Office of Children and Families,OCF,66
Office of Homeless Services,Total,158,0,2016,Actual,Full Year,2016-06-30,158,Office of Homeless Services,OHS,24
Office of Housing & Comm. Development,Total,48,0,2016,Actual,Full Year,2016-06-30,48,Office of Housing and Community Development,,06
Office of Human Resources,Total,84,0,2016,Actual,Full Year,2016-06-30,84,Office of Human Resources,OHR,56
Office of Innovation and Technology,Total,351,0,2016,Actual,Full Year,2016-06-30,351,Office of Innovation and Technology,OIT,04
Office of the Inspector General,Total,19,0,2016,Actual,Full Year,2016-06-30,19,Office of the Inspector General,OIG,48
Office of Planning and Development,Total,0,0,2016,Actual,Full Year,2016-06-30,0,Mayor's Office of Planning and Development,,62
Office of Property Assessment,Total,200,0,2016,Actual,Full Year,2016-06-30,200,Office of Property Assessment,OPA,59
Office of Sustainability,Total,9,0,2016,Actual,Full Year,2016-06-30,9,Office of Sustainability,Sustainability,49
Parks and Recreation,Total,612,0,2016,Actual,Full Year,2016-06-30,612,Department of Parks and Recreation,Parks & Recreation,16
Prisons,Total,2289,0,2016,Actual,Full Year,2016-06-30,2289,Philadelphia Prison System,Prisons,23
Procurement,Total,44,0,2016,Actual,Full Year,2016-06-30,44,Procurement Department,Procurement,38
Public Health,Total,806,0,2016,Actual,Full Year,2016-06-30,806,Department of Public Health,Public Health,14
Public Property,Total,135,0,2016,Actual,Full Year,2016-06-30,135,Department of Public Property,Public Property,20
Records,Total,57,0,2016,Actual,Full Year,2016-06-30,57,Department of Records,Records,31
Register of Wills,Total,69,0,2016,Actual,Full Year,2016-06-30,69,Register of Wills,,68
Revenue,Total,609,0,2016,Actual,Full Year,2016-06-30,609,Department of Revenue,Revenue,36
Sheriff,Total,330,0,2016,Actual,Full Year,2016-06-30,330,Office of the Sheriff,Sheriff,70
Streets Sanitation,Total,1145,0,2016,Actual,Full Year,2016-06-30,1145,Streets: Sanitation,,12S
Streets - Transportation,Total,531,0,2016,Actual,Full Year,2016-06-30,531,Streets: Transportation,,12T
Water,Total,1796,0,2016,Actual,Full Year,2016-06-30,1796,Water Department,Water,28
Youth Commission,Total,1,0,2016,Actual,Full Year,2016-06-30,1,Youth Commission,,47
Police,General,793,6149,2016,Actual,Full Year,2016-06-30,6942,Police Department,Police,11
Police,Other,10,169,2016,Actual,Full Year,2016-06-30,179,Police Department,Police,11
Police,Total,803,6318,2016,Actual,Full Year,2016-06-30,7121,Police Department,Police,11
Fire,General,107,2209,2016,Actual,Full Year,2016-06-30,2316,Fire Department,Fire,13
Fire,Other,3,215,2016,Actual,Full Year,2016-06-30,218,Fire Department,Fire,13
Fire,Total,110,2424,2016,Actual,Full Year,2016-06-30,2534,Fire Department,Fire,13
District Attorney,General,452,26,2016,Actual,Full Year,2016-06-30,478,District Attorney's Office,DAO,69
District Attorney,Other,64,8,2016,Actual,Full Year,2016-06-30,72,District Attorney's Office,DAO,69
District Attorney,Total,516,34,2016,Actual,Full Year,2016-06-30,550,District Attorney's Office,DAO,69
Atwater Kent Museum,General,4,0,2017,Adopted Budget,Full Year,,4,Atwater Kent Museum,Atwater Kent,18
Auditing (City Controller's Office),General,140,0,2017,Adopted Budget,Full Year,,140,City Controller's Office,,61
Board of Ethics,General,12,0,2017,Adopted Budget,Full Year,,12,Board of Ethics,,45
Board of Pensions,General,0,0,2017,Adopted Budget,Full Year,,0,Board of Pensions,Pensions,53
Board of Revision of Taxes,General,15,0,2017,Adopted Budget,Full Year,,15,Board of Revision of Taxes,BRT,63
City Commissioners (Election Board),General,104,0,2017,Adopted Budget,Full Year,,104,City Commissioner's Office,City Commissioners,73
City Council,General,195,0,2017,Adopted Budget,Full Year,,195,City Council,,01
City Planning Commission,General,32,0,2017,Adopted Budget,Full Year,,32,City Planning Commission,,51
City Representative,General,8,0,2017,Adopted Budget,Full Year,,8,Office of the City Representative,City Rep,41
City Treasurer,General,16,0,2017,Adopted Budget,Full Year,,16,Office of the City Treasurer,City Treasurer,40
Civil Service Commission,General,2,0,2017,Adopted Budget,Full Year,,2,Civil Service Commission,,55
Commerce,General,28,0,2017,Adopted Budget,Full Year,,28,Office of the Director of Commerce,Commerce,42
Finance,General,116,0,2017,Adopted Budget,Full Year,,116,Office of the Director of Finance,Finance,35
First Judicial District,General,1908,0,2017,Adopted Budget,Full Year,,1908,First Judicial District,FJD,84
Fleet Management,General,287,0,2017,Adopted Budget,Full Year,,287,Office of Fleet Management,Fleet,25
Free Library,General,692,0,2017,Adopted Budget,Full Year,,692,The Free Library of Philadelphia,Free Library,52
Historical Commission,General,6,0,2017,Adopted Budget,Full Year,,6,Historical Commission,,32
Human Relations Commission,General,34,0,2017,Adopted Budget,Full Year,,34,Commission on Human Relations,Human Relations,54
Human Services (1),General,410,0,2017,Adopted Budget,Full Year,,410,Department of Human Services,DHS,22
"Labor, Mayor's Office of",General,16,0,2017,Adopted Budget,Full Year,,16,Labor,,03
Law,General,153,0,2017,Adopted Budget,Full Year,,153,Law Department,Law,44
Licenses & Inspections,General,411,0,2017,Adopted Budget,Full Year,,411,Department of Licenses and Inspections,L&I,26
L&I-Board of Building Standards,General,1,0,2017,Adopted Budget,Full Year,,1,L&I: Board of Building and Standards,,29
L&I-Board of L & I Review,General,2,0,2017,Adopted Budget,Full Year,,2,L&I: Board of Review,,27
L&I-Zoning Board of Adjustment,General,5,0,2017,Adopted Budget,Full Year,,5,Zoning Board of Adjustments,ZBA,30
Managing Director's Office,General,279,0,2017,Adopted Budget,Full Year,,279,Managing Director's Office,MDO,10
Mayor's Office,General,44,0,2017,Adopted Budget,Full Year,,44,Mayor's Office,Mayor,05
Mayor's Off. of Comm Empowerment/Oppor.,General,1,0,2017,Adopted Budget,Full Year,,1,Mayor's Office of Community Empowerment and Opportunity,CEO,08
Mayor's Office of Transportation & Utilities,General,0,0,2017,Adopted Budget,Full Year,,0,Mayor's Office of Transportation and Utilities,,46
Mural Arts Program,General,11,0,2017,Adopted Budget,Full Year,,11,Mural Arts Program,Mural Arts,50
Office of Arts and Culture,General,4,0,2017,Adopted Budget,Full Year,,4,"Office of Arts, Culture, and the Creative Economy",Arts & Culture,58
Office of Behavioral Hith/Intel. disAbility,General,16,0,2017,Adopted Budget,Full Year,,16,Behavioral Health and Intellectual Disability Services,DBH/IDS,15
Office of the Chief Administrative Officer,General,63,0,2017,Adopted Budget,Full Year,,63,Office of the Chief Administrative Officer,CAO,65
Office of Community Schools and Pre-K,General,26,0,2017,Adopted Budget,Full Year,,26,Office of Children and Families,OCF,66
Office of Homeless Services,General,162,0,2017,Adopted Budget,Full Year,,162,Office of Homeless Services,OHS,24
Office of Housing & Comm. Development,General,0,0,2017,Adopted Budget,Full Year,,0,Office of Housing and Community Development,,06
Office of Human Resources,General,90,0,2017,Adopted Budget,Full Year,,90,Office of Human Resources,OHR,56
Office of Innovation and Technology,General,283,0,2017,Adopted Budget,Full Year,,283,Office of Innovation and Technology,OIT,04
Office of the Inspector General,General,19,0,2017,Adopted Budget,Full Year,,19,Office of the Inspector General,OIG,48
Office of Planning and Development,General,3,0,2017,Adopted Budget,Full Year,,3,Mayor's Office of Planning and Development,,62
Office of Property Assessment,General,223,0,2017,Adopted Budget,Full Year,,223,Office of Property Assessment,OPA,59
Office of Sustainability,General,8,0,2017,Adopted Budget,Full Year,,8,Office of Sustainability,Sustainability,49
Parks and Recreation,General,720,0,2017,Adopted Budget,Full Year,,720,Department of Parks and Recreation,Parks & Recreation,16
Prisons,General,2325,0,2017,Adopted Budget,Full Year,,2325,Philadelphia Prison System,Prisons,23
Procurement,General,51,0,2017,Adopted Budget,Full Year,,51,Procurement Department,Procurement,38
Public Health,General,773,0,2017,Adopted Budget,Full Year,,773,Department of Public Health,Public Health,14
Public Property,General,159,0,2017,Adopted Budget,Full Year,,159,Department of Public Property,Public Property,20
Records,General,63,0,2017,Adopted Budget,Full Year,,63,Department of Records,Records,31
Register of Wills,General,71,0,2017,Adopted Budget,Full Year,,71,Register of Wills,,68
Revenue,General,438,0,2017,Adopted Budget,Full Year,,438,Department of Revenue,Revenue,36
Sheriff,General,380,0,2017,Adopted Budget,Full Year,,380,Office of the Sheriff,Sheriff,70
Streets Sanitation,General,1240,0,2017,Adopted Budget,Full Year,,1240,Streets: Sanitation,,12S
Streets - Transportation,General,561,0,2017,Adopted Budget,Full Year,,561,Streets: Transportation,,12T
Water,General,0,0,2017,Adopted Budget,Full Year,,0,Water Department,Water,28
Youth Commission,General,0,0,2017,Adopted Budget,Full Year,,0,Youth Commission,,47
Atwater Kent Museum,Other,0,0,2017,Adopted Budget,Full Year,,0,Atwater Kent Museum,Atwater Kent,18
Auditing (City Controller's Office),Other,0,0,2017,Adopted Budget,Full Year,,0,City Controller's Office,,61
Board of Ethics,Other,0,0,2017,Adopted Budget,Full Year,,0,Board of Ethics,,45
Board of Pensions,Other,73,0,2017,Adopted Budget,Full Year,,73,Board of Pensions,Pensions,53
Board of Revision of Taxes,Other,0,0,2017,Adopted Budget,Full Year,,0,Board of Revision of Taxes,BRT,63
City Commissioners (Election Board),Other,0,0,2017,Adopted Budget,Full Year,,0,City Commissioner's Office,City Commissioners,73
City Council,Other,0,0,2017,Adopted Budget,Full Year,,0,City Council,,01
City Planning Commission,Other,5,0,2017,Adopted Budget,Full Year,,5,City Planning Commission,,51
City Representative,Other,0,0,2017,Adopted Budget,Full Year,,0,Office of the City Representative,City Rep,41
City Treasurer,Other,0,0,2017,Adopted Budget,Full Year,,0,Office of the City Treasurer,City Treasurer,40
Civil Service Commission,Other,0,0,2017,Adopted Budget,Full Year,,0,Civil Service Commission,,55
Commerce,Other,810,0,2017,Adopted Budget,Full Year,,810,Office of the Director of Commerce,Commerce,42
Finance,Other,0,0,2017,Adopted Budget,Full Year,,0,Office of the Director of Finance,Finance,35
First Judicial District,Other,504,0,2017,Adopted Budget,Full Year,,504,First Judicial District,FJD,84
Fleet Management,Other,78,0,2017,Adopted Budget,Full Year,,78,Office of Fleet Management,Fleet,25
Free Library,Other,15,0,2017,Adopted Budget,Full Year,,15,The Free Library of Philadelphia,Free Library,52
Historical Commission,Other,0,0,2017,Adopted Budget,Full Year,,0,Historical Commission,,32
Human Relations Commission,Other,0,0,2017,Adopted Budget,Full Year,,0,Commission on Human Relations,Human Relations,54
Human Services (1),Other,1296,0,2017,Adopted Budget,Full Year,,1296,Department of Human Services,DHS,22
"Labor, Mayor's Office of",Other,0,0,2017,Adopted Budget,Full Year,,0,Labor,,03
Law,Other,56,0,2017,Adopted Budget,Full Year,,56,Law Department,Law,44
Licenses & Inspections,Other,9,0,2017,Adopted Budget,Full Year,,9,Department of Licenses and Inspections,L&I,26
L&I-Board of Building Standards,Other,0,0,2017,Adopted Budget,Full Year,,0,L&I: Board of Building and Standards,,29
L&I-Board of L & I Review,Other,0,0,2017,Adopted Budget,Full Year,,0,L&I: Board of Review,,27
L&I-Zoning Board of Adjustment,Other,0,0,2017,Adopted Budget,Full Year,,0,Zoning Board of Adjustments,ZBA,30
Managing Director's Office,Other,39,0,2017,Adopted Budget,Full Year,,39,Managing Director's Office,MDO,10
Mayor's Office,Other,3,0,2017,Adopted Budget,Full Year,,3,Mayor's Office,Mayor,05
Mayor's Off. of Comm Empowerment/Oppor.,Other,42,0,2017,Adopted Budget,Full Year,,42,Mayor's Office of Community Empowerment and Opportunity,CEO,08
Mayor's Office of Transportation & Utilities,Other,0,0,2017,Adopted Budget,Full Year,,0,Mayor's Office of Transportation and Utilities,,46
Mural Arts Program,Other,0,0,2017,Adopted Budget,Full Year,,0,Mural Arts Program,Mural Arts,50
Office of Arts and Culture,Other,0,0,2017,Adopted Budget,Full Year,,0,"Office of Arts, Culture, and the Creative Economy",Arts & Culture,58
Office of Behavioral Hith/Intel. disAbility,Other,246,0,2017,Adopted Budget,Full Year,,246,Behavioral Health and Intellectual Disability Services,DBH/IDS,15
Office of the Chief Administrative Officer,Other,0,0,2017,Adopted Budget,Full Year,,0,Office of the Chief Administrative Officer,CAO,65
Office of Community Schools and Pre-K,Other,0,0,2017,Adopted Budget,Full Year,,0,Office of Children and Families,OCF,66
Office of Homeless Services,Other,14,0,2017,Adopted Budget,Full Year,,14,Office of Homeless Services,OHS,24
Office of Housing & Comm. Development,Other,52,0,2017,Adopted Budget,Full Year,,52,Office of Housing and Community Development,,06
Office of Human Resources,Other,0,0,2017,Adopted Budget,Full Year,,0,Office of Human Resources,OHR,56
Office of Innovation and Technology,Other,88,0,2017,Adopted Budget,Full Year,,88,Office of Innovation and Technology,OIT,04
Office of the Inspector General,Other,0,0,2017,Adopted Budget,Full Year,,0,Office of the Inspector General,OIG,48
Office of Planning and Development,Other,0,0,2017,Adopted Budget,Full Year,,0,Mayor's Office of Planning and Development,,62
Office of Property Assessment,Other,0,0,2017,Adopted Budget,Full Year,,0,Office of Property Assessment,OPA,59
Office of Sustainability,Other,1,0,2017,Adopted Budget,Full Year,,1,Office of Sustainability,Sustainability,49
Parks and Recreation,Other,24,0,2017,Adopted Budget,Full Year,,24,Department of Parks and Recreation,Parks & Recreation,16
Prisons,Other,0,0,2017,Adopted Budget,Full Year,,0,Philadelphia Prison System,Prisons,23
Procurement,Other,2,0,2017,Adopted Budget,Full Year,,2,Procurement Department,Procurement,38
Public Health,Other,224,0,2017,Adopted Budget,Full Year,,224,Department of Public Health,Public Health,14
Public Property,Other,0,0,2017,Adopted Budget,Full Year,,0,Department of Public Property,Public Property,20
Records,Other,0,0,2017,Adopted Budget,Full Year,,0,Department of Records,Records,31
Register of Wills,Other,0,0,2017,Adopted Budget,Full Year,,0,Register of Wills,,68
Revenue,Other,285,0,2017,Adopted Budget,Full Year,,285,Department of Revenue,Revenue,36
Sheriff,Other,0,0,2017,Adopted Budget,Full Year,,0,Office of the Sheriff,Sheriff,70
Streets Sanitation,Other,0,0,2017,Adopted Budget,Full Year,,0,Streets: Sanitation,,12S
Streets - Transportation,Other,0,0,2017,Adopted Budget,Full Year,,0,Streets: Transportation,,12T
Water,Other,1985,0,2017,Adopted Budget,Full Year,,1985,Water Department,Water,28
Youth Commission,Other,0,0,2017,Adopted Budget,Full Year,,0,Youth Commission,,47
Atwater Kent Museum,Total,4,0,2017,Adopted Budget,Full Year,,4,Atwater Kent Museum,Atwater Kent,18
Auditing (City Controller's Office),Total,140,0,2017,Adopted Budget,Full Year,,140,City Controller's Office,,61
Board of Ethics,Total,12,0,2017,Adopted Budget,Full Year,,12,Board of Ethics,,45
Board of Pensions,Total,73,0,2017,Adopted Budget,Full Year,,73,Board of Pensions,Pensions,53
Board of Revision of Taxes,Total,15,0,2017,Adopted Budget,Full Year,,15,Board of Revision of Taxes,BRT,63
City Commissioners (Election Board),Total,104,0,2017,Adopted Budget,Full Year,,104,City Commissioner's Office,City Commissioners,73
City Council,Total,195,0,2017,Adopted Budget,Full Year,,195,City Council,,01
City Planning Commission,Total,37,0,2017,Adopted Budget,Full Year,,37,City Planning Commission,,51
City Representative,Total,8,0,2017,Adopted Budget,Full Year,,8,Office of the City Representative,City Rep,41
City Treasurer,Total,16,0,2017,Adopted Budget,Full Year,,16,Office of the City Treasurer,City Treasurer,40
Civil Service Commission,Total,2,0,2017,Adopted Budget,Full Year,,2,Civil Service Commission,,55
Commerce,Total,838,0,2017,Adopted Budget,Full Year,,838,Office of the Director of Commerce,Commerce,42
Finance,Total,116,0,2017,Adopted Budget,Full Year,,116,Office of the Director of Finance,Finance,35
First Judicial District,Total,2412,0,2017,Adopted Budget,Full Year,,2412,First Judicial District,FJD,84
Fleet Management,Total,365,0,2017,Adopted Budget,Full Year,,365,Office of Fleet Management,Fleet,25
Free Library,Total,707,0,2017,Adopted Budget,Full Year,,707,The Free Library of Philadelphia,Free Library,52
Historical Commission,Total,6,0,2017,Adopted Budget,Full Year,,6,Historical Commission,,32
Human Relations Commission,Total,34,0,2017,Adopted Budget,Full Year,,34,Commission on Human Relations,Human Relations,54
Human Services (1),Total,1706,0,2017,Adopted Budget,Full Year,,1706,Department of Human Services,DHS,22
"Labor, Mayor's Office of",Total,16,0,2017,Adopted Budget,Full Year,,16,Labor,,03
Law,Total,209,0,2017,Adopted Budget,Full Year,,209,Law Department,Law,44
Licenses & Inspections,Total,420,0,2017,Adopted Budget,Full Year,,420,Department of Licenses and Inspections,L&I,26
L&I-Board of Building Standards,Total,1,0,2017,Adopted Budget,Full Year,,1,L&I: Board of Building and Standards,,29
L&I-Board of L & I Review,Total,2,0,2017,Adopted Budget,Full Year,,2,L&I: Board of Review,,27
L&I-Zoning Board of Adjustment,Total,5,0,2017,Adopted Budget,Full Year,,5,Zoning Board of Adjustments,ZBA,30
Managing Director's Office,Total,318,0,2017,Adopted Budget,Full Year,,318,Managing Director's Office,MDO,10
Mayor's Office,Total,47,0,2017,Adopted Budget,Full Year,,47,Mayor's Office,Mayor,05
Mayor's Off. of Comm Empowerment/Oppor.,Total,43,0,2017,Adopted Budget,Full Year,,43,Mayor's Office of Community Empowerment and Opportunity,CEO,08
Mayor's Office of Transportation & Utilities,Total,0,0,2017,Adopted Budget,Full Year,,0,Mayor's Office of Transportation and Utilities,,46
Mural Arts Program,Total,11,0,2017,Adopted Budget,Full Year,,11,Mural Arts Program,Mural Arts,50
Office of Arts and Culture,Total,4,0,2017,Adopted Budget,Full Year,,4,"Office of Arts, Culture, and the Creative Economy",Arts & Culture,58
Office of Behavioral Hith/Intel. disAbility,Total,262,0,2017,Adopted Budget,Full Year,,262,Behavioral Health and Intellectual Disability Services,DBH/IDS,15
Office of the Chief Administrative Officer,Total,63,0,2017,Adopted Budget,Full Year,,63,Office of the Chief Administrative Officer,CAO,65
Office of Community Schools and Pre-K,Total,26,0,2017,Adopted Budget,Full Year,,26,Office of Children and Families,OCF,66
Office of Homeless Services,Total,176,0,2017,Adopted Budget,Full Year,,176,Office of Homeless Services,OHS,24
Office of Housing & Comm. Development,Total,52,0,2017,Adopted Budget,Full Year,,52,Office of Housing and Community Development,,06
Office of Human Resources,Total,90,0,2017,Adopted Budget,Full Year,,90,Office of Human Resources,OHR,56
Office of Innovation and Technology,Total,371,0,2017,Adopted Budget,Full Year,,371,Office of Innovation and Technology,OIT,04
Office of the Inspector General,Total,19,0,2017,Adopted Budget,Full Year,,19,Office of the Inspector General,OIG,48
Office of Planning and Development,Total,3,0,2017,Adopted Budget,Full Year,,3,Mayor's Office of Planning and Development,,62
Office of Property Assessment,Total,223,0,2017,Adopted Budget,Full Year,,223,Office of Property Assessment,OPA,59
Office of Sustainability,Total,9,0,2017,Adopted Budget,Full Year,,9,Office of Sustainability,Sustainability,49
Parks and Recreation,Total,744,0,2017,Adopted Budget,Full Year,,744,Department of Parks and Recreation,Parks & Recreation,16
Prisons,Total,2325,0,2017,Adopted Budget,Full Year,,2325,Philadelphia Prison System,Prisons,23
Procurement,Total,53,0,2017,Adopted Budget,Full Year,,53,Procurement Department,Procurement,38
Public Health,Total,997,0,2017,Adopted Budget,Full Year,,997,Department of Public Health,Public Health,14
Public Property,Total,159,0,2017,Adopted Budget,Full Year,,159,Department of Public Property,Public Property,20
Records,Total,63,0,2017,Adopted Budget,Full Year,,63,Department of Records,Records,31
Register of Wills,Total,71,0,2017,Adopted Budget,Full Year,,71,Register of Wills,,68
Revenue,Total,723,0,2017,Adopted Budget,Full Year,,723,Department of Revenue,Revenue,36
Sheriff,Total,380,0,2017,Adopted Budget,Full Year,,380,Office of the Sheriff,Sheriff,70
Streets Sanitation,Total,1240,0,2017,Adopted Budget,Full Year,,1240,Streets: Sanitation,,12S
Streets - Transportation,Total,561,0,2017,Adopted Budget,Full Year,,561,Streets: Transportation,,12T
Water,Total,1985,0,2017,Adopted Budget,Full Year,,1985,Water Department,Water,28
Youth Commission,Total,0,0,2017,Adopted Budget,Full Year,,0,Youth Commission,,47
Police,General,846,6525,2017,Adopted Budget,Full Year,,7371,Police Department,Police,11
Police,Other,11,155,2017,Adopted Budget,Full Year,,166,Police Department,Police,11
Police,Total,857,6680,2017,Adopted Budget,Full Year,,7537,Police Department,Police,11
Fire,General,123,2167,2017,Adopted Budget,Full Year,,2290,Fire Department,Fire,13
Fire,Other,3,234,2017,Adopted Budget,Full Year,,237,Fire Department,Fire,13
Fire,Total,126,2401,2017,Adopted Budget,Full Year,,2527,Fire Department,Fire,13
District Attorney,General,489,36,2017,Adopted Budget,Full Year,,525,District Attorney's Office,DAO,69
District Attorney,Other,66,23,2017,Adopted Budget,Full Year,,89,District Attorney's Office,DAO,69
District Attorney,Total,555,59,2017,Adopted Budget,Full Year,,614,District Attorney's Office,DAO,69
