dept_name_raw,fund,civilian,uniformed,fiscal_year,variable,time_period,as_of_date,total,dept_name,abbreviation,dept_code
Board of Pensions,Total,53,0,2013,Actual,Full Year,2013-06-30,53,Board of Pensions,Pensions,53
Board of Revision of Taxes,Total,7,0,2013,Actual,Full Year,2013-06-30,7,Board of Revision of Taxes,BRT,63
City Commissioners (Election Board),Total,90,0,2013,Actual,Full Year,2013-06-30,90,City Commissioner's Office,City Commissioners,73
City Council,Total,173,0,2013,Actual,Full Year,2013-06-30,173,City Council,,01
City Planning Commission,Total,34,0,2013,Actual,Full Year,2013-06-30,34,City Planning Commission,,51
City Representative,Total,8,0,2013,Actual,Full Year,2013-06-30,8,Office of the City Representative,City Rep,41
City Treasurer,Total,13,0,2013,Actual,Full Year,2013-06-30,13,Office of the City Treasurer,City Treasurer,40
Civil Service Commission,Total,2,0,2013,Actual,Full Year,2013-06-30,2,Civil Service Commission,,55
Commerce,Total,803,0,2013,Actual,Full Year,2013-06-30,803,Office of the Director of Commerce,Commerce,42
Finance,Total,163,0,2013,Actual,Full Year,2013-06-30,163,Office of the Director of Finance,Finance,35
First Judicial District,Total,2360,0,2013,Actual,Full Year,2013-06-30,2360,First Judicial District,FJD,84
Fleet Management,Total,345,0,2013,Actual,Full Year,2013-06-30,345,Office of Fleet Management,Fleet,25
Free Library,Total,631,0,2013,Actual,Full Year,2013-06-30,631,The Free Library of Philadelphia,Free Library,52
Historical Commission,Total,5,0,2013,Actual,Full Year,2013-06-30,5,Historical Commission,,32
Human Relations Commission,Total,29,0,2013,Actual,Full Year,2013-06-30,29,Commission on Human Relations,Human Relations,54
Human Services (1),Total,1549,0,2013,Actual,Full Year,2013-06-30,1549,Department of Human Services,DHS,22
"Labor Relations, Mayor's Office of",Total,7,0,2013,Actual,Full Year,2013-06-30,7,Labor,,03
Law,Total,192,0,2013,Actual,Full Year,2013-06-30,192,Law Department,Law,44
Licenses & Inspections,Total,300,0,2013,Actual,Full Year,2013-06-30,300,Department of Licenses and Inspections,L&I,26
L&I-Board of Building Standards,Total,1,0,2013,Actual,Full Year,2013-06-30,1,L&I: Board of Building and Standards,,29
L&I-Board of L & I Review,Total,1,0,2013,Actual,Full Year,2013-06-30,1,L&I: Board of Review,,27
L&I-Zoning Board of Adjustment,Total,5,0,2013,Actual,Full Year,2013-06-30,5,Zoning Board of Adjustments,ZBA,30
Managing Director's Office,Total,178,0,2013,Actual,Full Year,2013-06-30,178,Managing Director's Office,MDO,10
Mayor's Office,Total,39,0,2013,Actual,Full Year,2013-06-30,39,Mayor's Office,Mayor,05
Mayor's Off. of Comm Empowerment/Oppor.,Total,81,0,2013,Actual,Full Year,2013-06-30,81,Mayor's Office of Community Empowerment and Opportunity,CEO,08
Mayor's Office of Transportation & Utilities,Total,15,0,2013,Actual,Full Year,2013-06-30,15,Mayor's Office of Transportation and Utilities,,46
Mural Arts Program,Total,11,0,2013,Actual,Full Year,2013-06-30,11,Mural Arts Program,Mural Arts,50
Office of Arts and Culture,Total,2,0,2013,Actual,Full Year,2013-06-30,2,"Office of Arts, Culture, and the Creative Economy",Arts & Culture,58
Office of Behavioral Hlth/Intel. disAbility,Total,244,0,2013,Actual,Full Year,2013-06-30,244,Behavioral Health and Intellectual Disability Services,DBH/IDS,15
Office of Housing & Comm. Development,Total,58,0,2013,Actual,Full Year,2013-06-30,58,Office of Housing and Community Development,,06
Office of Human Resources,Total,78,0,2013,Actual,Full Year,2013-06-30,78,Office of Human Resources,OHR,56
Office of Innovation and Technology,Total,324,0,2013,Actual,Full Year,2013-06-30,324,Office of Innovation and Technology,OIT,04
Office of the Inspector General,Total,18,0,2013,Actual,Full Year,2013-06-30,18,Office of the Inspector General,OIG,48
Office of Property Assessment,Total,173,0,2013,Actual,Full Year,2013-06-30,173,Office of Property Assessment,OPA,59
Office of Supportive Housing,Total,154,0,2013,Actual,Full Year,2013-06-30,154,Office of Homeless Services,OHS,24
Parks and Recreation,Total,589,0,2013,Actual,Full Year,2013-06-30,589,Department of Parks and Recreation,Parks & Recreation,16
Prisons,Total,2248,0,2013,Actual,Full Year,2013-06-30,2248,Philadelphia Prison System,Prisons,23
Procurement,Total,47,0,2013,Actual,Full Year,2013-06-30,47,Procurement Department,Procurement,38
Public Health,Total,842,0,2013,Actual,Full Year,2013-06-30,842,Department of Public Health,Public Health,14
Public Property,Total,123,0,2013,Actual,Full Year,2013-06-30,123,Department of Public Property,Public Property,20
Records,Total,59,0,2013,Actual,Full Year,2013-06-30,59,Department of Records,Records,31
Register of Wills,Total,64,0,2013,Actual,Full Year,2013-06-30,64,Register of Wills,,68
Revenue,Total,521,0,2013,Actual,Full Year,2013-06-30,521,Department of Revenue,Revenue,36
Sheriff,Total,231,0,2013,Actual,Full Year,2013-06-30,231,Office of the Sheriff,Sheriff,70
Streets Sanitation,Total,1165,0,2013,Actual,Full Year,2013-06-30,1165,Streets: Sanitation,,12S
Streets - Transportation,Total,525,0,2013,Actual,Full Year,2013-06-30,525,Streets: Transportation,,12T
Water,Total,1698,0,2013,Actual,Full Year,2013-06-30,1698,Water Department,Water,28
Youth Commission,Total,1,0,2013,Actual,Full Year,2013-06-30,1,Youth Commission,,47
Police,General,815,6378,2013,Actual,Full Year,2013-06-30,7193,Police Department,Police,11
Police,Other,10,154,2013,Actual,Full Year,2013-06-30,164,Police Department,Police,11
Police,Total,825,6532,2013,Actual,Full Year,2013-06-30,7357,Police Department,Police,11
Fire,General,97,2028,2013,Actual,Full Year,2013-06-30,2125,Fire Department,Fire,13
Fire,Other,3,74,2013,Actual,Full Year,2013-06-30,77,Fire Department,Fire,13
Fire,Total,100,2102,2013,Actual,Full Year,2013-06-30,2202,Fire Department,Fire,13
District Attorney,General,405,14,2013,Actual,Full Year,2013-06-30,419,District Attorney's Office,DAO,69
District Attorney,Other,96,9,2013,Actual,Full Year,2013-06-30,105,District Attorney's Office,DAO,69
District Attorney,Total,501,23,2013,Actual,Full Year,2013-06-30,524,District Attorney's Office,DAO,69
Atwater Kent Museum,General,4,0,2014,Adopted Budget,Full Year,,4,Atwater Kent Museum,Atwater Kent,18
Auditing (City Controller's Office),General,123,0,2014,Adopted Budget,Full Year,,123,City Controller's Office,,61
Board of Ethics,General,12,0,2014,Adopted Budget,Full Year,,12,Board of Ethics,,45
Board of Pensions,General,0,0,2014,Adopted Budget,Full Year,,0,Board of Pensions,Pensions,53
Board of Revision of Taxes,General,9,0,2014,Adopted Budget,Full Year,,9,Board of Revision of Taxes,BRT,63
City Commissioners (Election Board),General,98,0,2014,Adopted Budget,Full Year,,98,City Commissioner's Office,City Commissioners,73
City Council,General,195,0,2014,Adopted Budget,Full Year,,195,City Council,,01
City Planning Commission,General,33,0,2014,Adopted Budget,Full Year,,33,City Planning Commission,,51
City Representative,General,7,0,2014,Adopted Budget,Full Year,,7,Office of the City Representative,City Rep,41
City Treasurer,General,14,0,2014,Adopted Budget,Full Year,,14,Office of the City Treasurer,City Treasurer,40
Civil Service Commission,General,2,0,2014,Adopted Budget,Full Year,,2,Civil Service Commission,,55
Commerce,General,27,0,2014,Adopted Budget,Full Year,,27,Office of the Director of Commerce,Commerce,42
Finance,General,170,0,2014,Adopted Budget,Full Year,,170,Office of the Director of Finance,Finance,35
First Judicial District,General,1953,0,2014,Adopted Budget,Full Year,,1953,First Judicial District,FJD,84
Fleet Management,General,283,0,2014,Adopted Budget,Full Year,,283,Office of Fleet Management,Fleet,25
Free Library,General,654,0,2014,Adopted Budget,Full Year,,654,The Free Library of Philadelphia,Free Library,52
Historical Commission,General,6,0,2014,Adopted Budget,Full Year,,6,Historical Commission,,32
Human Relations Commission,General,34,0,2014,Adopted Budget,Full Year,,34,Commission on Human Relations,Human Relations,54
Human Services (1),General,442,0,2014,Adopted Budget,Full Year,,442,Department of Human Services,DHS,22
"Labor Relations, Mayor's Office of",General,8,0,2014,Adopted Budget,Full Year,,8,Labor,,03
Law,General,147,0,2014,Adopted Budget,Full Year,,147,Law Department,Law,44
Licenses & Inspections,General,320,0,2014,Adopted Budget,Full Year,,320,Department of Licenses and Inspections,L&I,26
L&I-Board of Building Standards,General,1,0,2014,Adopted Budget,Full Year,,1,L&I: Board of Building and Standards,,29
L&I-Board of L & I Review,General,2,0,2014,Adopted Budget,Full Year,,2,L&I: Board of Review,,27
L&I-Zoning Board of Adjustment,General,5,0,2014,Adopted Budget,Full Year,,5,Zoning Board of Adjustments,ZBA,30
Managing Director's Office,General,269,0,2014,Adopted Budget,Full Year,,269,Managing Director's Office,MDO,10
Mayor's Office,General,47,0,2014,Adopted Budget,Full Year,,47,Mayor's Office,Mayor,05
Mayor's Off. of Comm Empowerment/Oppor.,General,0,0,2014,Adopted Budget,Full Year,,0,Mayor's Office of Community Empowerment and Opportunity,CEO,08
Mayor's Office of Transportation & Utilities,General,15,0,2014,Adopted Budget,Full Year,,15,Mayor's Office of Transportation and Utilities,,46
Mural Arts Program,General,11,0,2014,Adopted Budget,Full Year,,11,Mural Arts Program,Mural Arts,50
Office of Arts and Culture,General,2,0,2014,Adopted Budget,Full Year,,2,"Office of Arts, Culture, and the Creative Economy",Arts & Culture,58
Office of Behavioral Hlth/Intel. disAbility,General,18,0,2014,Adopted Budget,Full Year,,18,Behavioral Health and Intellectual Disability Services,DBH/IDS,15
Office of Housing & Comm. Development,General,0,0,2014,Adopted Budget,Full Year,,0,Office of Housing and Community Development,,06
Office of Human Resources,General,92,0,2014,Adopted Budget,Full Year,,92,Office of Human Resources,OHR,56
Office of Innovation and Technology,General,298,0,2014,Adopted Budget,Full Year,,298,Office of Innovation and Technology,OIT,04
Office of the Inspector General,General,21,0,2014,Adopted Budget,Full Year,,21,Office of the Inspector General,OIG,48
Office of Property Assessment,General,218,0,2014,Adopted Budget,Full Year,,218,Office of Property Assessment,OPA,59
Office of Supportive Housing,General,157,0,2014,Adopted Budget,Full Year,,157,Office of Homeless Services,OHS,24
Parks and Recreation,General,692,0,2014,Adopted Budget,Full Year,,692,Department of Parks and Recreation,Parks & Recreation,16
Prisons,General,2310,0,2014,Adopted Budget,Full Year,,2310,Philadelphia Prison System,Prisons,23
Procurement,General,49,0,2014,Adopted Budget,Full Year,,49,Procurement Department,Procurement,38
Public Health,General,762,0,2014,Adopted Budget,Full Year,,762,Department of Public Health,Public Health,14
Public Property,General,161,0,2014,Adopted Budget,Full Year,,161,Department of Public Property,Public Property,20
Records,General,63,0,2014,Adopted Budget,Full Year,,63,Department of Records,Records,31
Register of Wills,General,63,0,2014,Adopted Budget,Full Year,,63,Register of Wills,,68
Revenue,General,328,0,2014,Adopted Budget,Full Year,,328,Department of Revenue,Revenue,36
Sheriff,General,255,0,2014,Adopted Budget,Full Year,,255,Office of the Sheriff,Sheriff,70
Streets Sanitation,General,1228,0,2014,Adopted Budget,Full Year,,1228,Streets: Sanitation,,12S
Streets - Transportation,General,561,0,2014,Adopted Budget,Full Year,,561,Streets: Transportation,,12T
Water,General,0,0,2014,Adopted Budget,Full Year,,0,Water Department,Water,28
Youth Commission,General,2,0,2014,Adopted Budget,Full Year,,2,Youth Commission,,47
Atwater Kent Museum,Other,0,0,2014,Adopted Budget,Full Year,,0,Atwater Kent Museum,Atwater Kent,18
Auditing (City Controller's Office),Other,0,0,2014,Adopted Budget,Full Year,,0,City Controller's Office,,61
Board of Ethics,Other,0,0,2014,Adopted Budget,Full Year,,0,Board of Ethics,,45
Board of Pensions,Other,77,0,2014,Adopted Budget,Full Year,,77,Board of Pensions,Pensions,53
Board of Revision of Taxes,Other,0,0,2014,Adopted Budget,Full Year,,0,Board of Revision of Taxes,BRT,63
City Commissioners (Election Board),Other,0,0,2014,Adopted Budget,Full Year,,0,City Commissioner's Office,City Commissioners,73
City Council,Other,0,0,2014,Adopted Budget,Full Year,,0,City Council,,01
City Planning Commission,Other,4,0,2014,Adopted Budget,Full Year,,4,City Planning Commission,,51
City Representative,Other,0,0,2014,Adopted Budget,Full Year,,0,Office of the City Representative,City Rep,41
City Treasurer,Other,0,0,2014,Adopted Budget,Full Year,,0,Office of the City Treasurer,City Treasurer,40
Civil Service Commission,Other,0,0,2014,Adopted Budget,Full Year,,0,Civil Service Commission,,55
Commerce,Other,863,0,2014,Adopted Budget,Full Year,,863,Office of the Director of Commerce,Commerce,42
Finance,Other,0,0,2014,Adopted Budget,Full Year,,0,Office of the Director of Finance,Finance,35
First Judicial District,Other,472,0,2014,Adopted Budget,Full Year,,472,First Judicial District,FJD,84
Fleet Management,Other,78,0,2014,Adopted Budget,Full Year,,78,Office of Fleet Management,Fleet,25
Free Library,Other,26,0,2014,Adopted Budget,Full Year,,26,The Free Library of Philadelphia,Free Library,52
Historical Commission,Other,0,0,2014,Adopted Budget,Full Year,,0,Historical Commission,,32
Human Relations Commission,Other,0,0,2014,Adopted Budget,Full Year,,0,Commission on Human Relations,Human Relations,54
Human Services (1),Other,1396,0,2014,Adopted Budget,Full Year,,1396,Department of Human Services,DHS,22
"Labor Relations, Mayor's Office of",Other,0,0,2014,Adopted Budget,Full Year,,0,Labor,,03
Law,Other,57,0,2014,Adopted Budget,Full Year,,57,Law Department,Law,44
Licenses & Inspections,Other,9,0,2014,Adopted Budget,Full Year,,9,Department of Licenses and Inspections,L&I,26
L&I-Board of Building Standards,Other,0,0,2014,Adopted Budget,Full Year,,0,L&I: Board of Building and Standards,,29
L&I-Board of L & I Review,Other,0,0,2014,Adopted Budget,Full Year,,0,L&I: Board of Review,,27
L&I-Zoning Board of Adjustment,Other,0,0,2014,Adopted Budget,Full Year,,0,Zoning Board of Adjustments,ZBA,30
Managing Director's Office,Other,21,0,2014,Adopted Budget,Full Year,,21,Managing Director's Office,MDO,10
Mayor's Office,Other,3,0,2014,Adopted Budget,Full Year,,3,Mayor's Office,Mayor,05
Mayor's Off. of Comm Empowerment/Oppor.,Other,69,0,2014,Adopted Budget,Full Year,,69,Mayor's Office of Community Empowerment and Opportunity,CEO,08
Mayor's Office of Transportation & Utilities,Other,2,0,2014,Adopted Budget,Full Year,,2,Mayor's Office of Transportation and Utilities,,46
Mural Arts Program,Other,0,0,2014,Adopted Budget,Full Year,,0,Mural Arts Program,Mural Arts,50
Office of Arts and Culture,Other,0,0,2014,Adopted Budget,Full Year,,0,"Office of Arts, Culture, and the Creative Economy",Arts & Culture,58
Office of Behavioral Hlth/Intel. disAbility,Other,246,0,2014,Adopted Budget,Full Year,,246,Behavioral Health and Intellectual Disability Services,DBH/IDS,15
Office of Housing & Comm. Development,Other,58,0,2014,Adopted Budget,Full Year,,58,Office of Housing and Community Development,,06
Office of Human Resources,Other,0,0,2014,Adopted Budget,Full Year,,0,Office of Human Resources,OHR,56
Office of Innovation and Technology,Other,84,0,2014,Adopted Budget,Full Year,,84,Office of Innovation and Technology,OIT,04
Office of the Inspector General,Other,0,0,2014,Adopted Budget,Full Year,,0,Office of the Inspector General,OIG,48
Office of Property Assessment,Other,0,0,2014,Adopted Budget,Full Year,,0,Office of Property Assessment,OPA,59
Office of Supportive Housing,Other,10,0,2014,Adopted Budget,Full Year,,10,Office of Homeless Services,OHS,24
Parks and Recreation,Other,24,0,2014,Adopted Budget,Full Year,,24,Department of Parks and Recreation,Parks & Recreation,16
Prisons,Other,0,0,2014,Adopted Budget,Full Year,,0,Philadelphia Prison System,Prisons,23
Procurement,Other,2,0,2014,Adopted Budget,Full Year,,2,Procurement Department,Procurement,38
Public Health,Other,230,0,2014,Adopted Budget,Full Year,,230,Department of Public Health,Public Health,14
Public Property,Other,0,0,2014,Adopted Budget,Full Year,,0,Department of Public Property,Public Property,20
Records,Other,0,0,2014,Adopted Budget,Full Year,,0,Department of Records,Records,31
Register of Wills,Other,0,0,2014,Adopted Budget,Full Year,,0,Register of Wills,,68
Revenue,Other,270,0,2014,Adopted Budget,Full Year,,270,Department of Revenue,Revenue,36
Sheriff,Other,0,0,2014,Adopted Budget,Full Year,,0,Office of the Sheriff,Sheriff,70
Streets Sanitation,Other,0,0,2014,Adopted Budget,Full Year,,0,Streets: Sanitation,,12S
Streets - Transportation,Other,0,0,2014,Adopted Budget,Full Year,,0,Streets: Transportation,,12T
Water,Other,1905,0,2014,Adopted Budget,Full Year,,1905,Water Department,Water,28
Youth Commission,Other,0,0,2014,Adopted Budget,Full Year,,0,Youth Commission,,47
Atwater Kent Museum,Total,4,0,2014,Adopted Budget,Full Year,,4,Atwater Kent Museum,Atwater Kent,18
Auditing (City Controller's Office),Total,123,0,2014,Adopted Budget,Full Year,,123,City Controller's Office,,61
Board of Ethics,Total,12,0,2014,Adopted Budget,Full Year,,12,Board of Ethics,,45
Board of Pensions,Total,77,0,2014,Adopted Budget,Full Year,,77,Board of Pensions,Pensions,53
Board of Revision of Taxes,Total,9,0,2014,Adopted Budget,Full Year,,9,Board of Revision of Taxes,BRT,63
City Commissioners (Election Board),Total,98,0,2014,Adopted Budget,Full Year,,98,City Commissioner's Office,City Commissioners,73
City Council,Total,195,0,2014,Adopted Budget,Full Year,,195,City Council,,01
City Planning Commission,Total,37,0,2014,Adopted Budget,Full Year,,37,City Planning Commission,,51
City Representative,Total,7,0,2014,Adopted Budget,Full Year,,7,Office of the City Representative,City Rep,41
City Treasurer,Total,14,0,2014,Adopted Budget,Full Year,,14,Office of the City Treasurer,City Treasurer,40
Civil Service Commission,Total,2,0,2014,Adopted Budget,Full Year,,2,Civil Service Commission,,55
Commerce,Total,890,0,2014,Adopted Budget,Full Year,,890,Office of the Director of Commerce,Commerce,42
Finance,Total,170,0,2014,Adopted Budget,Full Year,,170,Office of the Director of Finance,Finance,35
First Judicial District,Total,2425,0,2014,Adopted Budget,Full Year,,2425,First Judicial District,FJD,84
Fleet Management,Total,361,0,2014,Adopted Budget,Full Year,,361,Office of Fleet Management,Fleet,25
Free Library,Total,680,0,2014,Adopted Budget,Full Year,,680,The Free Library of Philadelphia,Free Library,52
Historical Commission,Total,6,0,2014,Adopted Budget,Full Year,,6,Historical Commission,,32
Human Relations Commission,Total,34,0,2014,Adopted Budget,Full Year,,34,Commission on Human Relations,Human Relations,54
Human Services (1),Total,1838,0,2014,Adopted Budget,Full Year,,1838,Department of Human Services,DHS,22
"Labor Relations, Mayor's Office of",Total,8,0,2014,Adopted Budget,Full Year,,8,Labor,,03
Law,Total,204,0,2014,Adopted Budget,Full Year,,204,Law Department,Law,44
Licenses & Inspections,Total,329,0,2014,Adopted Budget,Full Year,,329,Department of Licenses and Inspections,L&I,26
L&I-Board of Building Standards,Total,1,0,2014,Adopted Budget,Full Year,,1,L&I: Board of Building and Standards,,29
L&I-Board of L & I Review,Total,2,0,2014,Adopted Budget,Full Year,,2,L&I: Board of Review,,27
L&I-Zoning Board of Adjustment,Total,5,0,2014,Adopted Budget,Full Year,,5,Zoning Board of Adjustments,ZBA,30
Managing Director's Office,Total,290,0,2014,Adopted Budget,Full Year,,290,Managing Director's Office,MDO,10
Mayor's Office,Total,50,0,2014,Adopted Budget,Full Year,,50,Mayor's Office,Mayor,05
Mayor's Off. of Comm Empowerment/Oppor.,Total,69,0,2014,Adopted Budget,Full Year,,69,Mayor's Office of Community Empowerment and Opportunity,CEO,08
Mayor's Office of Transportation & Utilities,Total,17,0,2014,Adopted Budget,Full Year,,17,Mayor's Office of Transportation and Utilities,,46
Mural Arts Program,Total,11,0,2014,Adopted Budget,Full Year,,11,Mural Arts Program,Mural Arts,50
Office of Arts and Culture,Total,2,0,2014,Adopted Budget,Full Year,,2,"Office of Arts, Culture, and the Creative Economy",Arts & Culture,58
Office of Behavioral Hlth/Intel. disAbility,Total,264,0,2014,Adopted Budget,Full Year,,264,Behavioral Health and Intellectual Disability Services,DBH/IDS,15
Office of Housing & Comm. Development,Total,58,0,2014,Adopted Budget,Full Year,,58,Office of Housing and Community Development,,06
Office of Human Resources,Total,92,0,2014,Adopted Budget,Full Year,,92,Office of Human Resources,OHR,56
Office of Innovation and Technology,Total,382,0,2014,Adopted Budget,Full Year,,382,Office of Innovation and Technology,OIT,04
Office of the Inspector General,Total,21,0,2014,Adopted Budget,Full Year,,21,Office of the Inspector General,OIG,48
Office of Property Assessment,Total,218,0,2014,Adopted Budget,Full Year,,218,Office of Property Assessment,OPA,59
Office of Supportive Housing,Total,167,0,2014,Adopted Budget,Full Year,,167,Office of Homeless Services,OHS,24
Parks and Recreation,Total,716,0,2014,Adopted Budget,Full Year,,716,Department of Parks and Recreation,Parks & Recreation,16
Prisons,Total,2310,0,2014,Adopted Budget,Full Year,,2310,Philadelphia Prison System,Prisons,23
Procurement,Total,51,0,2014,Adopted Budget,Full Year,,51,Procurement Department,Procurement,38
Public Health,Total,992,0,2014,Adopted Budget,Full Year,,992,Department of Public Health,Public Health,14
Public Property,Total,161,0,2014,Adopted Budget,Full Year,,161,Department of Public Property,Public Property,20
Records,Total,63,0,2014,Adopted Budget,Full Year,,63,Department of Records,Records,31
Register of Wills,Total,63,0,2014,Adopted Budget,Full Year,,63,Register of Wills,,68
Revenue,Total,598,0,2014,Adopted Budget,Full Year,,598,Department of Revenue,Revenue,36
Sheriff,Total,255,0,2014,Adopted Budget,Full Year,,255,Office of the Sheriff,Sheriff,70
Streets Sanitation,Total,1228,0,2014,Adopted Budget,Full Year,,1228,Streets: Sanitation,,12S
Streets - Transportation,Total,561,0,2014,Adopted Budget,Full Year,,561,Streets: Transportation,,12T
Water,Total,1905,0,2014,Adopted Budget,Full Year,,1905,Water Department,Water,28
Youth Commission,Total,2,0,2014,Adopted Budget,Full Year,,2,Youth Commission,,47
Police,General,846,6525,2014,Adopted Budget,Full Year,,7371,Police Department,Police,11
Police,Other,10,156,2014,Adopted Budget,Full Year,,166,Police Department,Police,11
Police,Total,856,6681,2014,Adopted Budget,Full Year,,7537,Police Department,Police,11
Fire,General,112,2216,2014,Adopted Budget,Full Year,,2328,Fire Department,Fire,13
Fire,Other,4,75,2014,Adopted Budget,Full Year,,79,Fire Department,Fire,13
Fire,Total,116,2291,2014,Adopted Budget,Full Year,,2407,Fire Department,Fire,13
District Attorney,General,405,14,2014,Adopted Budget,Full Year,,419,District Attorney's Office,DAO,69
District Attorney,Other,136,4,2014,Adopted Budget,Full Year,,140,District Attorney's Office,DAO,69
District Attorney,Total,541,18,2014,Adopted Budget,Full Year,,559,District Attorney's Office,DAO,69
