full_time_positions,class_100_total,class_100_ot,fiscal_year,variable,time_period,dept_name_raw,as_of_date,dept_name,abbreviation,dept_code
36,2316329,26717,2006,Actual,Full Year,Office of Behavioral Health/Mental Retardation Services,2006-06-30,Behavioral Health and Intellectual Disability Services,DBH/IDS,15
35,2222971,32541,2007,Actual,Full Year,Office of Behavioral Health/Mental Retardation Services,2007-06-30,Behavioral Health and Intellectual Disability Services,DBH/IDS,15
31,2144414,20600,2008,Target Budget,YTD,Office of Behavioral Health/Mental Retardation Services,2008-06-30,Behavioral Health and Intellectual Disability Services,DBH/IDS,15
28,2033214,17521,2008,Actual,YTD,Office of Behavioral Health/Mental Retardation Services,2008-06-30,Behavioral Health and Intellectual Disability Services,DBH/IDS,15
34,2258245,20725,2008,Adopted Budget,Full Year,Office of Behavioral Health/Mental Retardation Services,2008-06-30,Behavioral Health and Intellectual Disability Services,DBH/IDS,15
32,2144414,20600,2008,Target Budget,Full Year,Office of Behavioral Health/Mental Retardation Services,2008-06-30,Behavioral Health and Intellectual Disability Services,DBH/IDS,15
28,2144414,17521,2008,Current Projection,Full Year,Office of Behavioral Health/Mental Retardation Services,2008-06-30,Behavioral Health and Intellectual Disability Services,DBH/IDS,15
133,7272056,591584,2005,Actual,Full Year,Office of Supportive Housing,2005-06-30,Office of Homeless Services,OHS,24
131,6591611,849945,2006,Actual,Full Year,Office of Supportive Housing,2006-06-30,Office of Homeless Services,OHS,24
132,6828986,743878,2007,Actual,Full Year,Office of Supportive Housing,2007-06-30,Office of Homeless Services,OHS,24
149,6707435,547229,2008,Target Budget,YTD,Office of Supportive Housing,2008-06-30,Office of Homeless Services,OHS,24
126,6202876,678809,2008,Actual,YTD,Office of Supportive Housing,2008-06-30,Office of Homeless Services,OHS,24
145,6995905,558380,2008,Adopted Budget,Full Year,Office of Supportive Housing,2008-06-30,Office of Homeless Services,OHS,24
149,6707435,547229,2008,Target Budget,Full Year,Office of Supportive Housing,2008-06-30,Office of Homeless Services,OHS,24
126,6202876,678809,2008,Current Projection,Full Year,Office of Supportive Housing,2008-06-30,Office of Homeless Services,OHS,24
5,244615,0,2005,Actual,Full Year,Office of Housing & Community Dev.,2005-06-30,Office of Housing and Community Development,,06
3,233987,0,2006,Actual,Full Year,Office of Housing & Community Dev.,2006-06-30,Office of Housing and Community Development,,06
0,46341,0,2007,Actual,Full Year,Office of Housing & Community Dev.,2007-06-30,Office of Housing and Community Development,,06
0,0,0,2008,Target Budget,YTD,Office of Housing & Community Dev.,2008-06-30,Office of Housing and Community Development,,06
0,0,0,2008,Actual,YTD,Office of Housing & Community Dev.,2008-06-30,Office of Housing and Community Development,,06
0,0,0,2008,Adopted Budget,Full Year,Office of Housing & Community Dev.,2008-06-30,Office of Housing and Community Development,,06
0,0,0,2008,Target Budget,Full Year,Office of Housing & Community Dev.,2008-06-30,Office of Housing and Community Development,,06
0,0,0,2008,Current Projection,Full Year,Office of Housing & Community Dev.,2008-06-30,Office of Housing and Community Development,,06
76,3908410,19747,2005,Actual,Full Year,Personnel,2005-06-30,Office of Human Resources,OHR,56
70,3871897,43161,2006,Actual,Full Year,Personnel,2006-06-30,Office of Human Resources,OHR,56
70,3956530,104259,2007,Actual,Full Year,Personnel,2007-06-30,Office of Human Resources,OHR,56
79,4098488,40000,2008,Target Budget,YTD,Personnel,2008-06-30,Office of Human Resources,OHR,56
68,4098488,139657,2008,Actual,YTD,Personnel,2008-06-30,Office of Human Resources,OHR,56
79,4098488,34070,2008,Adopted Budget,Full Year,Personnel,2008-06-30,Office of Human Resources,OHR,56
79,4098488,40000,2008,Target Budget,Full Year,Personnel,2008-06-30,Office of Human Resources,OHR,56
68,4098488,139657,2008,Current Projection,Full Year,Personnel,2008-06-30,Office of Human Resources,OHR,56
7368,450697679,40923327,2005,Actual,Full Year,Police,2005-06-30,Police Department,Police,11
7287,457990628,48658490,2006,Actual,Full Year,Police,2006-06-30,Police Department,Police,11
7424,478231611,59231067,2007,Actual,Full Year,Police,2007-06-30,Police Department,Police,11
7508,498734514,55939359,2008,Target Budget,YTD,Police,2008-06-30,Police Department,Police,11
7367,496310396,66839689,2008,Actual,YTD,Police,2008-06-30,Police Department,Police,11
7508,498865287,43012449,2008,Adopted Budget,Full Year,Police,2008-06-30,Police Department,Police,11
7508,498734514,55939359,2008,Target Budget,Full Year,Police,2008-06-30,Police Department,Police,11
7367,498734514,66839689,2008,Current Projection,Full Year,Police,2008-06-30,Police Department,Police,11
2152,102686806,18573164,2005,Actual,Full Year,Prisons,2005-06-30,Philadelphia Prison System,Prisons,23
2225,106084275,19244373,2006,Actual,Full Year,Prisons,2006-06-30,Philadelphia Prison System,Prisons,23
2176,115246659,24600109,2007,Actual,Full Year,Prisons,2007-06-30,Philadelphia Prison System,Prisons,23
2247,122006997,22733094,2008,Target Budget,YTD,Prisons,2008-06-30,Philadelphia Prison System,Prisons,23
2131,122006997,30596866,2008,Actual,YTD,Prisons,2008-06-30,Philadelphia Prison System,Prisons,23
2400,117006997,17582279,2008,Adopted Budget,Full Year,Prisons,2008-06-30,Philadelphia Prison System,Prisons,23
2223,122006997,22733094,2008,Target Budget,Full Year,Prisons,2008-06-30,Philadelphia Prison System,Prisons,23
2131,122006997,30596866,2008,Current Projection,Full Year,Prisons,2008-06-30,Philadelphia Prison System,Prisons,23
58,2790321,14854,2005,Actual,Full Year,Procurement,2005-06-30,Procurement Department,Procurement,38
59,2660423,6774,2006,Actual,Full Year,Procurement,2006-06-30,Procurement Department,Procurement,38
54,2488146,5570,2007,Actual,Full Year,Procurement,2007-06-30,Procurement Department,Procurement,38
62,2885023,13000,2008,Target Budget,YTD,Procurement,2008-06-30,Procurement Department,Procurement,38
58,2885023,582,2008,Actual,YTD,Procurement,2008-06-30,Procurement Department,Procurement,38
62,2885023,13000,2008,Adopted Budget,Full Year,Procurement,2008-06-30,Procurement Department,Procurement,38
62,2885023,13000,2008,Target Budget,Full Year,Procurement,2008-06-30,Procurement Department,Procurement,38
58,2885023,582,2008,Current Projection,Full Year,Procurement,2008-06-30,Procurement Department,Procurement,38
671,38048911,2081629,2005,Actual,Full Year,Public Health,2005-06-30,Department of Public Health,Public Health,14
622,37598246,2605931,2006,Actual,Full Year,Public Health,2006-06-30,Department of Public Health,Public Health,14
664,39900244,2881249,2007,Actual,Full Year,Public Health,2007-06-30,Department of Public Health,Public Health,14
695,41602990,2399790,2008,Target Budget,YTD,Public Health,2008-06-30,Department of Public Health,Public Health,14
665,41491801,2574376,2008,Actual,YTD,Public Health,2008-06-30,Department of Public Health,Public Health,14
738,42504060,2255778,2008,Adopted Budget,Full Year,Public Health,2008-06-30,Department of Public Health,Public Health,14
695,41602990,2399790,2008,Target Budget,Full Year,Public Health,2008-06-30,Department of Public Health,Public Health,14
665,41602990,2574376,2008,Current Projection,Full Year,Public Health,2008-06-30,Department of Public Health,Public Health,14
168,8470038,1008375,2005,Actual,Full Year,Public Property,2005-06-30,Department of Public Property,Public Property,20
158,8084578,1182717,2006,Actual,Full Year,Public Property,2006-06-30,Department of Public Property,Public Property,20
175,9032956,1464320,2007,Actual,Full Year,Public Property,2007-06-30,Department of Public Property,Public Property,20
171,8781812,900384,2008,Target Budget,YTD,Public Property,2008-06-30,Department of Public Property,Public Property,20
165,8781812,1678225,2008,Actual,YTD,Public Property,2008-06-30,Department of Public Property,Public Property,20
173,9191973,900384,2008,Adopted Budget,Full Year,Public Property,2008-06-30,Department of Public Property,Public Property,20
171,8781812,900384,2008,Target Budget,Full Year,Public Property,2008-06-30,Department of Public Property,Public Property,20
165,8781812,1678225,2008,Current Projection,Full Year,Public Property,2008-06-30,Department of Public Property,Public Property,20
75,3395171,322135,2005,Actual,Full Year,Records,2005-06-30,Department of Records,Records,31
75,3451820,433471,2006,Actual,Full Year,Records,2006-06-30,Department of Records,Records,31
70,3550181,462149,2007,Actual,Full Year,Records,2007-06-30,Department of Records,Records,31
76,3658731,389097,2008,Target Budget,YTD,Records,2008-06-30,Department of Records,Records,31
70,3658731,460763,2008,Actual,YTD,Records,2008-06-30,Department of Records,Records,31
76,3658731,346725,2008,Adopted Budget,Full Year,Records,2008-06-30,Department of Records,Records,31
76,3658731,389097,2008,Target Budget,Full Year,Records,2008-06-30,Department of Records,Records,31
70,3658731,460763,2008,Current Projection,Full Year,Records,2008-06-30,Department of Records,Records,31
480,28676210,878745,2005,Actual,Full Year,Recreation,2005-06-30,Department of Parks and Recreation,Parks & Recreation,16
468,27838493,933961,2006,Actual,Full Year,Recreation,2006-06-30,Department of Parks and Recreation,Parks & Recreation,16
460,29330231,1310697,2007,Actual,Full Year,Recreation,2007-06-30,Department of Parks and Recreation,Parks & Recreation,16
517,32343973,912922,2008,Target Budget,YTD,Recreation,2008-06-30,Department of Parks and Recreation,Parks & Recreation,16
464,31853509,1148536,2008,Actual,YTD,Recreation,2008-06-30,Department of Parks and Recreation,Parks & Recreation,16
517,32541508,967583,2008,Adopted Budget,Full Year,Recreation,2008-06-30,Department of Parks and Recreation,Parks & Recreation,16
517,32343973,912922,2008,Target Budget,Full Year,Recreation,2008-06-30,Department of Parks and Recreation,Parks & Recreation,16
464,31853509,1148536,2008,Current Projection,Full Year,Recreation,2008-06-30,Department of Parks and Recreation,Parks & Recreation,16
66,3054937,0,2005,Actual,Full Year,Register of Wills,2005-06-30,Register of Wills,,68
65,3037732,0,2006,Actual,Full Year,Register of Wills,2006-06-30,Register of Wills,,68
69,3315520,0,2007,Actual,Full Year,Register of Wills,2007-06-30,Register of Wills,,68
70,3656202,0,2008,Target Budget,YTD,Register of Wills,2008-06-30,Register of Wills,,68
68,3656202,0,2008,Actual,YTD,Register of Wills,2008-06-30,Register of Wills,,68
70,3656202,0,2008,Adopted Budget,Full Year,Register of Wills,2008-06-30,Register of Wills,,68
70,3656202,0,2008,Target Budget,Full Year,Register of Wills,2008-06-30,Register of Wills,,68
68,3656202,0,2008,Current Projection,Full Year,Register of Wills,2008-06-30,Register of Wills,,68
267,11992134,602518,2005,Actual,Full Year,Revenue,2005-06-30,Department of Revenue,Revenue,36
247,12037221,723338,2006,Actual,Full Year,Revenue,2006-06-30,Department of Revenue,Revenue,36
237,12073257,830402,2007,Actual,Full Year,Revenue,2007-06-30,Department of Revenue,Revenue,36
271,12826474,790013,2008,Target Budget,YTD,Revenue,2008-06-30,Department of Revenue,Revenue,36
252,12826474,737668,2008,Actual,YTD,Revenue,2008-06-30,Department of Revenue,Revenue,36
271,13002458,675137,2008,Adopted Budget,Full Year,Revenue,2008-06-30,Department of Revenue,Revenue,36
271,12826474,790013,2008,Target Budget,Full Year,Revenue,2008-06-30,Department of Revenue,Revenue,36
252,12826474,737668,2008,Current Projection,Full Year,Revenue,2008-06-30,Department of Revenue,Revenue,36
247,12526890,1880287,2005,Actual,Full Year,Sheriff,2005-06-30,Office of the Sheriff,Sheriff,70
243,12935460,2584300,2006,Actual,Full Year,Sheriff,2006-06-30,Office of the Sheriff,Sheriff,70
241,13856672,2938803,2007,Actual,Full Year,Sheriff,2007-06-30,Office of the Sheriff,Sheriff,70
263,14435648,3032100,2008,Target Budget,YTD,Sheriff,2008-06-30,Office of the Sheriff,Sheriff,70
238,14435648,3190678,2008,Actual,YTD,Sheriff,2008-06-30,Office of the Sheriff,Sheriff,70
263,14134856,2155296,2008,Adopted Budget,Full Year,Sheriff,2008-06-30,Office of the Sheriff,Sheriff,70
263,14435648,3032100,2008,Target Budget,Full Year,Sheriff,2008-06-30,Office of the Sheriff,Sheriff,70
238,14435648,3190678,2008,Current Projection,Full Year,Sheriff,2008-06-30,Office of the Sheriff,Sheriff,70
564,13866317,2010752,2005,Actual,Full Year,Streets,2005-06-30,Streets Department,Streets,12
586,17443518,2322264,2006,Actual,Full Year,Streets,2006-06-30,Streets Department,Streets,12
592,20364041,1413275,2007,Actual,Full Year,Streets,2007-06-30,Streets Department,Streets,12
625,20476564,2185000,2008,Target Budget,YTD,Streets,2008-06-30,Streets Department,Streets,12
591,20463560,2584126,2008,Actual,YTD,Streets,2008-06-30,Streets Department,Streets,12
625,20486564,2195000,2008,Adopted Budget,Full Year,Streets,2008-06-30,Streets Department,Streets,12
625,20476564,2185000,2008,Target Budget,Full Year,Streets,2008-06-30,Streets Department,Streets,12
591,20476564,2584126,2008,Current Projection,Full Year,Streets,2008-06-30,Streets Department,Streets,12
1249,46095894,5364570,2005,Actual,Full Year,Streets-Sanitation,2005-06-30,Streets: Sanitation,,12S
1263,44638454,6369959,2006,Actual,Full Year,Streets-Sanitation,2006-06-30,Streets: Sanitation,,12S
1222,44468301,5722009,2007,Actual,Full Year,Streets-Sanitation,2007-06-30,Streets: Sanitation,,12S
1276,46449179,5600000,2008,Target Budget,YTD,Streets-Sanitation,2008-06-30,Streets: Sanitation,,12S
1248,46449179,6295977,2008,Actual,YTD,Streets-Sanitation,2008-06-30,Streets: Sanitation,,12S
1276,46449179,5600000,2008,Adopted Budget,Full Year,Streets-Sanitation,2008-06-30,Streets: Sanitation,,12S
1276,46449179,5600000,2008,Target Budget,Full Year,Streets-Sanitation,2008-06-30,Streets: Sanitation,,12S
1248,46449179,6295977,2008,Current Projection,Full Year,Streets-Sanitation,2008-06-30,Streets: Sanitation,,12S
5,375163,62,2005,Actual,Full Year,Zoning Board of Adjustment,2005-06-30,Zoning Board of Adjustments,ZBA,30
5,363138,101,2006,Actual,Full Year,Zoning Board of Adjustment,2006-06-30,Zoning Board of Adjustments,ZBA,30
4,350156,1344,2007,Actual,Full Year,Zoning Board of Adjustment,2007-06-30,Zoning Board of Adjustments,ZBA,30
5,402272,15739,2008,Target Budget,YTD,Zoning Board of Adjustment,2008-06-30,Zoning Board of Adjustments,ZBA,30
5,402272,1577,2008,Actual,YTD,Zoning Board of Adjustment,2008-06-30,Zoning Board of Adjustments,ZBA,30
5,402272,0,2008,Adopted Budget,Full Year,Zoning Board of Adjustment,2008-06-30,Zoning Board of Adjustments,ZBA,30
5,402272,15739,2008,Target Budget,Full Year,Zoning Board of Adjustment,2008-06-30,Zoning Board of Adjustments,ZBA,30
5,402272,1577,2008,Current Projection,Full Year,Zoning Board of Adjustment,2008-06-30,Zoning Board of Adjustments,ZBA,30
0,0,0,2005,Actual,Full Year,Zoning Code Commission,2005-06-30,Zoning Code Commission,,57
0,0,0,2006,Actual,Full Year,Zoning Code Commission,2006-06-30,Zoning Code Commission,,57
0,0,0,2007,Actual,Full Year,Zoning Code Commission,2007-06-30,Zoning Code Commission,,57
0,160000,0,2008,Target Budget,YTD,Zoning Code Commission,2008-06-30,Zoning Code Commission,,57
0,160000,0,2008,Actual,YTD,Zoning Code Commission,2008-06-30,Zoning Code Commission,,57
0,0,0,2008,Adopted Budget,Full Year,Zoning Code Commission,2008-06-30,Zoning Code Commission,,57
0,160000,0,2008,Target Budget,Full Year,Zoning Code Commission,2008-06-30,Zoning Code Commission,,57
0,160000,0,2008,Current Projection,Full Year,Zoning Code Commission,2008-06-30,Zoning Code Commission,,57
