dept_name_raw,fund,civilian,uniformed,fiscal_year,variable,time_period,as_of_date,total,dept_name,abbreviation,dept_code
Zoning Board of Adjustment,Other,0,0,2008,Actual,Full Year,2008-06-30,0,Zoning Board of Adjustments,ZBA,30
Zoning Code Commission,Other,0,0,2008,Actual,Full Year,2008-06-30,0,Zoning Code Commission,,57
Atwater Kent Museum,Total,4,0,2008,Actual,Full Year,2008-06-30,4,Atwater Kent Museum,Atwater Kent,18
Auditing (City Controller's Office),Total,121,0,2008,Actual,Full Year,2008-06-30,121,City Controller's Office,,61
Board of Building Standards,Total,2,0,2008,Actual,Full Year,2008-06-30,2,L&I: Board of Building and Standards,,29
Board of Ethics,Total,6,0,2008,Actual,Full Year,2008-06-30,6,Board of Ethics,,45
Board of L & I Review,Total,3,0,2008,Actual,Full Year,2008-06-30,3,L&I: Board of Review,,27
Bd. of Pensions,Total,59,0,2008,Actual,Full Year,2008-06-30,59,Board of Pensions,Pensions,53
Bd. of Revision of Taxes,Total,139,0,2008,Actual,Full Year,2008-06-30,139,Board of Revision of Taxes,BRT,63
Camp William Penn,Total,1,0,2008,Actual,Full Year,2008-06-30,1,Camp William Penn,,19
"Capital Program Office, Mayor-",Total,21,0,2008,Actual,Full Year,2008-06-30,21,Capital Program Office,,07
City Commissioners (Election Board),Total,91,0,2008,Actual,Full Year,2008-06-30,91,City Commissioner's Office,City Commissioners,73
City Council,Total,192,0,2008,Actual,Full Year,2008-06-30,192,City Council,,01
City Planning Commission,Total,46,0,2008,Actual,Full Year,2008-06-30,46,City Planning Commission,,51
City Representative,Total,0,0,2008,Actual,Full Year,2008-06-30,0,Office of the City Representative,City Rep,41
City Treasurer,Total,11,0,2008,Actual,Full Year,2008-06-30,11,Office of the City Treasurer,City Treasurer,40
Civil Service Commission,Total,2,0,2008,Actual,Full Year,2008-06-30,2,Civil Service Commission,,55
Clerk of Quarter Sessions,Total,117,0,2008,Actual,Full Year,2008-06-30,117,Clerk of Quarter Sessions,,64
Commerce,Total,795,0,2008,Actual,Full Year,2008-06-30,795,Office of the Director of Commerce,Commerce,42
Fairmount Park,Total,157,0,2008,Actual,Full Year,2008-06-30,157,Fairmount Park Commission,,17
Finance,Total,180,0,2008,Actual,Full Year,2008-06-30,180,Office of the Director of Finance,Finance,35
First Judicial District,Total,2409,0,2008,Actual,Full Year,2008-06-30,2409,First Judicial District,FJD,84
Fleet Management,Total,367,0,2008,Actual,Full Year,2008-06-30,367,Office of Fleet Management,Fleet,25
Free Library,Total,779,0,2008,Actual,Full Year,2008-06-30,779,The Free Library of Philadelphia,Free Library,52
Historical Commission,Total,6,0,2008,Actual,Full Year,2008-06-30,6,Historical Commission,,32
Human Relations Commission,Total,34,0,2008,Actual,Full Year,2008-06-30,34,Commission on Human Relations,Human Relations,54
Human Services,Total,1825,0,2008,Actual,Full Year,2008-06-30,1825,Department of Human Services,DHS,22
"Information Services, Mayor's Office of",Total,158,0,2008,Actual,Full Year,2008-06-30,158,Office of Innovation and Technology,OIT,04
"Labor Relations, Mayor's Office of",Total,7,0,2008,Actual,Full Year,2008-06-30,7,Labor,,03
Law,Total,249,0,2008,Actual,Full Year,2008-06-30,249,Law Department,Law,44
Licenses & Inspections,Total,374,0,2008,Actual,Full Year,2008-06-30,374,Department of Licenses and Inspections,L&I,26
Managing Director (MDO),Total,104,0,2008,Actual,Full Year,2008-06-30,104,Managing Director's Office,MDO,10
Mayor,Total,75,0,2008,Actual,Full Year,2008-06-30,75,Mayor's Office,Mayor,05
Mayor's Office of Comm. Svcs.,Total,181,0,2008,Actual,Full Year,2008-06-30,181,Mayor's Office of Community Empowerment and Opportunity,CEO,08
Mayor's Office of Transportation,Total,0,0,2008,Actual,Full Year,2008-06-30,0,Mayor's Office of Transportation and Utilities,,46
Mural Arts Program,Total,12,0,2008,Actual,Full Year,2008-06-30,12,Mural Arts Program,Mural Arts,50
Off. of Behavioral Hith/Mental Retard. Svcs.,Total,262,0,2008,Actual,Full Year,2008-06-30,262,Behavioral Health and Intellectual Disability Services,DBH/IDS,15
Off.of Supportive Housing,Total,175,0,2008,Actual,Full Year,2008-06-30,175,Office of Homeless Services,OHS,24
Office of Housing and Community Develop.,Total,79,0,2008,Actual,Full Year,2008-06-30,79,Office of Housing and Community Development,,06
Personnel,Total,68,0,2008,Actual,Full Year,2008-06-30,68,Office of Human Resources,OHR,56
Prisons,Total,2131,0,2008,Actual,Full Year,2008-06-30,2131,Philadelphia Prison System,Prisons,23
Procurement,Total,61,0,2008,Actual,Full Year,2008-06-30,61,Procurement Department,Procurement,38
Public Health,Total,880,0,2008,Actual,Full Year,2008-06-30,880,Department of Public Health,Public Health,14
Public Property,Total,165,0,2008,Actual,Full Year,2008-06-30,165,Department of Public Property,Public Property,20
Records,Total,70,0,2008,Actual,Full Year,2008-06-30,70,Department of Records,Records,31
Recreation,Total,485,0,2008,Actual,Full Year,2008-06-30,485,Department of Parks and Recreation,Parks & Recreation,16
Register of Wills,Total,68,0,2008,Actual,Full Year,2008-06-30,68,Register of Wills,,68
Revenue,Total,474,0,2008,Actual,Full Year,2008-06-30,474,Department of Revenue,Revenue,36
Sheriff,Total,238,0,2008,Actual,Full Year,2008-06-30,238,Office of the Sheriff,Sheriff,70
Streets,Total,592,0,2008,Actual,Full Year,2008-06-30,592,Streets Department,Streets,12
Streets Sanitation,Total,1248,0,2008,Actual,Full Year,2008-06-30,1248,Streets: Sanitation,,12S
Water,Total,1758,0,2008,Actual,Full Year,2008-06-30,1758,Water Department,Water,28
Youth Commission,Total,0,0,2008,Actual,Full Year,2008-06-30,0,Youth Commission,,47
Zoning Board of Adjustment,Total,5,0,2008,Actual,Full Year,2008-06-30,5,Zoning Board of Adjustments,ZBA,30
Zoning Code Commission,Total,0,0,2008,Actual,Full Year,2008-06-30,0,Zoning Code Commission,,57
Police,General,837,6530,2008,Actual,Full Year,2008-06-30,7367,Police Department,Police,11
Police,Other,9,155,2008,Actual,Full Year,2008-06-30,164,Police Department,Police,11
Police,Total,846,6685,2008,Actual,Full Year,2008-06-30,7531,Police Department,Police,11
Fire,General,2225,101,2008,Actual,Full Year,2008-06-30,2326,Fire Department,Fire,13
Fire,Other,61,3,2008,Actual,Full Year,2008-06-30,64,Fire Department,Fire,13
Fire,Total,2286,104,2008,Actual,Full Year,2008-06-30,2390,Fire Department,Fire,13
District Attorney,General,423,14,2008,Actual,Full Year,2008-06-30,437,District Attorney's Office,DAO,69
District Attorney,Other,99,10,2008,Actual,Full Year,2008-06-30,109,District Attorney's Office,DAO,69
District Attorney,Total,522,24,2008,Actual,Full Year,2008-06-30,546,District Attorney's Office,DAO,69
Atwater Kent Museum,General,4,0,2009,Adopted Budget,Full Year,,4,Atwater Kent Museum,Atwater Kent,18
Auditing (City Controller's Office),General,140,0,2009,Adopted Budget,Full Year,,140,City Controller's Office,,61
Board of Building Standards,General,2,0,2009,Adopted Budget,Full Year,,2,L&I: Board of Building and Standards,,29
Board of Ethics,General,11,0,2009,Adopted Budget,Full Year,,11,Board of Ethics,,45
Board of L & I Review,General,3,0,2009,Adopted Budget,Full Year,,3,L&I: Board of Review,,27
Bd. of Pensions,General,0,0,2009,Adopted Budget,Full Year,,0,Board of Pensions,Pensions,53
Bd. of Revision of Taxes,General,145,0,2009,Adopted Budget,Full Year,,145,Board of Revision of Taxes,BRT,63
Camp William Penn,General,0,0,2009,Adopted Budget,Full Year,,0,Camp William Penn,,19
"Capital Program Office, Mayor-",General,39,0,2009,Adopted Budget,Full Year,,39,Capital Program Office,,07
City Commissioners (Election Board),General,88,0,2009,Adopted Budget,Full Year,,88,City Commissioner's Office,City Commissioners,73
City Council,General,195,0,2009,Adopted Budget,Full Year,,195,City Council,,01
City Planning Commission,General,49,0,2009,Adopted Budget,Full Year,,49,City Planning Commission,,51
City Representative,General,13,0,2009,Adopted Budget,Full Year,,13,Office of the City Representative,City Rep,41
City Treasurer,General,13,0,2009,Adopted Budget,Full Year,,13,Office of the City Treasurer,City Treasurer,40
Civil Service Commission,General,2,0,2009,Adopted Budget,Full Year,,2,Civil Service Commission,,55
Clerk of Quarter Sessions,General,121,0,2009,Adopted Budget,Full Year,,121,Clerk of Quarter Sessions,,64
Commerce,General,10,0,2009,Adopted Budget,Full Year,,10,Office of the Director of Commerce,Commerce,42
Fairmount Park,General,189,0,2009,Adopted Budget,Full Year,,189,Fairmount Park Commission,,17
Finance,General,169,0,2009,Adopted Budget,Full Year,,169,Office of the Director of Finance,Finance,35
First Judicial District,General,1965,0,2009,Adopted Budget,Full Year,,1965,First Judicial District,FJD,84
Fleet Management,General,329,0,2009,Adopted Budget,Full Year,,329,Office of Fleet Management,Fleet,25
Free Library,General,730,0,2009,Adopted Budget,Full Year,,730,The Free Library of Philadelphia,Free Library,52
Historical Commission,General,6,0,2009,Adopted Budget,Full Year,,6,Historical Commission,,32
Human Relations Commission,General,34,0,2009,Adopted Budget,Full Year,,34,Commission on Human Relations,Human Relations,54
Human Services,General,1871,0,2009,Adopted Budget,Full Year,,1871,Department of Human Services,DHS,22
"Information Services, Mayor's Office of",General,156,0,2009,Adopted Budget,Full Year,,156,Office of Innovation and Technology,OIT,04
"Labor Relations, Mayor's Office of",General,7,0,2009,Adopted Budget,Full Year,,7,Labor,,03
Law,General,220,0,2009,Adopted Budget,Full Year,,220,Law Department,Law,44
Licenses & Inspections,General,374,0,2009,Adopted Budget,Full Year,,374,Department of Licenses and Inspections,L&I,26
Managing Director (MDO),General,163,0,2009,Adopted Budget,Full Year,,163,Managing Director's Office,MDO,10
Mayor,General,84,0,2009,Adopted Budget,Full Year,,84,Mayor's Office,Mayor,05
Mayor's Office of Comm. Svcs.,General,0,0,2009,Adopted Budget,Full Year,,0,Mayor's Office of Community Empowerment and Opportunity,CEO,08
Mayor's Office of Transportation,General,6,0,2009,Adopted Budget,Full Year,,6,Mayor's Office of Transportation and Utilities,,46
Mural Arts Program,General,16,0,2009,Adopted Budget,Full Year,,16,Mural Arts Program,Mural Arts,50
Off. of Behavioral Hith/Mental Retard. Svcs.,General,33,0,2009,Adopted Budget,Full Year,,33,Behavioral Health and Intellectual Disability Services,DBH/IDS,15
Off.of Supportive Housing,General,138,0,2009,Adopted Budget,Full Year,,138,Office of Homeless Services,OHS,24
Office of Housing and Community Develop.,General,0,0,2009,Adopted Budget,Full Year,,0,Office of Housing and Community Development,,06
Personnel,General,78,0,2009,Adopted Budget,Full Year,,78,Office of Human Resources,OHR,56
Prisons,General,2400,0,2009,Adopted Budget,Full Year,,2400,Philadelphia Prison System,Prisons,23
Procurement,General,62,0,2009,Adopted Budget,Full Year,,62,Procurement Department,Procurement,38
Public Health,General,757,0,2009,Adopted Budget,Full Year,,757,Department of Public Health,Public Health,14
Public Property,General,178,0,2009,Adopted Budget,Full Year,,178,Department of Public Property,Public Property,20
Records,General,76,0,2009,Adopted Budget,Full Year,,76,Department of Records,Records,31
Recreation,General,517,0,2009,Adopted Budget,Full Year,,517,Department of Parks and Recreation,Parks & Recreation,16
Register of Wills,General,70,0,2009,Adopted Budget,Full Year,,70,Register of Wills,,68
Revenue,General,271,0,2009,Adopted Budget,Full Year,,271,Department of Revenue,Revenue,36
Sheriff,General,263,0,2009,Adopted Budget,Full Year,,263,Office of the Sheriff,Sheriff,70
Streets,General,625,0,2009,Adopted Budget,Full Year,,625,Streets Department,Streets,12
Streets Sanitation,General,1341,0,2009,Adopted Budget,Full Year,,1341,Streets: Sanitation,,12S
Water,General,0,0,2009,Adopted Budget,Full Year,,0,Water Department,Water,28
Youth Commission,General,1,0,2009,Adopted Budget,Full Year,,1,Youth Commission,,47
Zoning Board of Adjustment,General,5,0,2009,Adopted Budget,Full Year,,5,Zoning Board of Adjustments,ZBA,30
Zoning Code Commission,General,2,0,2009,Adopted Budget,Full Year,,2,Zoning Code Commission,,57
Atwater Kent Museum,Other,0,0,2009,Adopted Budget,Full Year,,0,Atwater Kent Museum,Atwater Kent,18
Auditing (City Controller's Office),Other,0,0,2009,Adopted Budget,Full Year,,0,City Controller's Office,,61
Board of Building Standards,Other,0,0,2009,Adopted Budget,Full Year,,0,L&I: Board of Building and Standards,,29
Board of Ethics,Other,0,0,2009,Adopted Budget,Full Year,,0,Board of Ethics,,45
Board of L & I Review,Other,0,0,2009,Adopted Budget,Full Year,,0,L&I: Board of Review,,27
Bd. of Pensions,Other,79,0,2009,Adopted Budget,Full Year,,79,Board of Pensions,Pensions,53
Bd. of Revision of Taxes,Other,0,0,2009,Adopted Budget,Full Year,,0,Board of Revision of Taxes,BRT,63
Camp William Penn,Other,0,0,2009,Adopted Budget,Full Year,,0,Camp William Penn,,19
"Capital Program Office, Mayor-",Other,0,0,2009,Adopted Budget,Full Year,,0,Capital Program Office,,07
City Commissioners (Election Board),Other,0,0,2009,Adopted Budget,Full Year,,0,City Commissioner's Office,City Commissioners,73
City Council,Other,0,0,2009,Adopted Budget,Full Year,,0,City Council,,01
City Planning Commission,Other,4,0,2009,Adopted Budget,Full Year,,4,City Planning Commission,,51
City Representative,Other,0,0,2009,Adopted Budget,Full Year,,0,Office of the City Representative,City Rep,41
City Treasurer,Other,0,0,2009,Adopted Budget,Full Year,,0,Office of the City Treasurer,City Treasurer,40
Civil Service Commission,Other,0,0,2009,Adopted Budget,Full Year,,0,Civil Service Commission,,55
Clerk of Quarter Sessions,Other,0,0,2009,Adopted Budget,Full Year,,0,Clerk of Quarter Sessions,,64
Commerce,Other,921,0,2009,Adopted Budget,Full Year,,921,Office of the Director of Commerce,Commerce,42
Fairmount Park,Other,1,0,2009,Adopted Budget,Full Year,,1,Fairmount Park Commission,,17
Finance,Other,5,0,2009,Adopted Budget,Full Year,,5,Office of the Director of Finance,Finance,35
First Judicial District,Other,532,0,2009,Adopted Budget,Full Year,,532,First Judicial District,FJD,84
Fleet Management,Other,78,0,2009,Adopted Budget,Full Year,,78,Office of Fleet Management,Fleet,25
Free Library,Other,90,0,2009,Adopted Budget,Full Year,,90,The Free Library of Philadelphia,Free Library,52
Historical Commission,Other,0,0,2009,Adopted Budget,Full Year,,0,Historical Commission,,32
Human Relations Commission,Other,0,0,2009,Adopted Budget,Full Year,,0,Commission on Human Relations,Human Relations,54
Human Services,Other,61,0,2009,Adopted Budget,Full Year,,61,Department of Human Services,DHS,22
"Information Services, Mayor's Office of",Other,17,0,2009,Adopted Budget,Full Year,,17,Office of Innovation and Technology,OIT,04
"Labor Relations, Mayor's Office of",Other,0,0,2009,Adopted Budget,Full Year,,0,Labor,,03
Law,Other,60,0,2009,Adopted Budget,Full Year,,60,Law Department,Law,44
Licenses & Inspections,Other,17,0,2009,Adopted Budget,Full Year,,17,Department of Licenses and Inspections,L&I,26
Managing Director (MDO),Other,3,0,2009,Adopted Budget,Full Year,,3,Managing Director's Office,MDO,10
Mayor,Other,3,0,2009,Adopted Budget,Full Year,,3,Mayor's Office,Mayor,05
Mayor's Office of Comm. Svcs.,Other,95,0,2009,Adopted Budget,Full Year,,95,Mayor's Office of Community Empowerment and Opportunity,CEO,08
Mayor's Office of Transportation,Other,0,0,2009,Adopted Budget,Full Year,,0,Mayor's Office of Transportation and Utilities,,46
Mural Arts Program,Other,0,0,2009,Adopted Budget,Full Year,,0,Mural Arts Program,Mural Arts,50
Off. of Behavioral Hith/Mental Retard. Svcs.,Other,264,0,2009,Adopted Budget,Full Year,,264,Behavioral Health and Intellectual Disability Services,DBH/IDS,15
Off.of Supportive Housing,Other,55,0,2009,Adopted Budget,Full Year,,55,Office of Homeless Services,OHS,24
Office of Housing and Community Develop.,Other,90,0,2009,Adopted Budget,Full Year,,90,Office of Housing and Community Development,,06
Personnel,Other,0,0,2009,Adopted Budget,Full Year,,0,Office of Human Resources,OHR,56
Prisons,Other,0,0,2009,Adopted Budget,Full Year,,0,Philadelphia Prison System,Prisons,23
Procurement,Other,3,0,2009,Adopted Budget,Full Year,,3,Procurement Department,Procurement,38
Public Health,Other,251,0,2009,Adopted Budget,Full Year,,251,Department of Public Health,Public Health,14
Public Property,Other,0,0,2009,Adopted Budget,Full Year,,0,Department of Public Property,Public Property,20
Records,Other,0,0,2009,Adopted Budget,Full Year,,0,Department of Records,Records,31
Recreation,Other,25,0,2009,Adopted Budget,Full Year,,25,Department of Parks and Recreation,Parks & Recreation,16
Register of Wills,Other,0,0,2009,Adopted Budget,Full Year,,0,Register of Wills,,68
Revenue,Other,260,0,2009,Adopted Budget,Full Year,,260,Department of Revenue,Revenue,36
Sheriff,Other,0,0,2009,Adopted Budget,Full Year,,0,Office of the Sheriff,Sheriff,70
Streets,Other,0,0,2009,Adopted Budget,Full Year,,0,Streets Department,Streets,12
Streets Sanitation,Other,0,0,2009,Adopted Budget,Full Year,,0,Streets: Sanitation,,12S
Water,Other,1988,0,2009,Adopted Budget,Full Year,,1988,Water Department,Water,28
Youth Commission,Other,0,0,2009,Adopted Budget,Full Year,,0,Youth Commission,,47
Zoning Board of Adjustment,Other,0,0,2009,Adopted Budget,Full Year,,0,Zoning Board of Adjustments,ZBA,30
Zoning Code Commission,Other,0,0,2009,Adopted Budget,Full Year,,0,Zoning Code Commission,,57
Atwater Kent Museum,Total,4,0,2009,Adopted Budget,Full Year,,4,Atwater Kent Museum,Atwater Kent,18
Auditing (City Controller's Office),Total,140,0,2009,Adopted Budget,Full Year,,140,City Controller's Office,,61
Board of Building Standards,Total,2,0,2009,Adopted Budget,Full Year,,2,L&I: Board of Building and Standards,,29
Board of Ethics,Total,11,0,2009,Adopted Budget,Full Year,,11,Board of Ethics,,45
Board of L & I Review,Total,3,0,2009,Adopted Budget,Full Year,,3,L&I: Board of Review,,27
Bd. of Pensions,Total,79,0,2009,Adopted Budget,Full Year,,79,Board of Pensions,Pensions,53
Bd. of Revision of Taxes,Total,145,0,2009,Adopted Budget,Full Year,,145,Board of Revision of Taxes,BRT,63
Camp William Penn,Total,0,0,2009,Adopted Budget,Full Year,,0,Camp William Penn,,19
"Capital Program Office, Mayor-",Total,39,0,2009,Adopted Budget,Full Year,,39,Capital Program Office,,07
City Commissioners (Election Board),Total,88,0,2009,Adopted Budget,Full Year,,88,City Commissioner's Office,City Commissioners,73
City Council,Total,195,0,2009,Adopted Budget,Full Year,,195,City Council,,01
City Planning Commission,Total,53,0,2009,Adopted Budget,Full Year,,53,City Planning Commission,,51
City Representative,Total,13,0,2009,Adopted Budget,Full Year,,13,Office of the City Representative,City Rep,41
City Treasurer,Total,13,0,2009,Adopted Budget,Full Year,,13,Office of the City Treasurer,City Treasurer,40
Civil Service Commission,Total,2,0,2009,Adopted Budget,Full Year,,2,Civil Service Commission,,55
Clerk of Quarter Sessions,Total,121,0,2009,Adopted Budget,Full Year,,121,Clerk of Quarter Sessions,,64
Commerce,Total,931,0,2009,Adopted Budget,Full Year,,931,Office of the Director of Commerce,Commerce,42
Fairmount Park,Total,190,0,2009,Adopted Budget,Full Year,,190,Fairmount Park Commission,,17
Finance,Total,174,0,2009,Adopted Budget,Full Year,,174,Office of the Director of Finance,Finance,35
First Judicial District,Total,2497,0,2009,Adopted Budget,Full Year,,2497,First Judicial District,FJD,84
Fleet Management,Total,407,0,2009,Adopted Budget,Full Year,,407,Office of Fleet Management,Fleet,25
Free Library,Total,820,0,2009,Adopted Budget,Full Year,,820,The Free Library of Philadelphia,Free Library,52
Historical Commission,Total,6,0,2009,Adopted Budget,Full Year,,6,Historical Commission,,32
Human Relations Commission,Total,34,0,2009,Adopted Budget,Full Year,,34,Commission on Human Relations,Human Relations,54
Human Services,Total,1932,0,2009,Adopted Budget,Full Year,,1932,Department of Human Services,DHS,22
"Information Services, Mayor's Office of",Total,173,0,2009,Adopted Budget,Full Year,,173,Office of Innovation and Technology,OIT,04
"Labor Relations, Mayor's Office of",Total,7,0,2009,Adopted Budget,Full Year,,7,Labor,,03
Law,Total,280,0,2009,Adopted Budget,Full Year,,280,Law Department,Law,44
Licenses & Inspections,Total,391,0,2009,Adopted Budget,Full Year,,391,Department of Licenses and Inspections,L&I,26
Managing Director (MDO),Total,166,0,2009,Adopted Budget,Full Year,,166,Managing Director's Office,MDO,10
Mayor,Total,87,0,2009,Adopted Budget,Full Year,,87,Mayor's Office,Mayor,05
Mayor's Office of Comm. Svcs.,Total,95,0,2009,Adopted Budget,Full Year,,95,Mayor's Office of Community Empowerment and Opportunity,CEO,08
Mayor's Office of Transportation,Total,6,0,2009,Adopted Budget,Full Year,,6,Mayor's Office of Transportation and Utilities,,46
Mural Arts Program,Total,16,0,2009,Adopted Budget,Full Year,,16,Mural Arts Program,Mural Arts,50
Off. of Behavioral Hith/Mental Retard. Svcs.,Total,297,0,2009,Adopted Budget,Full Year,,297,Behavioral Health and Intellectual Disability Services,DBH/IDS,15
Off.of Supportive Housing,Total,193,0,2009,Adopted Budget,Full Year,,193,Office of Homeless Services,OHS,24
Office of Housing and Community Develop.,Total,90,0,2009,Adopted Budget,Full Year,,90,Office of Housing and Community Development,,06
Personnel,Total,78,0,2009,Adopted Budget,Full Year,,78,Office of Human Resources,OHR,56
Prisons,Total,2400,0,2009,Adopted Budget,Full Year,,2400,Philadelphia Prison System,Prisons,23
Procurement,Total,65,0,2009,Adopted Budget,Full Year,,65,Procurement Department,Procurement,38
Public Health,Total,1008,0,2009,Adopted Budget,Full Year,,1008,Department of Public Health,Public Health,14
Public Property,Total,178,0,2009,Adopted Budget,Full Year,,178,Department of Public Property,Public Property,20
Records,Total,76,0,2009,Adopted Budget,Full Year,,76,Department of Records,Records,31
Recreation,Total,542,0,2009,Adopted Budget,Full Year,,542,Department of Parks and Recreation,Parks & Recreation,16
Register of Wills,Total,70,0,2009,Adopted Budget,Full Year,,70,Register of Wills,,68
Revenue,Total,531,0,2009,Adopted Budget,Full Year,,531,Department of Revenue,Revenue,36
Sheriff,Total,263,0,2009,Adopted Budget,Full Year,,263,Office of the Sheriff,Sheriff,70
Streets,Total,625,0,2009,Adopted Budget,Full Year,,625,Streets Department,Streets,12
Streets Sanitation,Total,1341,0,2009,Adopted Budget,Full Year,,1341,Streets: Sanitation,,12S
Water,Total,1988,0,2009,Adopted Budget,Full Year,,1988,Water Department,Water,28
Youth Commission,Total,1,0,2009,Adopted Budget,Full Year,,1,Youth Commission,,47
Zoning Board of Adjustment,Total,5,0,2009,Adopted Budget,Full Year,,5,Zoning Board of Adjustments,ZBA,30
Zoning Code Commission,Total,2,0,2009,Adopted Budget,Full Year,,2,Zoning Code Commission,,57
Police,General,911,6824,2009,Adopted Budget,Full Year,,7735,Police Department,Police,11
Police,Other,11,155,2009,Adopted Budget,Full Year,,166,Police Department,Police,11
Police,Total,922,6979,2009,Adopted Budget,Full Year,,7901,Police Department,Police,11
Fire,General,2395,110,2009,Adopted Budget,Full Year,,2505,Fire Department,Fire,13
Fire,Other,74,4,2009,Adopted Budget,Full Year,,78,Fire Department,Fire,13
Fire,Total,2469,114,2009,Adopted Budget,Full Year,,2583,Fire Department,Fire,13
District Attorney,General,435,15,2009,Adopted Budget,Full Year,,450,District Attorney's Office,DAO,69
District Attorney,Other,106,25,2009,Adopted Budget,Full Year,,131,District Attorney's Office,DAO,69
District Attorney,Total,541,40,2009,Adopted Budget,Full Year,,581,District Attorney's Office,DAO,69
