dept_name_raw,fund,civilian,uniformed,fiscal_year,variable,time_period,as_of_date,total,dept_name,abbreviation,dept_code
City Council,Total,192,0,2018,Actual,Full Year,2018-06-30,192,City Council,,01
City Representative,Total,9,0,2018,Actual,Full Year,2018-06-30,9,Office of the City Representative,City Rep,41
City Treasurer,Total,15,0,2018,Actual,Full Year,2018-06-30,15,Office of the City Treasurer,City Treasurer,40
Civil Service Commission,Total,2,0,2018,Actual,Full Year,2018-06-30,2,Civil Service Commission,,55
Commerce,Total,853,0,2018,Actual,Full Year,2018-06-30,853,Office of the Director of Commerce,Commerce,42
Finance,Total,115,0,2018,Actual,Full Year,2018-06-30,115,Office of the Director of Finance,Finance,35
First Judicial District,Total,2376,0,2018,Actual,Full Year,2018-06-30,2376,First Judicial District,FJD,84
Fleet Management,Total,355,0,2018,Actual,Full Year,2018-06-30,355,Office of Fleet Management,Fleet,25
Free Library,Total,661,0,2018,Actual,Full Year,2018-06-30,661,The Free Library of Philadelphia,Free Library,52
Human Relations Commission,Total,32,0,2018,Actual,Full Year,2018-06-30,32,Commission on Human Relations,Human Relations,54
Human Services (1),Total,1543,0,2018,Actual,Full Year,2018-06-30,1543,Department of Human Services,DHS,22
"Labor, Mayor's Office of",Total,20,0,2018,Actual,Full Year,2018-06-30,20,Labor,,03
Law,Total,171,0,2018,Actual,Full Year,2018-06-30,171,Law Department,Law,44
Licenses & Inspections,Total,396,0,2018,Actual,Full Year,2018-06-30,396,Department of Licenses and Inspections,L&I,26
L&I-Board of Building Standards,Total,1,0,2018,Actual,Full Year,2018-06-30,1,L&I: Board of Building and Standards,,29
L&I-Board of L & I Review,Total,2,0,2018,Actual,Full Year,2018-06-30,2,L&I: Board of Review,,27
Managing Director's Office,Total,364,0,2018,Actual,Full Year,2018-06-30,364,Managing Director's Office,MDO,10
Mayor's Office,Total,44,0,2018,Actual,Full Year,2018-06-30,44,Mayor's Office,Mayor,05
Mayor's Off. of Comm Empowerment/Oppor.,Total,32,0,2018,Actual,Full Year,2018-06-30,32,Mayor's Office of Community Empowerment and Opportunity,CEO,08
Mural Arts Program,Total,11,0,2018,Actual,Full Year,2018-06-30,11,Mural Arts Program,Mural Arts,50
Office of Arts and Culture,Total,5,0,2018,Actual,Full Year,2018-06-30,5,"Office of Arts, Culture, and the Creative Economy",Arts & Culture,58
Office of Behavioral Hith/Intel. disAbility,Total,256,0,2018,Actual,Full Year,2018-06-30,256,Behavioral Health and Intellectual Disability Services,DBH/IDS,15
Office of Chief Administrative Officer,Total,60,0,2018,Actual,Full Year,2018-06-30,60,Board of Revision of Taxes,BRT,63
Office of Community Schools and Pre-K,Total,33,0,2018,Actual,Full Year,2018-06-30,33,Office of Children and Families,OCF,66
Office of Homeless Services,Total,177,0,2018,Actual,Full Year,2018-06-30,177,Office of Homeless Services,OHS,24
Office of Housing & Comm. Development,Total,0,0,2018,Actual,Full Year,2018-06-30,0,Office of Housing and Community Development,,06
Office of Human Resources,Total,78,0,2018,Actual,Full Year,2018-06-30,78,Office of Human Resources,OHR,56
Office of Innovation and Technology,Total,375,0,2018,Actual,Full Year,2018-06-30,375,Office of Innovation and Technology,OIT,04
Office of the Inspector General,Total,19,0,2018,Actual,Full Year,2018-06-30,19,Office of the Inspector General,OIG,48
Office of Property Assessment,Total,193,0,2018,Actual,Full Year,2018-06-30,193,Office of Property Assessment,OPA,59
Office of Sustainability,Total,9,0,2018,Actual,Full Year,2018-06-30,9,Office of Sustainability,Sustainability,49
Parks and Recreation,Total,658,0,2018,Actual,Full Year,2018-06-30,658,Department of Parks and Recreation,Parks & Recreation,16
Planning & Development,Total,102,0,2018,Actual,Full Year,2018-06-30,102,Department of Planning and Development,Planning & Development,72
Prisons,Total,2177,0,2018,Actual,Full Year,2018-06-30,2177,Philadelphia Prison System,Prisons,23
Procurement,Total,47,0,2018,Actual,Full Year,2018-06-30,47,Procurement Department,Procurement,38
Public Health,Total,871,0,2018,Actual,Full Year,2018-06-30,871,Department of Public Health,Public Health,14
Public Property,Total,135,0,2018,Actual,Full Year,2018-06-30,135,Department of Public Property,Public Property,20
Records,Total,57,0,2018,Actual,Full Year,2018-06-30,57,Department of Records,Records,31
Register of Wills,Total,71,0,2018,Actual,Full Year,2018-06-30,71,Register of Wills,,68
Revenue,Total,619,0,2018,Actual,Full Year,2018-06-30,619,Department of Revenue,Revenue,36
Sheriff,Total,364,0,2018,Actual,Full Year,2018-06-30,364,Office of the Sheriff,Sheriff,70
Streets,Total,1738,0,2018,Actual,Full Year,2018-06-30,1738,Streets Department,Streets,12
Water,Total,1886,0,2018,Actual,Full Year,2018-06-30,1886,Water Department,Water,28
"Water,Sewer & Stormwater Rate Board",Total,0,0,2018,Actual,Full Year,2018-06-30,0,"Water, Sewer, and Stormwater Rate Board",,67
Police,General,776,6396,2018,Actual,Full Year,2018-06-30,7172,Police Department,Police,11
Police,Other,11,150,2018,Actual,Full Year,2018-06-30,161,Police Department,Police,11
Police,Total,787,6546,2018,Actual,Full Year,2018-06-30,7333,Police Department,Police,11
Fire,General,119,2392,2018,Actual,Full Year,2018-06-30,2511,Fire Department,Fire,13
Fire,Other,3,71,2018,Actual,Full Year,2018-06-30,74,Fire Department,Fire,13
Fire,Total,122,2463,2018,Actual,Full Year,2018-06-30,2585,Fire Department,Fire,13
District Attorney,General,416,39,2018,Actual,Full Year,2018-06-30,455,District Attorney's Office,DAO,69
District Attorney,Other,62,11,2018,Actual,Full Year,2018-06-30,73,District Attorney's Office,DAO,69
District Attorney,Total,478,50,2018,Actual,Full Year,2018-06-30,528,District Attorney's Office,DAO,69
Atwater Kent Museum,General,0,0,2019,Adopted Budget,Full Year,,0,Atwater Kent Museum,Atwater Kent,18
Auditing (City Controller's Office),General,134,0,2019,Adopted Budget,Full Year,,134,City Controller's Office,,61
Board of Ethics,General,12,0,2019,Adopted Budget,Full Year,,12,Board of Ethics,,45
Board of Pensions,General,0,0,2019,Adopted Budget,Full Year,,0,Board of Pensions,Pensions,53
Board of Revision of Taxes,General,15,0,2019,Adopted Budget,Full Year,,15,Board of Revision of Taxes,BRT,63
City Commissioners (Election Board),General,105,0,2019,Adopted Budget,Full Year,,105,City Commissioner's Office,City Commissioners,73
City Council,General,195,0,2019,Adopted Budget,Full Year,,195,City Council,,01
City Representative,General,9,0,2019,Adopted Budget,Full Year,,9,Office of the City Representative,City Rep,41
City Treasurer,General,16,0,2019,Adopted Budget,Full Year,,16,Office of the City Treasurer,City Treasurer,40
Civil Service Commission,General,2,0,2019,Adopted Budget,Full Year,,2,Civil Service Commission,,55
Commerce,General,32,0,2019,Adopted Budget,Full Year,,32,Office of the Director of Commerce,Commerce,42
Finance,General,123,0,2019,Adopted Budget,Full Year,,123,Office of the Director of Finance,Finance,35
First Judicial District,General,1841,0,2019,Adopted Budget,Full Year,,1841,First Judicial District,FJD,84
Fleet Management,General,306,0,2019,Adopted Budget,Full Year,,306,Office of Fleet Management,Fleet,25
Free Library,General,692,0,2019,Adopted Budget,Full Year,,692,The Free Library of Philadelphia,Free Library,52
Human Relations Commission,General,34,0,2019,Adopted Budget,Full Year,,34,Commission on Human Relations,Human Relations,54
Human Services (1),General,460,0,2019,Adopted Budget,Full Year,,460,Department of Human Services,DHS,22
"Labor, Mayor's Office of",General,23,0,2019,Adopted Budget,Full Year,,23,Labor,,03
Law,General,129,0,2019,Adopted Budget,Full Year,,129,Law Department,Law,44
Licenses & Inspections,General,429,0,2019,Adopted Budget,Full Year,,429,Department of Licenses and Inspections,L&I,26
L&I-Board of Building Standards,General,1,0,2019,Adopted Budget,Full Year,,1,L&I: Board of Building and Standards,,29
L&I-Board of L & I Review,General,2,0,2019,Adopted Budget,Full Year,,2,L&I: Board of Review,,27
Managing Director's Office,General,312,0,2019,Adopted Budget,Full Year,,312,Managing Director's Office,MDO,10
Mayor's Office,General,53,0,2019,Adopted Budget,Full Year,,53,Mayor's Office,Mayor,05
Mayor's Off. of Comm Empowerment/Oppor.,General,0,0,2019,Adopted Budget,Full Year,,0,Mayor's Office of Community Empowerment and Opportunity,CEO,08
Mural Arts Program,General,12,0,2019,Adopted Budget,Full Year,,12,Mural Arts Program,Mural Arts,50
Office of Arts and Culture,General,5,0,2019,Adopted Budget,Full Year,,5,"Office of Arts, Culture, and the Creative Economy",Arts & Culture,58
Office of Behavioral Hith/Intel. disAbility,General,16,0,2019,Adopted Budget,Full Year,,16,Behavioral Health and Intellectual Disability Services,DBH/IDS,15
Office of Chief Administrative Officer,General,64,0,2019,Adopted Budget,Full Year,,64,Board of Revision of Taxes,BRT,63
Office of Community Schools and Pre-K,General,36,0,2019,Adopted Budget,Full Year,,36,Office of Children and Families,OCF,66
Office of Homeless Services,General,157,0,2019,Adopted Budget,Full Year,,157,Office of Homeless Services,OHS,24
Office of Housing & Comm. Development,General,0,0,2019,Adopted Budget,Full Year,,0,Office of Housing and Community Development,,06
Office of Human Resources,General,85,0,2019,Adopted Budget,Full Year,,85,Office of Human Resources,OHR,56
Office of Innovation and Technology,General,293,0,2019,Adopted Budget,Full Year,,293,Office of Innovation and Technology,OIT,04
Office of the Inspector General,General,21,0,2019,Adopted Budget,Full Year,,21,Office of the Inspector General,OIG,48
Office of Property Assessment,General,225,0,2019,Adopted Budget,Full Year,,225,Office of Property Assessment,OPA,59
Office of Sustainability,General,8,0,2019,Adopted Budget,Full Year,,8,Office of Sustainability,Sustainability,49
Parks and Recreation,General,750,0,2019,Adopted Budget,Full Year,,750,Department of Parks and Recreation,Parks & Recreation,16
Planning & Development,General,58,0,2019,Adopted Budget,Full Year,,58,Department of Planning and Development,Planning & Development,72
Prisons,General,2325,0,2019,Adopted Budget,Full Year,,2325,Philadelphia Prison System,Prisons,23
Procurement,General,50,0,2019,Adopted Budget,Full Year,,50,Procurement Department,Procurement,38
Public Health,General,834,0,2019,Adopted Budget,Full Year,,834,Department of Public Health,Public Health,14
Public Property,General,150,0,2019,Adopted Budget,Full Year,,150,Department of Public Property,Public Property,20
Records,General,59,0,2019,Adopted Budget,Full Year,,59,Department of Records,Records,31
Register of Wills,General,70,0,2019,Adopted Budget,Full Year,,70,Register of Wills,,68
Revenue,General,437,0,2019,Adopted Budget,Full Year,,437,Department of Revenue,Revenue,36
Sheriff,General,410,0,2019,Adopted Budget,Full Year,,410,Office of the Sheriff,Sheriff,70
Streets,General,1912,0,2019,Adopted Budget,Full Year,,1912,Streets Department,Streets,12
Water,General,0,0,2019,Adopted Budget,Full Year,,0,Water Department,Water,28
"Water,Sewer & Stormwater Rate Board",General,0,0,2019,Adopted Budget,Full Year,,0,"Water, Sewer, and Stormwater Rate Board",,67
Atwater Kent Museum,Other,0,0,2019,Adopted Budget,Full Year,,0,Atwater Kent Museum,Atwater Kent,18
Auditing (City Controller's Office),Other,0,0,2019,Adopted Budget,Full Year,,0,City Controller's Office,,61
Board of Ethics,Other,0,0,2019,Adopted Budget,Full Year,,0,Board of Ethics,,45
Board of Pensions,Other,73,0,2019,Adopted Budget,Full Year,,73,Board of Pensions,Pensions,53
Board of Revision of Taxes,Other,0,0,2019,Adopted Budget,Full Year,,0,Board of Revision of Taxes,BRT,63
City Commissioners (Election Board),Other,0,0,2019,Adopted Budget,Full Year,,0,City Commissioner's Office,City Commissioners,73
City Council,Other,0,0,2019,Adopted Budget,Full Year,,0,City Council,,01
City Representative,Other,0,0,2019,Adopted Budget,Full Year,,0,Office of the City Representative,City Rep,41
City Treasurer,Other,0,0,2019,Adopted Budget,Full Year,,0,Office of the City Treasurer,City Treasurer,40
Civil Service Commission,Other,0,0,2019,Adopted Budget,Full Year,,0,Civil Service Commission,,55
Commerce,Other,910,0,2019,Adopted Budget,Full Year,,910,Office of the Director of Commerce,Commerce,42
Finance,Other,0,0,2019,Adopted Budget,Full Year,,0,Office of the Director of Finance,Finance,35
First Judicial District,Other,493,0,2019,Adopted Budget,Full Year,,493,First Judicial District,FJD,84
Fleet Management,Other,83,0,2019,Adopted Budget,Full Year,,83,Office of Fleet Management,Fleet,25
Free Library,Other,16,0,2019,Adopted Budget,Full Year,,16,The Free Library of Philadelphia,Free Library,52
Human Relations Commission,Other,0,0,2019,Adopted Budget,Full Year,,0,Commission on Human Relations,Human Relations,54
Human Services (1),Other,1330,0,2019,Adopted Budget,Full Year,,1330,Department of Human Services,DHS,22
"Labor, Mayor's Office of",Other,0,0,2019,Adopted Budget,Full Year,,0,Labor,,03
Law,Other,54,0,2019,Adopted Budget,Full Year,,54,Law Department,Law,44
Licenses & Inspections,Other,9,0,2019,Adopted Budget,Full Year,,9,Department of Licenses and Inspections,L&I,26
L&I-Board of Building Standards,Other,0,0,2019,Adopted Budget,Full Year,,0,L&I: Board of Building and Standards,,29
L&I-Board of L & I Review,Other,0,0,2019,Adopted Budget,Full Year,,0,L&I: Board of Review,,27
Managing Director's Office,Other,57,0,2019,Adopted Budget,Full Year,,57,Managing Director's Office,MDO,10
Mayor's Office,Other,3,0,2019,Adopted Budget,Full Year,,3,Mayor's Office,Mayor,05
Mayor's Off. of Comm Empowerment/Oppor.,Other,36,0,2019,Adopted Budget,Full Year,,36,Mayor's Office of Community Empowerment and Opportunity,CEO,08
Mural Arts Program,Other,0,0,2019,Adopted Budget,Full Year,,0,Mural Arts Program,Mural Arts,50
Office of Arts and Culture,Other,0,0,2019,Adopted Budget,Full Year,,0,"Office of Arts, Culture, and the Creative Economy",Arts & Culture,58
Office of Behavioral Hith/Intel. disAbility,Other,261,0,2019,Adopted Budget,Full Year,,261,Behavioral Health and Intellectual Disability Services,DBH/IDS,15
Office of Chief Administrative Officer,Other,2,0,2019,Adopted Budget,Full Year,,2,Board of Revision of Taxes,BRT,63
Office of Community Schools and Pre-K,Other,1,0,2019,Adopted Budget,Full Year,,1,Office of Children and Families,OCF,66
Office of Homeless Services,Other,31,0,2019,Adopted Budget,Full Year,,31,Office of Homeless Services,OHS,24
Office of Housing & Comm. Development,Other,0,0,2019,Adopted Budget,Full Year,,0,Office of Housing and Community Development,,06
Office of Human Resources,Other,0,0,2019,Adopted Budget,Full Year,,0,Office of Human Resources,OHR,56
Office of Innovation and Technology,Other,120,0,2019,Adopted Budget,Full Year,,120,Office of Innovation and Technology,OIT,04
Office of the Inspector General,Other,0,0,2019,Adopted Budget,Full Year,,0,Office of the Inspector General,OIG,48
Office of Property Assessment,Other,0,0,2019,Adopted Budget,Full Year,,0,Office of Property Assessment,OPA,59
Office of Sustainability,Other,1,0,2019,Adopted Budget,Full Year,,1,Office of Sustainability,Sustainability,49
Parks and Recreation,Other,29,0,2019,Adopted Budget,Full Year,,29,Department of Parks and Recreation,Parks & Recreation,16
Planning & Development,Other,56,0,2019,Adopted Budget,Full Year,,56,Department of Planning and Development,Planning & Development,72
Prisons,Other,0,0,2019,Adopted Budget,Full Year,,0,Philadelphia Prison System,Prisons,23
Procurement,Other,2,0,2019,Adopted Budget,Full Year,,2,Procurement Department,Procurement,38
Public Health,Other,216,0,2019,Adopted Budget,Full Year,,216,Department of Public Health,Public Health,14
Public Property,Other,0,0,2019,Adopted Budget,Full Year,,0,Department of Public Property,Public Property,20
Records,Other,0,0,2019,Adopted Budget,Full Year,,0,Department of Records,Records,31
Register of Wills,Other,0,0,2019,Adopted Budget,Full Year,,0,Register of Wills,,68
Revenue,Other,232,0,2019,Adopted Budget,Full Year,,232,Department of Revenue,Revenue,36
Sheriff,Other,0,0,2019,Adopted Budget,Full Year,,0,Office of the Sheriff,Sheriff,70
Streets,Other,0,0,2019,Adopted Budget,Full Year,,0,Streets Department,Streets,12
Water,Other,2188,0,2019,Adopted Budget,Full Year,,2188,Water Department,Water,28
"Water,Sewer & Stormwater Rate Board",Other,1,0,2019,Adopted Budget,Full Year,,1,"Water, Sewer, and Stormwater Rate Board",,67
Atwater Kent Museum,Total,0,0,2019,Adopted Budget,Full Year,,0,Atwater Kent Museum,Atwater Kent,18
Auditing (City Controller's Office),Total,134,0,2019,Adopted Budget,Full Year,,134,City Controller's Office,,61
Board of Ethics,Total,12,0,2019,Adopted Budget,Full Year,,12,Board of Ethics,,45
Board of Pensions,Total,73,0,2019,Adopted Budget,Full Year,,73,Board of Pensions,Pensions,53
Board of Revision of Taxes,Total,15,0,2019,Adopted Budget,Full Year,,15,Board of Revision of Taxes,BRT,63
City Commissioners (Election Board),Total,105,0,2019,Adopted Budget,Full Year,,105,City Commissioner's Office,City Commissioners,73
City Council,Total,195,0,2019,Adopted Budget,Full Year,,195,City Council,,01
City Representative,Total,9,0,2019,Adopted Budget,Full Year,,9,Office of the City Representative,City Rep,41
City Treasurer,Total,16,0,2019,Adopted Budget,Full Year,,16,Office of the City Treasurer,City Treasurer,40
Civil Service Commission,Total,2,0,2019,Adopted Budget,Full Year,,2,Civil Service Commission,,55
Commerce,Total,942,0,2019,Adopted Budget,Full Year,,942,Office of the Director of Commerce,Commerce,42
Finance,Total,123,0,2019,Adopted Budget,Full Year,,123,Office of the Director of Finance,Finance,35
First Judicial District,Total,2334,0,2019,Adopted Budget,Full Year,,2334,First Judicial District,FJD,84
Fleet Management,Total,389,0,2019,Adopted Budget,Full Year,,389,Office of Fleet Management,Fleet,25
Free Library,Total,708,0,2019,Adopted Budget,Full Year,,708,The Free Library of Philadelphia,Free Library,52
Human Relations Commission,Total,34,0,2019,Adopted Budget,Full Year,,34,Commission on Human Relations,Human Relations,54
Human Services (1),Total,1790,0,2019,Adopted Budget,Full Year,,1790,Department of Human Services,DHS,22
"Labor, Mayor's Office of",Total,23,0,2019,Adopted Budget,Full Year,,23,Labor,,03
Law,Total,183,0,2019,Adopted Budget,Full Year,,183,Law Department,Law,44
Licenses & Inspections,Total,438,0,2019,Adopted Budget,Full Year,,438,Department of Licenses and Inspections,L&I,26
L&I-Board of Building Standards,Total,1,0,2019,Adopted Budget,Full Year,,1,L&I: Board of Building and Standards,,29
L&I-Board of L & I Review,Total,2,0,2019,Adopted Budget,Full Year,,2,L&I: Board of Review,,27
Managing Director's Office,Total,369,0,2019,Adopted Budget,Full Year,,369,Managing Director's Office,MDO,10
Mayor's Office,Total,56,0,2019,Adopted Budget,Full Year,,56,Mayor's Office,Mayor,05
Mayor's Off. of Comm Empowerment/Oppor.,Total,36,0,2019,Adopted Budget,Full Year,,36,Mayor's Office of Community Empowerment and Opportunity,CEO,08
Mural Arts Program,Total,12,0,2019,Adopted Budget,Full Year,,12,Mural Arts Program,Mural Arts,50
Office of Arts and Culture,Total,5,0,2019,Adopted Budget,Full Year,,5,"Office of Arts, Culture, and the Creative Economy",Arts & Culture,58
Office of Behavioral Hith/Intel. disAbility,Total,277,0,2019,Adopted Budget,Full Year,,277,Behavioral Health and Intellectual Disability Services,DBH/IDS,15
Office of Chief Administrative Officer,Total,66,0,2019,Adopted Budget,Full Year,,66,Board of Revision of Taxes,BRT,63
Office of Community Schools and Pre-K,Total,37,0,2019,Adopted Budget,Full Year,,37,Office of Children and Families,OCF,66
Office of Homeless Services,Total,188,0,2019,Adopted Budget,Full Year,,188,Office of Homeless Services,OHS,24
Office of Housing & Comm. Development,Total,0,0,2019,Adopted Budget,Full Year,,0,Office of Housing and Community Development,,06
Office of Human Resources,Total,85,0,2019,Adopted Budget,Full Year,,85,Office of Human Resources,OHR,56
Office of Innovation and Technology,Total,413,0,2019,Adopted Budget,Full Year,,413,Office of Innovation and Technology,OIT,04
Office of the Inspector General,Total,21,0,2019,Adopted Budget,Full Year,,21,Office of the Inspector General,OIG,48
Office of Property Assessment,Total,225,0,2019,Adopted Budget,Full Year,,225,Office of Property Assessment,OPA,59
Office of Sustainability,Total,9,0,2019,Adopted Budget,Full Year,,9,Office of Sustainability,Sustainability,49
Parks and Recreation,Total,779,0,2019,Adopted Budget,Full Year,,779,Department of Parks and Recreation,Parks & Recreation,16
Planning & Development,Total,114,0,2019,Adopted Budget,Full Year,,114,Department of Planning and Development,Planning & Development,72
Prisons,Total,2325,0,2019,Adopted Budget,Full Year,,2325,Philadelphia Prison System,Prisons,23
Procurement,Total,52,0,2019,Adopted Budget,Full Year,,52,Procurement Department,Procurement,38
Public Health,Total,1050,0,2019,Adopted Budget,Full Year,,1050,Department of Public Health,Public Health,14
Public Property,Total,150,0,2019,Adopted Budget,Full Year,,150,Department of Public Property,Public Property,20
Records,Total,59,0,2019,Adopted Budget,Full Year,,59,Department of Records,Records,31
Register of Wills,Total,70,0,2019,Adopted Budget,Full Year,,70,Register of Wills,,68
Revenue,Total,669,0,2019,Adopted Budget,Full Year,,669,Department of Revenue,Revenue,36
Sheriff,Total,410,0,2019,Adopted Budget,Full Year,,410,Office of the Sheriff,Sheriff,70
Streets,Total,1912,0,2019,Adopted Budget,Full Year,,1912,Streets Department,Streets,12
Water,Total,2188,0,2019,Adopted Budget,Full Year,,2188,Water Department,Water,28
"Water,Sewer & Stormwater Rate Board",Total,1,0,2019,Adopted Budget,Full Year,,1,"Water, Sewer, and Stormwater Rate Board",,67
Police,General,846,6525,2019,Adopted Budget,Full Year,,7371,Police Department,Police,11
Police,Other,11,155,2019,Adopted Budget,Full Year,,166,Police Department,Police,11
Police,Total,857,6680,2019,Adopted Budget,Full Year,,7537,Police Department,Police,11
Fire,General,141,2531,2019,Adopted Budget,Full Year,,2672,Fire Department,Fire,13
Fire,Other,3,176,2019,Adopted Budget,Full Year,,179,Fire Department,Fire,13
Fire,Total,144,2707,2019,Adopted Budget,Full Year,,2851,Fire Department,Fire,13
District Attorney,General,470,43,2019,Adopted Budget,Full Year,,513,District Attorney's Office,DAO,69
District Attorney,Other,64,12,2019,Adopted Budget,Full Year,,76,District Attorney's Office,DAO,69
District Attorney,Total,534,55,2019,Adopted Budget,Full Year,,589,District Attorney's Office,DAO,69
