full_time_positions,class_100_total,class_100_ot,fiscal_year,variable,time_period,dept_name_raw,as_of_date,dept_name,dept_code,abbreviation,report_quarter,report_fiscal_year,dept_major_code
425,26670602,1007007,2023,Current Projection,Full Year,Licenses & Inspections,2022-09-30,Department of Licenses and Inspections,26,L&I,1,2023,26
1,14959,0,2023,Target Budget,YTD,L&I-Board of Building Standards,2022-09-30,L&I: Board of Building and Standards,29,,1,2023,29
1,14959,0,2023,Actual,YTD,L&I-Board of Building Standards,2022-09-30,L&I: Board of Building and Standards,29,,1,2023,29
1,84116,0,2023,Target Budget,Full Year,L&I-Board of Building Standards,2022-09-30,L&I: Board of Building and Standards,29,,1,2023,29
1,84116,0,2023,Current Projection,Full Year,L&I-Board of Building Standards,2022-09-30,L&I: Board of Building and Standards,29,,1,2023,29
2,36560,0,2023,Target Budget,YTD,L&I-Board of L & I Review,2022-09-30,L&I: Board of Review,27,,1,2023,27
2,36560,0,2023,Actual,YTD,L&I-Board of L & I Review,2022-09-30,L&I: Board of Review,27,,1,2023,27
2,170377,0,2023,Target Budget,Full Year,L&I-Board of L & I Review,2022-09-30,L&I: Board of Review,27,,1,2023,27
2,170377,0,2023,Current Projection,Full Year,L&I-Board of L & I Review,2022-09-30,L&I: Board of Review,27,,1,2023,27
330,4542400,243013,2023,Target Budget,YTD,Managing Director's Office,2022-09-30,Managing Director's Office,10,MDO,1,2023,10
330,4542400,289328,2023,Actual,YTD,Managing Director's Office,2022-09-30,Managing Director's Office,10,MDO,1,2023,10
537,36253382,972050,2023,Target Budget,Full Year,Managing Director's Office,2022-09-30,Managing Director's Office,10,MDO,1,2023,10
537,37768654,972050,2023,Current Projection,Full Year,Managing Director's Office,2022-09-30,Managing Director's Office,10,MDO,1,2023,10
60,1263172,0,2023,Target Budget,YTD,Mayor's Office,2022-09-30,Mayor's Office,05,Mayor,1,2023,05
60,1263172,0,2023,Actual,YTD,Mayor's Office,2022-09-30,Mayor's Office,05,Mayor,1,2023,05
64,6301957,0,2023,Target Budget,Full Year,Mayor's Office,2022-09-30,Mayor's Office,05,Mayor,1,2023,05
64,6301957,0,2023,Current Projection,Full Year,Mayor's Office,2022-09-30,Mayor's Office,05,Mayor,1,2023,05
0,0,0,2023,Target Budget,YTD,Mayor's Office of Community Empowerment and Opportunity,2022-09-30,Mayor's Office of Community Empowerment and Opportunity,08,CEO,1,2023,08
0,0,0,2023,Actual,YTD,Mayor's Office of Community Empowerment and Opportunity,2022-09-30,Mayor's Office of Community Empowerment and Opportunity,08,CEO,1,2023,08
0,177185,0,2023,Target Budget,Full Year,Mayor's Office of Community Empowerment and Opportunity,2022-09-30,Mayor's Office of Community Empowerment and Opportunity,08,CEO,1,2023,08
0,177185,0,2023,Current Projection,Full Year,Mayor's Office of Community Empowerment and Opportunity,2022-09-30,Mayor's Office of Community Empowerment and Opportunity,08,CEO,1,2023,08
9,93786,4250,2023,Target Budget,YTD,Mural Arts Program,2022-09-30,Mural Arts Program,50,Mural Arts,1,2023,50
9,93786,3828,2023,Actual,YTD,Mural Arts Program,2022-09-30,Mural Arts Program,50,Mural Arts,1,2023,50
10,610850,17000,2023,Target Budget,Full Year,Mural Arts Program,2022-09-30,Mural Arts Program,50,Mural Arts,1,2023,50
10,610850,17000,2023,Current Projection,Full Year,Mural Arts Program,2022-09-30,Mural Arts Program,50,Mural Arts,1,2023,50
0,0,0,2023,Target Budget,YTD,Office of Arts and Culture,2022-09-30,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture,1,2023,58
0,0,0,2023,Actual,YTD,Office of Arts and Culture,2022-09-30,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture,1,2023,58
0,0,0,2023,Target Budget,Full Year,Office of Arts and Culture,2022-09-30,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture,1,2023,58
0,0,0,2023,Current Projection,Full Year,Office of Arts and Culture,2022-09-30,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture,1,2023,58
26,373726,11767,2023,Target Budget,YTD,Office of Behavioral Health and Intellectual Disability,2022-09-30,Behavioral Health and Intellectual Disability Services,15,DBH/IDS,1,2023,15
26,373726,8687,2023,Actual,YTD,Office of Behavioral Health and Intellectual Disability,2022-09-30,Behavioral Health and Intellectual Disability Services,15,DBH/IDS,1,2023,15
53,3590639,47069,2023,Target Budget,Full Year,Office of Behavioral Health and Intellectual Disability,2022-09-30,Behavioral Health and Intellectual Disability Services,15,DBH/IDS,1,2023,15
53,3590639,47069,2023,Current Projection,Full Year,Office of Behavioral Health and Intellectual Disability,2022-09-30,Behavioral Health and Intellectual Disability Services,15,DBH/IDS,1,2023,15
76,1336004,2050,2023,Target Budget,YTD,Office of the Chief Administrative Officer,2022-09-30,Office of the Chief Administrative Officer,65,CAO,1,2023,65
76,1336004,6880,2023,Actual,YTD,Office of the Chief Administrative Officer,2022-09-30,Office of the Chief Administrative Officer,65,CAO,1,2023,65
92,6368435,8198,2023,Target Budget,Full Year,Office of the Chief Administrative Officer,2022-09-30,Office of the Chief Administrative Officer,65,CAO,1,2023,65
92,6173038,29198,2023,Current Projection,Full Year,Office of the Chief Administrative Officer,2022-09-30,Office of the Chief Administrative Officer,65,CAO,1,2023,65
3,118905,0,2023,Target Budget,YTD,Office of Children and Families,2022-09-30,Office of Children and Families,66,OCF,1,2023,66
3,118905,0,2023,Actual,YTD,Office of Children and Families,2022-09-30,Office of Children and Families,66,OCF,1,2023,66
3,463413,0,2023,Target Budget,Full Year,Office of Children and Families,2022-09-30,Office of Children and Families,66,OCF,1,2023,66
3,463413,0,2023,Current Projection,Full Year,Office of Children and Families,2022-09-30,Office of Children and Families,66,OCF,1,2023,66
114,1690440,50125,2023,Target Budget,YTD,Office of Homeless Services,2022-09-30,Office of Homeless Services,24,OHS,1,2023,24
114,1690440,16553,2023,Actual,YTD,Office of Homeless Services,2022-09-30,Office of Homeless Services,24,OHS,1,2023,24
149,9931274,200500,2023,Target Budget,Full Year,Office of Homeless Services,2022-09-30,Office of Homeless Services,24,OHS,1,2023,24
149,9931274,200500,2023,Current Projection,Full Year,Office of Homeless Services,2022-09-30,Office of Homeless Services,24,OHS,1,2023,24
72,1131629,12348,2023,Target Budget,YTD,Office of Human Resources,2022-09-30,Office of Human Resources,56,OHR,1,2023,56
72,1131629,21129,2023,Actual,YTD,Office of Human Resources,2022-09-30,Office of Human Resources,56,OHR,1,2023,56
88,6042760,49391,2023,Target Budget,Full Year,Office of Human Resources,2022-09-30,Office of Human Resources,56,OHR,1,2023,56
92,6277533,85391,2023,Current Projection,Full Year,Office of Human Resources,2022-09-30,Office of Human Resources,56,OHR,1,2023,56
315,5766012,127789,2023,Target Budget,YTD,Office of Innovation and Technology,2022-09-30,Office of Innovation and Technology,04,OIT,1,2023,04
315,5766012,171450,2023,Actual,YTD,Office of Innovation and Technology,2022-09-30,Office of Innovation and Technology,04,OIT,1,2023,04
397,32794019,511155,2023,Target Budget,Full Year,Office of Innovation and Technology,2022-09-30,Office of Innovation and Technology,04,OIT,1,2023,04
393,31864019,685155,2023,Current Projection,Full Year,Office of Innovation and Technology,2022-09-30,Office of Innovation and Technology,04,OIT,1,2023,04
15,307808,0,2023,Target Budget,YTD,Office of the Inspector General,2022-09-30,Office of the Inspector General,48,OIG,1,2023,48
15,307808,0,2023,Actual,YTD,Office of the Inspector General,2022-09-30,Office of the Inspector General,48,OIG,1,2023,48
26,2192863,0,2023,Target Budget,Full Year,Office of the Inspector General,2022-09-30,Office of the Inspector General,48,OIG,1,2023,48
26,2192863,0,2023,Current Projection,Full Year,Office of the Inspector General,2022-09-30,Office of the Inspector General,48,OIG,1,2023,48
173,2872026,35000,2023,Target Budget,YTD,Office of Property Assessment,2022-09-30,Office of Property Assessment,59,OPA,1,2023,59
173,2872026,3186,2023,Actual,YTD,Office of Property Assessment,2022-09-30,Office of Property Assessment,59,OPA,1,2023,59
225,15569756,140000,2023,Target Budget,Full Year,Office of Property Assessment,2022-09-30,Office of Property Assessment,59,OPA,1,2023,59
225,15569756,140000,2023,Current Projection,Full Year,Office of Property Assessment,2022-09-30,Office of Property Assessment,59,OPA,1,2023,59
11,251671,0,2023,Target Budget,YTD,Office of Sustainability,2022-09-30,Office of Sustainability,49,Sustainability,1,2023,49
11,251671,0,2023,Actual,YTD,Office of Sustainability,2022-09-30,Office of Sustainability,49,Sustainability,1,2023,49
15,971635,0,2023,Target Budget,Full Year,Office of Sustainability,2022-09-30,Office of Sustainability,49,Sustainability,1,2023,49
17,1141635,0,2023,Current Projection,Full Year,Office of Sustainability,2022-09-30,Office of Sustainability,49,Sustainability,1,2023,49
623,15482891,1082100,2023,Target Budget,YTD,Parks and Recreation,2022-09-30,Department of Parks and Recreation,16,Parks & Recreation,1,2023,16
623,15482891,1766891,2023,Actual,YTD,Parks and Recreation,2022-09-30,Department of Parks and Recreation,16,Parks & Recreation,1,2023,16
787,61031936,4328400,2023,Target Budget,Full Year,Parks and Recreation,2022-09-30,Department of Parks and Recreation,16,Parks & Recreation,1,2023,16
851,59148936,6528400,2023,Current Projection,Full Year,Parks and Recreation,2022-09-30,Department of Parks and Recreation,16,Parks & Recreation,1,2023,16
53,1032877,0,2023,Target Budget,YTD,Planning and Development,2022-09-30,Department of Planning and Development,72,Planning & Development,1,2023,72
53,1032877,2468,2023,Actual,YTD,Planning and Development,2022-09-30,Department of Planning and Development,72,Planning & Development,1,2023,72
74,5783913,0,2023,Target Budget,Full Year,Planning and Development,2022-09-30,Department of Planning and Development,72,Planning & Development,1,2023,72
70,5986313,8000,2023,Current Projection,Full Year,Planning and Development,2022-09-30,Department of Planning and Development,72,Planning & Development,1,2023,72
6555,164860182,19426595,2023,Target Budget,YTD,Police,2022-09-30,Police Department,11,Police,1,2023,11
6555,164860182,28457645,2023,Actual,YTD,Police,2022-09-30,Police Department,11,Police,1,2023,11
7127,753577996,77706379,2023,Target Budget,Full Year,Police,2022-09-30,Police Department,11,Police,1,2023,11
7127,754284855,90506379,2023,Current Projection,Full Year,Police,2022-09-30,Police Department,11,Police,1,2023,11
1328,30649827,7897856,2023,Target Budget,YTD,Prisons,2022-09-30,Philadelphia Prison System,23,Prisons,1,2023,23
1328,30649827,8589750,2023,Actual,YTD,Prisons,2022-09-30,Philadelphia Prison System,23,Prisons,1,2023,23
2186,135537939,31591422,2023,Target Budget,Full Year,Prisons,2022-09-30,Philadelphia Prison System,23,Prisons,1,2023,23
2186,152531303,34591422,2023,Current Projection,Full Year,Prisons,2022-09-30,Philadelphia Prison System,23,Prisons,1,2023,23
31,553681,0,2023,Target Budget,YTD,Procurement,2022-09-30,Procurement Department,38,Procurement,1,2023,38
31,553681,42,2023,Actual,YTD,Procurement,2022-09-30,Procurement Department,38,Procurement,1,2023,38
51,3404302,0,2023,Target Budget,Full Year,Procurement,2022-09-30,Procurement Department,38,Procurement,1,2023,38
54,3404302,200,2023,Current Projection,Full Year,Procurement,2022-09-30,Procurement Department,38,Procurement,1,2023,38
691,13424088,599250,2023,Target Budget,YTD,Public Health,2022-09-30,Department of Public Health,14,Public Health,1,2023,14
691,13424088,618600,2023,Actual,YTD,Public Health,2022-09-30,Department of Public Health,14,Public Health,1,2023,14
835,62755979,2397000,2023,Target Budget,Full Year,Public Health,2022-09-30,Department of Public Health,14,Public Health,1,2023,14
835,62755979,2397000,2023,Current Projection,Full Year,Public Health,2022-09-30,Department of Public Health,14,Public Health,1,2023,14
129,2307384,65274,2023,Target Budget,YTD,Public Property,2022-09-30,Department of Public Property,20,Public Property,1,2023,20
129,2307384,74694,2023,Actual,YTD,Public Property,2022-09-30,Department of Public Property,20,Public Property,1,2023,20
156,12050817,261096,2023,Target Budget,Full Year,Public Property,2022-09-30,Department of Public Property,20,Public Property,1,2023,20
156,12050817,261096,2023,Current Projection,Full Year,Public Property,2022-09-30,Department of Public Property,20,Public Property,1,2023,20
52,716751,1881,2023,Target Budget,YTD,Records,2022-09-30,Department of Records,31,Records,1,2023,31
52,716751,64032,2023,Actual,YTD,Records,2022-09-30,Department of Records,31,Records,1,2023,31
60,3374335,7523,2023,Target Budget,Full Year,Records,2022-09-30,Department of Records,31,Records,1,2023,31
60,3374335,257523,2023,Current Projection,Full Year,Records,2022-09-30,Department of Records,31,Records,1,2023,31
66,917874,0,2023,Target Budget,YTD,Register of Wills,2022-09-30,Register of Wills,68,,1,2023,68
66,917874,0,2023,Actual,YTD,Register of Wills,2022-09-30,Register of Wills,68,,1,2023,68
73,4309771,0,2023,Target Budget,Full Year,Register of Wills,2022-09-30,Register of Wills,68,,1,2023,68
73,4309771,0,2023,Current Projection,Full Year,Register of Wills,2022-09-30,Register of Wills,68,,1,2023,68
330,4445483,80000,2023,Target Budget,YTD,Revenue,2022-09-30,Department of Revenue,36,Revenue,1,2023,36
330,4445483,122283,2023,Actual,YTD,Revenue,2022-09-30,Department of Revenue,36,Revenue,1,2023,36
399,21927194,320000,2023,Target Budget,Full Year,Revenue,2022-09-30,Department of Revenue,36,Revenue,1,2023,36
400,21927194,320000,2023,Current Projection,Full Year,Revenue,2022-09-30,Department of Revenue,36,Revenue,1,2023,36
343,6093185,716498,2023,Target Budget,YTD,Sheriff,2022-09-30,Office of the Sheriff,70,Sheriff,1,2023,70
343,6093185,1110272,2023,Actual,YTD,Sheriff,2022-09-30,Office of the Sheriff,70,Sheriff,1,2023,70
537,28345027,2865990,2023,Target Budget,Full Year,Sheriff,2022-09-30,Office of the Sheriff,70,Sheriff,1,2023,70
537,28345027,4365990,2023,Current Projection,Full Year,Sheriff,2022-09-30,Office of the Sheriff,70,Sheriff,1,2023,70
2038,27924218,4500830,2023,Target Budget,YTD,Streets,2022-09-30,Streets Department,12,Streets,1,2023,12
2038,27924218,4718567,2023,Actual,YTD,Streets,2022-09-30,Streets Department,12,Streets,1,2023,12
2378,122676329,18003319,2023,Target Budget,Full Year,Streets,2022-09-30,Streets Department,12,Streets,1,2023,12
2378,122476329,18403319,2023,Current Projection,Full Year,Streets,2022-09-30,Streets Department,12,Streets,1,2023,12
124,8650965,73243,2019,Actual,Full Year,Auditing,2019-06-30,City Controller's Office,61,,4,2022,61
135,9330839,80000,2022,Adopted Budget,Full Year,Auditing,2022-06-30,City Controller's Office,61,,4,2022,61
135,9785988,60000,2022,Target Budget,Full Year,Auditing,2022-06-30,City Controller's Office,61,,4,2022,61
109,9785988,58666,2022,Current Projection,Full Year,Auditing,2022-06-30,City Controller's Office,61,,4,2022,61
10,875033,0,2019,Actual,Full Year,Board of Ethics,2019-06-30,Board of Ethics,45,,4,2022,45
10,915196,0,2022,Adopted Budget,Full Year,Board of Ethics,2022-06-30,Board of Ethics,45,,4,2022,45
10,938750,0,2022,Target Budget,Full Year,Board of Ethics,2022-06-30,Board of Ethics,45,,4,2022,45
9,938750,0,2022,Current Projection,Full Year,Board of Ethics,2022-06-30,Board of Ethics,45,,4,2022,45
11,928286,190,2019,Actual,Full Year,Board of Revision of Taxes,2019-06-30,Board of Revision of Taxes,63,BRT,4,2022,63
16,997835,0,2022,Adopted Budget,Full Year,Board of Revision of Taxes,2022-06-30,Board of Revision of Taxes,63,BRT,4,2022,63
16,1019348,3000,2022,Target Budget,Full Year,Board of Revision of Taxes,2022-06-30,Board of Revision of Taxes,63,BRT,4,2022,63
14,1019348,1801,2022,Current Projection,Full Year,Board of Revision of Taxes,2022-06-30,Board of Revision of Taxes,63,BRT,4,2022,63
94,5830533,1033718,2019,Actual,Full Year,City Commissioners,2019-06-30,City Commissioner's Office,73,City Commissioners,4,2022,73
106,8413534,1053337,2022,Adopted Budget,Full Year,City Commissioners,2022-06-30,City Commissioner's Office,73,City Commissioners,4,2022,73
106,10936150,1053337,2022,Target Budget,Full Year,City Commissioners,2022-06-30,City Commissioner's Office,73,City Commissioners,4,2022,73
134,10936150,1230728,2022,Current Projection,Full Year,City Commissioners,2022-06-30,City Commissioner's Office,73,City Commissioners,4,2022,73
197,14104805,2882,2019,Actual,Full Year,City Council,2019-06-30,City Council,01,,4,2022,01
188,15627138,0,2022,Adopted Budget,Full Year,City Council,2022-06-30,City Council,01,,4,2022,01
188,15853058,0,2022,Target Budget,Full Year,City Council,2022-06-30,City Council,01,,4,2022,01
175,15853058,0,2022,Current Projection,Full Year,City Council,2022-06-30,City Council,01,,4,2022,01
8,714833,2239,2019,Actual,Full Year,City Representative,2019-06-30,Office of the City Representative,41,City Rep,4,2022,41
0,0,0,2022,Adopted Budget,Full Year,City Representative,2022-06-30,Office of the City Representative,41,City Rep,4,2022,41
0,0,0,2022,Target Budget,Full Year,City Representative,2022-06-30,Office of the City Representative,41,City Rep,4,2022,41
0,0,0,2022,Current Projection,Full Year,City Representative,2022-06-30,Office of the City Representative,41,City Rep,4,2022,41
16,1098380,3927,2019,Actual,Full Year,City Treasurer,2019-06-30,Office of the City Treasurer,40,City Treasurer,4,2022,40
18,1395075,10000,2022,Adopted Budget,Full Year,City Treasurer,2022-06-30,Office of the City Treasurer,40,City Treasurer,4,2022,40
18,1447348,62068,2022,Target Budget,Full Year,City Treasurer,2022-06-30,Office of the City Treasurer,40,City Treasurer,4,2022,40
17,1447348,66607,2022,Current Projection,Full Year,City Treasurer,2022-06-30,Office of the City Treasurer,40,City Treasurer,4,2022,40
2,168597,0,2019,Actual,Full Year,Civil Service Commission,2019-06-30,Civil Service Commission,55,,4,2022,55
2,177148,0,2022,Adopted Budget,Full Year,Civil Service Commission,2022-06-30,Civil Service Commission,55,,4,2022,55
2,179944,0,2022,Target Budget,Full Year,Civil Service Commission,2022-06-30,Civil Service Commission,55,,4,2022,55
2,179944,0,2022,Current Projection,Full Year,Civil Service Commission,2022-06-30,Civil Service Commission,55,,4,2022,55
48,3028159,5257,2019,Actual,Full Year,Commerce,2019-06-30,Office of the Director of Commerce,42,Commerce,4,2022,42
51,3614341,10000,2022,Adopted Budget,Full Year,Commerce,2022-06-30,Office of the Director of Commerce,42,Commerce,4,2022,42
51,3681294,0,2022,Target Budget,Full Year,Commerce,2022-06-30,Office of the Director of Commerce,42,Commerce,4,2022,42
35,3681294,0,2022,Current Projection,Full Year,Commerce,2022-06-30,Office of the Director of Commerce,42,Commerce,4,2022,42
491,34265564,155103,2019,Actual,Full Year,District Attorney,2019-06-30,District Attorney's Office,69,DAO,4,2022,69
540,36562904,164000,2022,Adopted Budget,Full Year,District Attorney,2022-06-30,District Attorney's Office,69,DAO,4,2022,69
540,38812427,164000,2022,Target Budget,Full Year,District Attorney,2022-06-30,District Attorney's Office,69,DAO,4,2022,69
503,38812427,179313,2022,Current Projection,Full Year,District Attorney,2022-06-30,District Attorney's Office,69,DAO,4,2022,69
116,7756138,74302,2019,Actual,Full Year,Finance,2019-06-30,Office of the Director of Finance,35,Finance,4,2022,35
132,10185891,85259,2022,Adopted Budget,Full Year,Finance,2022-06-30,Office of the Director of Finance,35,Finance,4,2022,35
129,10315325,137689,2022,Target Budget,Full Year,Finance,2022-06-30,Office of the Director of Finance,35,Finance,4,2022,35
122,10315325,126163,2022,Current Projection,Full Year,Finance,2022-06-30,Office of the Director of Finance,35,Finance,4,2022,35
0,2413758,0,2019,Actual,Full Year,Finance Reg #32 Disability,2019-06-30,Finance: Reg #32,35-R32,,4,2022,35
0,2293165,0,2022,Adopted Budget,Full Year,Finance Reg #32 Disability,2022-06-30,Finance: Reg #32,35-R32,,4,2022,35
0,2293165,0,2022,Target Budget,Full Year,Finance Reg #32 Disability,2022-06-30,Finance: Reg #32,35-R32,,4,2022,35
0,2293165,0,2022,Current Projection,Full Year,Finance Reg #32 Disability,2022-06-30,Finance: Reg #32,35-R32,,4,2022,35
2530,283319650,50943620,2019,Actual,Full Year,Fire,2019-06-30,Fire Department,13,Fire,4,2022,13
3368,332992022,69784271,2022,Adopted Budget,Full Year,Fire,2022-06-30,Fire Department,13,Fire,4,2022,13
2928,344579456,65084271,2022,Target Budget,Full Year,Fire,2022-06-30,Fire Department,13,Fire,4,2022,13
2667,344579456,69468511,2022,Current Projection,Full Year,Fire,2022-06-30,Fire Department,13,Fire,4,2022,13
1842,100719400,24242,2019,Actual,Full Year,First Judicial District,2019-06-30,First Judicial District,84,FJD,4,2022,84
1822,105324122,94840,2022,Adopted Budget,Full Year,First Judicial District,2022-06-30,First Judicial District,84,FJD,4,2022,84
1822,108874250,24840,2022,Target Budget,Full Year,First Judicial District,2022-06-30,First Judicial District,84,FJD,4,2022,84
1686,108874250,14688,2022,Current Projection,Full Year,First Judicial District,2022-06-30,First Judicial District,84,FJD,4,2022,84
286,18501080,2406919,2019,Actual,Full Year,Fleet Services,2019-06-30,Office of Fleet Management,25,Fleet,4,2022,25
315,19260680,1629828,2022,Adopted Budget,Full Year,Fleet Services,2022-06-30,Office of Fleet Management,25,Fleet,4,2022,25
315,20150027,1929828,2022,Target Budget,Full Year,Fleet Services,2022-06-30,Office of Fleet Management,25,Fleet,4,2022,25
266,20150027,1986852,2022,Current Projection,Full Year,Fleet Services,2022-06-30,Office of Fleet Management,25,Fleet,4,2022,25
651,38004616,1667956,2019,Actual,Full Year,Free Library,2019-06-30,The Free Library of Philadelphia,52,Free Library,4,2022,52
715,38171857,1885000,2022,Adopted Budget,Full Year,Free Library,2022-06-30,The Free Library of Philadelphia,52,Free Library,4,2022,52
715,41456287,547000,2022,Target Budget,Full Year,Free Library,2022-06-30,The Free Library of Philadelphia,52,Free Library,4,2022,52
618,41456287,587443,2022,Current Projection,Full Year,Free Library,2022-06-30,The Free Library of Philadelphia,52,Free Library,4,2022,52
32,2071428,0,2019,Actual,Full Year,Human Relations Commission,2019-06-30,Commission on Human Relations,54,Human Relations,4,2022,54
33,2325040,0,2022,Adopted Budget,Full Year,Human Relations Commission,2022-06-30,Commission on Human Relations,54,Human Relations,4,2022,54
33,2463907,0,2022,Target Budget,Full Year,Human Relations Commission,2022-06-30,Commission on Human Relations,54,Human Relations,4,2022,54
32,2463907,0,2022,Current Projection,Full Year,Human Relations Commission,2022-06-30,Commission on Human Relations,54,Human Relations,4,2022,54
396,22738842,2644765,2019,Actual,Full Year,Human Services,2019-06-30,Department of Human Services,22,DHS,4,2022,22
492,32182866,3789034,2022,Adopted Budget,Full Year,Human Services,2022-06-30,Department of Human Services,22,DHS,4,2022,22
492,34254330,3789034,2022,Target Budget,Full Year,Human Services,2022-06-30,Department of Human Services,22,DHS,4,2022,22
492,34254330,3789034,2022,Current Projection,Full Year,Human Services,2022-06-30,Department of Human Services,22,DHS,4,2022,22
22,1586766,274,2019,Actual,Full Year,Labor,2019-06-30,Labor,03,,4,2022,03
39,2939422,35950,2022,Adopted Budget,Full Year,Labor,2022-06-30,Labor,03,,4,2022,03
37,2884257,8950,2022,Target Budget,Full Year,Labor,2022-06-30,Labor,03,,4,2022,03
28,2884257,8366,2022,Current Projection,Full Year,Labor,2022-06-30,Labor,03,,4,2022,03
128,8802032,72,2019,Actual,Full Year,Law,2019-06-30,Law Department,44,Law,4,2022,44
180,13329167,0,2022,Adopted Budget,Full Year,Law,2022-06-30,Law Department,44,Law,4,2022,44
180,13740897,0,2022,Target Budget,Full Year,Law,2022-06-30,Law Department,44,Law,4,2022,44
175,13740897,0,2022,Current Projection,Full Year,Law,2022-06-30,Law Department,44,Law,4,2022,44
372,23626633,1432352,2019,Actual,Full Year,Licenses & Inspections,2019-06-30,Department of Licenses and Inspections,26,L&I,4,2022,26
426,24577968,1156213,2022,Adopted Budget,Full Year,Licenses & Inspections,2022-06-30,Department of Licenses and Inspections,26,L&I,4,2022,26
426,25792609,1106213,2022,Target Budget,Full Year,Licenses & Inspections,2022-06-30,Department of Licenses and Inspections,26,L&I,4,2022,26
346,25792609,1342903,2022,Current Projection,Full Year,Licenses & Inspections,2022-06-30,Department of Licenses and Inspections,26,L&I,4,2022,26
1,83562,0,2019,Actual,Full Year,L&I-Board of Building Standards,2019-06-30,L&I: Board of Building and Standards,29,,4,2022,29
1,82018,0,2022,Adopted Budget,Full Year,L&I-Board of Building Standards,2022-06-30,L&I: Board of Building and Standards,29,,4,2022,29
1,82151,0,2022,Target Budget,Full Year,L&I-Board of Building Standards,2022-06-30,L&I: Board of Building and Standards,29,,4,2022,29
1,82151,167,2022,Current Projection,Full Year,L&I-Board of Building Standards,2022-06-30,L&I: Board of Building and Standards,29,,4,2022,29
2,129561,1164,2019,Actual,Full Year,L&I-Board of L & Review,2019-06-30,L&I: Board of Review,27,,4,2022,27
2,165635,0,2022,Adopted Budget,Full Year,L&I-Board of L & Review,2022-06-30,L&I: Board of Review,27,,4,2022,27
2,171162,3300,2022,Target Budget,Full Year,L&I-Board of L & Review,2022-06-30,L&I: Board of Review,27,,4,2022,27
2,171162,2983,2022,Current Projection,Full Year,L&I-Board of L & Review,2022-06-30,L&I: Board of Review,27,,4,2022,27
307,20519487,501777,2019,Actual,Full Year,Managing Director,2019-06-30,Managing Director's Office,10,MDO,4,2022,10
456,43754013,864650,2022,Adopted Budget,Full Year,Managing Director,2022-06-30,Managing Director's Office,10,MDO,4,2022,10
450,35139821,544650,2022,Target Budget,Full Year,Managing Director,2022-06-30,Managing Director's Office,10,MDO,4,2022,10
311,35139821,675711,2022,Current Projection,Full Year,Managing Director,2022-06-30,Managing Director's Office,10,MDO,4,2022,10
51,4779593,0,2019,Actual,Full Year,Mayor's Office,2019-06-30,Mayor's Office,05,Mayor,4,2022,05
62,5892600,0,2022,Adopted Budget,Full Year,Mayor's Office,2022-06-30,Mayor's Office,05,Mayor,4,2022,05
62,5920633,0,2022,Target Budget,Full Year,Mayor's Office,2022-06-30,Mayor's Office,05,Mayor,4,2022,05
60,5920633,0,2022,Current Projection,Full Year,Mayor's Office,2022-06-30,Mayor's Office,05,Mayor,4,2022,05
0,90000,0,2019,Actual,Full Year,Mayor's Office of Community Empowerment and Opportunity,2019-06-30,Mayor's Office of Community Empowerment and Opportunity,08,CEO,4,2022,08
0,45000,0,2022,Adopted Budget,Full Year,Mayor's Office of Community Empowerment and Opportunity,2022-06-30,Mayor's Office of Community Empowerment and Opportunity,08,CEO,4,2022,08
0,45000,0,2022,Target Budget,Full Year,Mayor's Office of Community Empowerment and Opportunity,2022-06-30,Mayor's Office of Community Empowerment and Opportunity,08,CEO,4,2022,08
0,45000,0,2022,Current Projection,Full Year,Mayor's Office of Community Empowerment and Opportunity,2022-06-30,Mayor's Office of Community Empowerment and Opportunity,08,CEO,4,2022,08
11,587931,16444,2019,Actual,Full Year,Mural Arts Program,2019-06-30,Mural Arts Program,50,Mural Arts,4,2022,50
10,586569,17000,2022,Adopted Budget,Full Year,Mural Arts Program,2022-06-30,Mural Arts Program,50,Mural Arts,4,2022,50
10,593403,17000,2022,Target Budget,Full Year,Mural Arts Program,2022-06-30,Mural Arts Program,50,Mural Arts,4,2022,50
8,593403,5431,2022,Current Projection,Full Year,Mural Arts Program,2022-06-30,Mural Arts Program,50,Mural Arts,4,2022,50
7,453399,40,2019,Actual,Full Year,Office of Arts and Culture,2019-06-30,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture,4,2022,58
0,0,0,2022,Adopted Budget,Full Year,Office of Arts and Culture,2022-06-30,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture,4,2022,58
0,0,0,2022,Target Budget,Full Year,Office of Arts and Culture,2022-06-30,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture,4,2022,58
0,0,0,2022,Current Projection,Full Year,Office of Arts and Culture,2022-06-30,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture,4,2022,58
16,1580748,6906,2019,Actual,Full Year,Office of Behavioral Health and Intellectual disAbility,2019-06-30,Behavioral Health and Intellectual Disability Services,15,DBH/IDS,4,2022,15
47,2980922,4000,2022,Adopted Budget,Full Year,Office of Behavioral Health and Intellectual disAbility,2022-06-30,Behavioral Health and Intellectual Disability Services,15,DBH/IDS,4,2022,15
