dept_name_raw,class_100,class_200,class_300_400,class_500,class_700,class_800,fiscal_year,class_900,total,abbreviation,dept_code,dept_name,dept_major_code
Revenue,12037221.0,3819901.0,698246.0,0.0,0.0,44883.0,2006,0.0,16600251.0,Revenue,36,Department of Revenue,36
Sheriff,12935460.0,492546.0,256669.0,0.0,0.0,0.0,2006,0.0,13684675.0,Sheriff,70,Office of the Sheriff,70
Streets,17443518.0,8829067.0,3364531.0,29200.0,0.0,0.0,2006,0.0,29666316.0,Streets,12,Streets Department,12
Streets - Sanitation,44638454.0,46037337.0,1288250.0,48171.0,0.0,0.0,2006,0.0,92012212.0,,12S,Streets: Sanitation,12
Witness Fees,0.0,104248.0,0.0,0.0,0.0,0.0,2006,0.0,104248.0,,35WF,Finance: Witness Fees,35
Zoning Bd. of Adj.,363138.0,47970.0,2579.0,0.0,0.0,0.0,2006,0.0,413687.0,ZBA,30,Zoning Board of Adjustments,30
Art Museum,0.0,0.0,0.0,2250000.0,0.0,0.0,2007,0.0,2250000.0,,34,Art Museum,34
Atwater Kent Museum,250997.0,5436.0,0.0,0.0,0.0,0.0,2007,0.0,256433.0,Atwater Kent,18,Atwater Kent Museum,18
Auditing,7039481.0,653800.0,92266.0,0.0,0.0,0.0,2007,0.0,7785547.0,,61,City Controller's Office,61
Board of Building Standards,91419.0,0.0,59.0,0.0,0.0,0.0,2007,0.0,91478.0,,29,L&I: Board of Building and Standards,29
Board of Ethics,0.0,0.0,0.0,0.0,0.0,0.0,2007,0.0,0.0,,45,Board of Ethics,45
Board of L.&I. Review,179400.0,4203.0,627.0,0.0,0.0,0.0,2007,0.0,184230.0,,27,L&I: Board of Review,27
Board of Revision of Taxes,7772791.0,337597.0,123151.0,0.0,0.0,1325499.0,2007,0.0,9559038.0,BRT,63,Board of Revision of Taxes,63
Camp William Penn,164382.0,96087.0,48483.0,0.0,0.0,0.0,2007,0.0,308952.0,,19,Camp William Penn,19
Capital Program Office,753799.0,347935.0,88373.0,0.0,0.0,572000.0,2007,0.0,1762107.0,,07,Capital Program Office,07
City Commissioners,4858835.0,3103810.0,477970.0,0.0,0.0,0.0,2007,0.0,8440615.0,City Commissioners,73,City Commissioner's Office,73
City Council,10591117.0,2234453.0,799118.0,0.0,0.0,0.0,2007,0.0,13624688.0,,01,City Council,01
City Planning,3042704.0,113234.0,58397.0,0.0,0.0,0.0,2007,0.0,3214335.0,,51,City Planning Commission,51
City Representative/Commerce,1165372.0,6298086.0,93773.0,2200000.0,0.0,0.0,2007,0.0,9757231.0,City Rep,41,Office of the City Representative,41
City Treasurer,555419.0,63525.0,22639.0,0.0,0.0,0.0,2007,0.0,641583.0,City Treasurer,40,Office of the City Treasurer,40
Civil Service,119559.0,24500.0,1872.0,0.0,0.0,0.0,2007,0.0,145931.0,,55,Civil Service Commission,55
Clerk of Quarter Sessions,4642061.0,21765.0,128600.0,0.0,0.0,0.0,2007,0.0,4792426.0,,64,Clerk of Quarter Sessions,64
Commerce-Economic Stimulus,0.0,6000000.0,0.0,0.0,0.0,0.0,2007,0.0,6000000.0,,42ES,Commerce: Economic Stimulus,42
Community College Subsidy,0.0,0.0,0.0,23467924.0,0.0,0.0,2007,0.0,23467924.0,,35CC,Finance: Community College Subsidy,35
Convention Center Subsidy,0.0,0.0,0.0,0.0,0.0,0.0,2007,31199538.0,31199538.0,,42CC,Commerce: Convention Center Subsidy,42
Debt Service (Sinking Fund),0.0,84265593.0,0.0,0.0,89153916.0,0.0,2007,0.0,173419509.0,Sinking Fund,37,Sinking Fund Commission,37
Director of Finance,9455980.0,8913902.0,494518.0,6113708.0,0.0,0.0,2007,0.0,24978108.0,Finance,35,Office of the Director of Finance,35
District Attorney,27643334.0,1682509.0,770696.0,0.0,0.0,222029.0,2007,0.0,30318568.0,DAO,69,District Attorney's Office,69
Fairmount Park Commission,8641840.0,2637832.0,665973.0,1850000.0,0.0,0.0,2007,0.0,13795645.0,,17,Fairmount Park Commission,17
Finance-Contribution to School District,0.0,0.0,0.0,35000000.0,0.0,0.0,2007,0.0,35000000.0,,35SD,Finance: School District Contribution,35
Finance-Employee Benefits,890330539.0,0.0,0.0,0.0,0.0,0.0,2007,0.0,890330539.0,,35EB,Finance: Employee Benefits,35
Finance-PGW  Reimbursement,0.0,0.0,0.0,18000000.0,0.0,0.0,2007,0.0,18000000.0,,35PGW,Finance: PGW Reimbursement,35
Fire,175768344.0,6218164.0,6561359.0,0.0,0.0,7006640.0,2007,0.0,195554507.0,Fire,13,Fire Department,13
First Judicial District,88826470.0,24783624.0,2723814.0,0.0,0.0,0.0,2007,0.0,116333908.0,FJD,84,First Judicial District,84
Fleet Management,17158282.0,4266650.0,25663070.0,0.0,0.0,0.0,2007,0.0,47088002.0,Fleet,25,Office of Fleet Management,25
Fleet Management -Vehicle Purch.,0.0,0.0,12598757.0,0.0,0.0,0.0,2007,0.0,12598757.0,,25V,Fleet: Vehicle Lease/Purchases,25
Free Library,33995130.0,1352068.0,3843486.0,0.0,0.0,0.0,2007,0.0,39190684.0,Free Library,52,The Free Library of Philadelphia,52
Hero Scholarship Awards,0.0,0.0,0.0,26000.0,0.0,0.0,2007,0.0,26000.0,,35HA,Finance: Hero Scholarship Awards,35
Historical Commission,290833.0,18188.0,5607.0,0.0,0.0,0.0,2007,0.0,314628.0,,32,Historical Commission,32
Human Relations,2111219.0,37882.0,25602.0,0.0,0.0,0.0,2007,0.0,2174703.0,Human Relations,54,Commission on Human Relations,54
Human Services,90561664.0,495355454.0,4451493.0,506.0,0.0,0.0,2007,0.0,590369117.0,DHS,22,Department of Human Services,22
Indemnities,0.0,0.0,0.0,26632868.0,0.0,0.0,2007,0.0,26632868.0,,35IN,Finance: Indemnities,35
Labor Relations,495014.0,21176.0,30854.0,0.0,0.0,0.0,2007,0.0,547044.0,,03,Labor,03
Law,10091089.0,5817358.0,283474.0,0.0,0.0,0.0,2007,0.0,16191921.0,Law,44,Law Department,44
Legal Services,0.0,35403767.0,0.0,0.0,0.0,0.0,2007,0.0,35403767.0,,10LS,MDO: Legal Services,10
Licenses & Inspection,16511531.0,3335282.0,579736.0,0.0,0.0,0.0,2007,0.0,20426549.0,L&I,26,Department of Licenses and Inspections,26
Licenses & Inspection-Demolition,0.0,8049417.0,0.0,0.0,0.0,0.0,2007,0.0,8049417.0,,26D,L&I: Demolition,26
Managing Director,8117286.0,4399269.0,762770.0,0.0,0.0,0.0,2007,0.0,13279325.0,MDO,10,Managing Director's Office,10
Managing Director - Office of Technology,6699907.0,6478564.0,187752.0,0.0,0.0,287791.0,2007,0.0,13654014.0,OIT,04,Office of Innovation and Technology,04
Mayor - Mural Arts Program,453526.0,270261.0,0.0,0.0,0.0,0.0,2007,0.0,723787.0,Mural Arts,50,Mural Arts Program,50
Mayor - Scholarships,0.0,0.0,0.0,199855.0,0.0,0.0,2007,0.0,199855.0,,05S,Mayor's Office: Scholarships,05
Mayor's Office,4277032.0,701041.0,81047.0,0.0,0.0,0.0,2007,0.0,5059120.0,Mayor,05,Mayor's Office,05
Mayor's Office of Transportation,0.0,0.0,0.0,0.0,0.0,0.0,2007,0.0,0.0,,46,Mayor's Office of Transportation and Utilities,46
Office of Behavioral Health / Mental Retardation Services,2222971.0,12128834.0,0.0,0.0,0.0,0.0,2007,0.0,14351805.0,DBH/IDS,15,Behavioral Health and Intellectual Disability Services,15
Office of Housing and Comm. Dev.,46341.0,5899865.0,0.0,0.0,0.0,371081.0,2007,0.0,6317287.0,,06,Office of Housing and Community Development,06
Office of Supportive Housing,6828986.0,31321085.0,426251.0,32275.0,0.0,0.0,2007,0.0,38608597.0,OHS,24,Office of Homeless Services,24
Personnel,3956530.0,781681.0,54297.0,0.0,0.0,0.0,2007,0.0,4792508.0,OHR,56,Office of Human Resources,56
Police,478231611.0,7406885.0,7793335.0,0.0,0.0,181133.0,2007,0.0,493612964.0,Police,11,Police Department,11
Prisons,115246659.0,87504361.0,4525611.0,1124660.0,0.0,0.0,2007,0.0,208401291.0,Prisons,23,Philadelphia Prison System,23
Procurement,2488146.0,2369304.0,75171.0,0.0,0.0,0.0,2007,0.0,4932621.0,Procurement,38,Procurement Department,38
Public Health,39900244.0,65546047.0,4318196.0,0.0,0.0,3000000.0,2007,0.0,112764487.0,Public Health,14,Department of Public Health,14
Public Property,9032956.0,29102317.0,1311404.0,0.0,0.0,25370421.0,2007,0.0,64817098.0,Public Property,20,Department of Public Property,20
Public Property-SEPTA Subsidy,0.0,58040145.0,0.0,0.0,0.0,0.0,2007,0.0,58040145.0,,20SS,Public Property: SEPTA Subsidy,20
Public Property-Space Rentals,0.0,15922591.0,0.0,0.0,0.0,0.0,2007,0.0,15922591.0,,20SR,Public Property: Space Rentals,20
Public Property-Telecomm.,0.0,21145268.0,0.0,0.0,0.0,0.0,2007,0.0,21145268.0,,20T,Public Property: Telecommunications,20
Public Property-Utilities,0.0,32070658.0,0.0,0.0,0.0,0.0,2007,0.0,32070658.0,,20U,Public Property: Utilities,20
Records,3550181.0,3755238.0,496456.0,2407.0,0.0,212896.0,2007,0.0,8017178.0,Records,31,Department of Records,31
Recreation,29330231.0,2392582.0,1871324.0,2000000.0,0.0,0.0,2007,0.0,35594137.0,Parks & Recreation,16,Department of Parks and Recreation,16
Refunds,0.0,0.0,0.0,10411.0,0.0,0.0,2007,0.0,10411.0,,35R,Finance: Refunds,35
Register of Wills,3315520.0,35127.0,21779.0,0.0,0.0,70965.0,2007,0.0,3443391.0,,68,Register of Wills,68
Revenue,12073257.0,3854058.0,653163.0,0.0,0.0,106315.0,2007,0.0,16686793.0,Revenue,36,Department of Revenue,36
Sheriff,13856672.0,487260.0,276587.0,0.0,0.0,0.0,2007,0.0,14620519.0,Sheriff,70,Office of the Sheriff,70
Streets,20364041.0,10688555.0,4256728.0,1577.0,0.0,0.0,2007,0.0,35310901.0,Streets,12,Streets Department,12
Streets - Sanitation,44468301.0,47663070.0,1341702.0,48171.0,0.0,0.0,2007,0.0,93521244.0,,12S,Streets: Sanitation,12
Witness Fees,0.0,135024.0,0.0,0.0,0.0,0.0,2007,0.0,135024.0,,35WF,Finance: Witness Fees,35
Youth Commission,0.0,0.0,0.0,0.0,0.0,0.0,2007,0.0,0.0,,47,Youth Commission,47
Zoning Bd. of Adj.,350156.0,47870.0,0.0,0.0,0.0,0.0,2007,0.0,398026.0,ZBA,30,Zoning Board of Adjustments,30
Zoning Code Commission,0.0,0.0,0.0,0.0,0.0,0.0,2007,0.0,0.0,,57,Zoning Code Commission,57
Art Museum,0.0,0.0,0.0,2500000.0,0.0,0.0,2008,0.0,2500000.0,,34,Art Museum,34
Atwater Kent Museum,256702.0,0.0,0.0,50000.0,0.0,0.0,2008,0.0,306702.0,Atwater Kent,18,Atwater Kent Museum,18
Auditing,7104935.0,951445.0,162277.0,0.0,0.0,0.0,2008,0.0,8218657.0,,61,City Controller's Office,61
Board of Building Standards,95635.0,0.0,59.0,0.0,0.0,0.0,2008,0.0,95694.0,,29,L&I: Board of Building and Standards,29
Board of Ethics,378707.0,78955.0,84449.0,0.0,0.0,0.0,2008,0.0,542111.0,,45,Board of Ethics,45
Board of L.&I. Review,196609.0,5515.0,602.0,0.0,0.0,0.0,2008,0.0,202726.0,,27,L&I: Board of Review,27
Board of Revision of Taxes,7861365.0,284955.0,213602.0,0.0,0.0,0.0,2008,0.0,8359922.0,BRT,63,Board of Revision of Taxes,63
Camp William Penn,238996.0,95957.0,43013.0,0.0,0.0,0.0,2008,0.0,377966.0,,19,Camp William Penn,19
Capital Program Office,1358012.0,318500.0,89137.0,0.0,0.0,572000.0,2008,0.0,2337649.0,,07,Capital Program Office,07
City Commissioners,5656970.0,3043768.0,585207.0,0.0,0.0,0.0,2008,0.0,9285945.0,City Commissioners,73,City Commissioner's Office,73
City Council,11747063.0,2425583.0,405774.0,0.0,0.0,0.0,2008,0.0,14578420.0,,01,City Council,01
City Planning,2990671.0,305711.0,51750.0,0.0,0.0,0.0,2008,0.0,3348132.0,,51,City Planning Commission,51
City Representative,0.0,0.0,0.0,0.0,0.0,0.0,2008,0.0,0.0,City Rep,41,Office of the City Representative,41
City Treasurer,637361.0,57050.0,23973.0,0.0,0.0,0.0,2008,0.0,718384.0,City Treasurer,40,Office of the City Treasurer,40
Civil Service,122147.0,24500.0,1977.0,0.0,0.0,0.0,2008,0.0,148624.0,,55,Civil Service Commission,55
Clerk of Quarter Sessions,4807963.0,25189.0,31352.0,0.0,0.0,0.0,2008,0.0,4864504.0,,64,Clerk of Quarter Sessions,64
Commerce,1052506.0,6282944.0,93702.0,2200000.0,0.0,0.0,2008,0.0,9629152.0,Commerce,42,Office of the Director of Commerce,42
Commerce-Economic Stimulus,0.0,4000000.0,0.0,0.0,0.0,0.0,2008,0.0,4000000.0,,42ES,Commerce: Economic Stimulus,42
Community College Subsidy,0.0,0.0,0.0,24467924.0,0.0,0.0,2008,0.0,24467924.0,,35CC,Finance: Community College Subsidy,35
Convention Center Subsidy,0.0,0.0,0.0,0.0,0.0,0.0,2008,32310293.0,32310293.0,,42CC,Commerce: Convention Center Subsidy,42
Debt Service (Sinking Fund),0.0,85060202.0,0.0,0.0,87160770.0,0.0,2008,0.0,172220972.0,Sinking Fund,37,Sinking Fund Commission,37
Director of Finance,10337578.0,7485126.0,531713.0,2348841.0,0.0,0.0,2008,0.0,20703258.0,Finance,35,Office of the Director of Finance,35
District Attorney,29774477.0,1537803.0,439275.0,0.0,0.0,0.0,2008,0.0,31751555.0,DAO,69,District Attorney's Office,69
Division of Technology,9634660.0,24067761.0,334442.0,0.0,0.0,0.0,2008,0.0,34036863.0,OIT,04,Office of Innovation and Technology,04
Fairmount Park Commission,9255784.0,2398255.0,668000.0,850000.0,0.0,0.0,2008,0.0,13172039.0,,17,Fairmount Park Commission,17
Finance-Contribution to School District,0.0,0.0,0.0,37000000.0,0.0,0.0,2008,0.0,37000000.0,,35SD,Finance: School District Contribution,35
Finance-Employee Benefits,983038761.0,0.0,0.0,0.0,0.0,0.0,2008,0.0,983038761.0,,35EB,Finance: Employee Benefits,35
Finance-PGW  Reimbursement,0.0,0.0,0.0,18000000.0,0.0,0.0,2008,0.0,18000000.0,,35PGW,Finance: PGW Reimbursement,35
Fire,169912740.0,6157590.0,6094882.0,0.0,0.0,7014000.0,2008,0.0,189179212.0,Fire,13,Fire Department,13
First Judicial District,91950443.0,25564167.0,2501756.0,0.0,0.0,0.0,2008,0.0,120016366.0,FJD,84,First Judicial District,84
Fleet Management,17745176.0,4135594.0,27330596.0,0.0,0.0,0.0,2008,0.0,49211366.0,Fleet,25,Office of Fleet Management,25
Fleet Management -Vehicle Purch.,0.0,0.0,17348572.0,0.0,0.0,0.0,2008,0.0,17348572.0,,25V,Fleet: Vehicle Lease/Purchases,25
Free Library,34683010.0,1844502.0,3931459.0,0.0,0.0,0.0,2008,0.0,40458971.0,Free Library,52,The Free Library of Philadelphia,52
Hero Scholarship Awards,0.0,0.0,0.0,32000.0,0.0,0.0,2008,0.0,32000.0,,35HA,Finance: Hero Scholarship Awards,35
Historical Commission,336836.0,61998.0,6002.0,0.0,0.0,0.0,2008,0.0,404836.0,,32,Historical Commission,32
Human Relations,2070825.0,34224.0,16542.0,0.0,0.0,0.0,2008,0.0,2121591.0,Human Relations,54,Commission on Human Relations,54
Human Services,96250356.0,515232330.0,3297289.0,0.0,0.0,0.0,2008,0.0,614779975.0,DHS,22,Department of Human Services,22
Indemnities,0.0,0.0,0.0,29786468.0,0.0,0.0,2008,0.0,29786468.0,,35IN,Finance: Indemnities,35
Labor Relations,498189.0,11426.0,14480.0,0.0,0.0,0.0,2008,0.0,524095.0,,03,Labor,03
Law,10872968.0,9943052.0,274916.0,0.0,0.0,0.0,2008,0.0,21090936.0,Law,44,Law Department,44
Legal Services,0.0,37259093.0,0.0,0.0,0.0,0.0,2008,0.0,37259093.0,,10LS,MDO: Legal Services,10
Licenses & Inspection,17773107.0,11897482.0,584250.0,0.0,0.0,0.0,2008,0.0,30254839.0,L&I,26,Department of Licenses and Inspections,26
Managing Director,8034882.0,6485396.0,1214583.0,0.0,0.0,0.0,2008,0.0,15734861.0,MDO,10,Managing Director's Office,10
Mayor - Mural Arts Program,472382.0,656493.0,0.0,0.0,0.0,0.0,2008,0.0,1128875.0,Mural Arts,50,Mural Arts Program,50
Mayor - Scholarships,0.0,0.0,0.0,199860.0,0.0,0.0,2008,0.0,199860.0,,05S,Mayor's Office: Scholarships,05
Mayor's Office,4793689.0,771539.0,92697.0,0.0,0.0,0.0,2008,0.0,5657925.0,Mayor,05,Mayor's Office,05
Mayor's Office of Community Services,3540164.0,0.0,0.0,0.0,0.0,0.0,2008,0.0,3540164.0,CEO,08,Mayor's Office of Community Empowerment and Opportunity,08
Mayor's Office of Transportation,0.0,0.0,0.0,0.0,0.0,0.0,2008,0.0,0.0,,46,Mayor's Office of Transportation and Utilities,46
Office of Arts & Culture& the Creative Economy,0.0,0.0,0.0,0.0,0.0,0.0,2008,0.0,0.0,Arts & Culture,58,"Office of Arts, Culture, and the Creative Economy",58
Office of Behavioral Health / Mental Retardation Services,2018861.0,12117538.0,0.0,0.0,0.0,0.0,2008,0.0,14136399.0,DBH/IDS,15,Behavioral Health and Intellectual Disability Services,15
Office of Housing and Comm. Dev.,0.0,5200000.0,0.0,0.0,0.0,0.0,2008,0.0,5200000.0,,06,Office of Housing and Community Development,06
Office of Supportive Housing,6202044.0,33923434.0,386426.0,32169.0,0.0,0.0,2008,0.0,40544073.0,OHS,24,Office of Homeless Services,24
Office of the Inspector General,0.0,0.0,0.0,0.0,0.0,0.0,2008,0.0,0.0,OIG,48,Office of the Inspector General,48
Personnel,3939679.0,691219.0,54033.0,0.0,0.0,0.0,2008,0.0,4684931.0,OHR,56,Office of Human Resources,56
Police,509124087.0,7217419.0,7624424.0,0.0,0.0,0.0,2008,0.0,523965930.0,Police,11,Police Department,11
Prisons,122731345.0,93573004.0,4507740.0,1201013.0,0.0,0.0,2008,0.0,222013102.0,Prisons,23,Philadelphia Prison System,23
Procurement,2667670.0,2263136.0,52893.0,0.0,0.0,0.0,2008,0.0,4983699.0,Procurement,38,Procurement Department,38
Public Health,42058888.0,65071915.0,4564620.0,0.0,0.0,1000000.0,2008,0.0,112695423.0,Public Health,14,Department of Public Health,14
Public Property,8482713.0,27054213.0,1282811.0,0.0,0.0,16235149.0,2008,0.0,53054886.0,Public Property,20,Department of Public Property,20
Public Property-SEPTA Subsidy,0.0,61339000.0,0.0,0.0,0.0,0.0,2008,0.0,61339000.0,,20SS,Public Property: SEPTA Subsidy,20
Public Property-Space Rentals,0.0,15546843.0,0.0,0.0,0.0,0.0,2008,0.0,15546843.0,,20SR,Public Property: Space Rentals,20
Public Property-Telecomm.,0.0,2511037.0,40394.0,0.0,0.0,0.0,2008,0.0,2551431.0,,20T,Public Property: Telecommunications,20
Public Property-Utilities,0.0,33127551.0,0.0,0.0,0.0,0.0,2008,0.0,33127551.0,,20U,Public Property: Utilities,20
Records,3584663.0,3698195.0,349628.0,1455.0,0.0,0.0,2008,0.0,7633941.0,Records,31,Department of Records,31
Recreation,31270256.0,3777197.0,1722204.0,2000000.0,0.0,0.0,2008,0.0,38769657.0,Parks & Recreation,16,Department of Parks and Recreation,16
Refunds,0.0,0.0,0.0,234892.0,0.0,0.0,2008,0.0,234892.0,,35R,Finance: Refunds,35
Register of Wills,3418493.0,69869.0,34033.0,0.0,0.0,0.0,2008,0.0,3522395.0,,68,Register of Wills,68
Revenue,11906910.0,3815007.0,648682.0,0.0,0.0,0.0,2008,0.0,16370599.0,Revenue,36,Department of Revenue,36
Sheriff,14387582.0,501441.0,329413.0,0.0,0.0,0.0,2008,0.0,15218436.0,Sheriff,70,Office of the Sheriff,70
Streets,20463560.0,10473581.0,2642810.0,3800.0,0.0,0.0,2008,0.0,33583751.0,Streets,12,Streets Department,12
Streets - Sanitation,45722318.0,47908192.0,1326769.0,48171.0,0.0,0.0,2008,0.0,95005450.0,,12S,Streets: Sanitation,12
Witness Fees,0.0,131769.0,0.0,0.0,0.0,0.0,2008,0.0,131769.0,,35WF,Finance: Witness Fees,35
Youth Commission,0.0,0.0,0.0,0.0,0.0,0.0,2008,0.0,0.0,,47,Youth Commission,47
Zoning Bd. of Adj.,298216.0,44320.0,0.0,0.0,0.0,0.0,2008,0.0,342536.0,ZBA,30,Zoning Board of Adjustments,30
Zoning Code Commission,0.0,177152.0,62292.0,0.0,0.0,0.0,2008,0.0,239444.0,,57,Zoning Code Commission,57
Art Museum,0.0,0.0,0.0,3000000.0,0.0,0.0,2009,0.0,3000000.0,,34,Art Museum,34
Atwater Kent Museum,225971.0,0.0,0.0,50000.0,0.0,0.0,2009,0.0,275971.0,Atwater Kent,18,Atwater Kent Museum,18
Auditing,7362568.0,450845.0,69013.0,0.0,0.0,0.0,2009,0.0,7882426.0,,61,City Controller's Office,61
Board of Building Standards,91313.0,0.0,59.0,0.0,0.0,0.0,2009,0.0,91372.0,,29,L&I: Board of Building and Standards,29
Board of Ethics,677611.0,68975.0,16530.0,0.0,0.0,0.0,2009,0.0,763116.0,,45,Board of Ethics,45
Board of L.&I. Review,194190.0,11923.0,628.0,0.0,0.0,0.0,2009,0.0,206741.0,,27,L&I: Board of Review,27
Board of Revision of Taxes,7914757.0,813872.0,60098.0,0.0,0.0,0.0,2009,0.0,8788727.0,BRT,63,Board of Revision of Taxes,63
Capital Program Office,2004347.0,320233.0,34531.0,0.0,0.0,572000.0,2009,0.0,2931111.0,,07,Capital Program Office,07
City Commissioners,6081795.0,3048011.0,587205.0,0.0,0.0,0.0,2009,0.0,9717011.0,City Commissioners,73,City Commissioner's Office,73
City Council,12291886.0,2004813.0,249473.0,0.0,0.0,0.0,2009,0.0,14546172.0,,01,City Council,01
City Planning,2885063.0,111269.0,57286.0,0.0,0.0,0.0,2009,0.0,3053618.0,,51,City Planning Commission,51
City Representative,387224.0,945620.0,80196.0,3234812.0,0.0,0.0,2009,0.0,4647852.0,City Rep,41,Office of the City Representative,41
City Treasurer,556470.0,54638.0,20822.0,0.0,0.0,0.0,2009,0.0,631930.0,City Treasurer,40,Office of the City Treasurer,40
Civil Service,139532.0,24500.0,914.0,0.0,0.0,0.0,2009,0.0,164946.0,,55,Civil Service Commission,55
Clerk of Quarter Sessions,4881702.0,24542.0,53967.0,0.0,0.0,0.0,2009,0.0,4960211.0,,64,Clerk of Quarter Sessions,64
Commerce,1299648.0,314236.0,20273.0,0.0,0.0,0.0,2009,0.0,1634157.0,Commerce,42,Office of the Director of Commerce,42
Commerce-Economic Stimulus,0.0,1777500.0,0.0,0.0,0.0,0.0,2009,0.0,1777500.0,,42ES,Commerce: Economic Stimulus,42
Community College Subsidy,0.0,0.0,0.0,26467924.0,0.0,0.0,2009,0.0,26467924.0,,35CC,Finance: Community College Subsidy,35
Convention Center Subsidy,0.0,0.0,0.0,0.0,0.0,22652522.0,2009,0.0,22652522.0,,42CC,Commerce: Convention Center Subsidy,42
Debt Service (Sinking Fund),0.0,86085384.0,0.0,0.0,100877281.0,0.0,2009,0.0,186962665.0,Sinking Fund,37,Sinking Fund Commission,37
Director of Finance,10598489.0,5885157.0,289356.0,1555195.0,0.0,1500000.0,2009,0.0,19828197.0,Finance,35,Office of the Director of Finance,35
District Attorney,29456083.0,1100190.0,187820.0,0.0,0.0,0.0,2009,0.0,30744093.0,DAO,69,District Attorney's Office,69
Division of Technology,8959109.0,26802120.0,635739.0,0.0,0.0,0.0,2009,0.0,36396968.0,OIT,04,Office of Innovation and Technology,04
Finance-Employee Benefits,973222933.0,0.0,0.0,0.0,0.0,0.0,2009,0.0,973222933.0,,35EB,Finance: Employee Benefits,35
Finance-PGW Reimbursement,0.0,0.0,0.0,18000000.0,0.0,0.0,2009,0.0,18000000.0,,35PGW,Finance: PGW Reimbursement,35
Fire,169950366.0,6497626.0,6902403.0,0.0,0.0,5714000.0,2009,0.0,189064395.0,Fire,13,Fire Department,13
First Judicial District,90353679.0,23596020.0,2359174.0,0.0,0.0,0.0,2009,0.0,116308873.0,FJD,84,First Judicial District,84
Fleet Management,16978931.0,4115830.0,27045296.0,0.0,0.0,0.0,2009,0.0,48140057.0,Fleet,25,Office of Fleet Management,25
Fleet Management -Vehicle Lease/Purch.,0.0,0.0,6395095.0,0.0,0.0,0.0,2009,0.0,6395095.0,,25V,Fleet: Vehicle Lease/Purchases,25
Free Library,32664879.0,1870600.0,2835001.0,0.0,0.0,0.0,2009,0.0,37370480.0,Free Library,52,The Free Library of Philadelphia,52
Hero Scholarship Awards,0.0,0.0,0.0,35000.0,0.0,0.0,2009,0.0,35000.0,,35HA,Finance: Hero Scholarship Awards,35
Historical Commission,360867.0,11314.0,4578.0,0.0,0.0,0.0,2009,0.0,376759.0,,32,Historical Commission,32
Human Relations,2020865.0,36974.0,17963.0,0.0,0.0,0.0,2009,0.0,2075802.0,Human Relations,54,Commission on Human Relations,54
Human Services,98395991.0,499047905.0,2374776.0,0.0,0.0,0.0,2009,0.0,599818672.0,DHS,22,Department of Human Services,22
Indemnities,0.0,0.0,0.0,34536970.0,0.0,0.0,2009,0.0,34536970.0,,35IN,Finance: Indemnities,35
Labor Relations,511008.0,10926.0,12856.0,0.0,0.0,0.0,2009,0.0,534790.0,,03,Labor,03
Law,10604942.0,8372833.0,278626.0,0.0,0.0,0.0,2009,0.0,19256401.0,Law,44,Law Department,44
Legal Services,0.0,37338541.0,0.0,0.0,0.0,0.0,2009,0.0,37338541.0,,10LS,MDO: Legal Services,10
Licenses & Inspection,16560604.0,9583508.0,522891.0,0.0,0.0,0.0,2009,0.0,26667003.0,L&I,26,Department of Licenses and Inspections,26
Managing Director,11876751.0,7351230.0,901718.0,0.0,0.0,0.0,2009,0.0,20129699.0,MDO,10,Managing Director's Office,10
Mayor - Mural Arts Program,427864.0,335201.0,0.0,0.0,0.0,0.0,2009,0.0,763065.0,Mural Arts,50,Mural Arts Program,50
Mayor - Scholarships,0.0,0.0,0.0,199982.0,0.0,0.0,2009,0.0,199982.0,,05S,Mayor's Office: Scholarships,05
Mayor's Office,5214185.0,686870.0,47919.0,0.0,0.0,0.0,2009,0.0,5948974.0,Mayor,05,Mayor's Office,05
Mayor's Office of Transportation,410517.0,0.0,0.0,0.0,0.0,0.0,2009,0.0,410517.0,,46,Mayor's Office of Transportation and Utilities,46
Office of Behavioral Health  Mental Retardation Services,2142857.0,12117538.0,0.0,0.0,0.0,0.0,2009,0.0,14260395.0,DBH/IDS,15,Behavioral Health and Intellectual Disability Services,15
Office of Community Services,0.0,0.0,0.0,0.0,0.0,0.0,2009,0.0,0.0,CEO,08,Mayor's Office of Community Empowerment and Opportunity,08
Office of Housing and Comm. Dev.,0.0,4000000.0,0.0,0.0,0.0,0.0,2009,0.0,4000000.0,,06,Office of Housing and Community Development,06
Office of Human Resources,3507656.0,642611.0,47273.0,0.0,0.0,0.0,2009,0.0,4197540.0,OHR,56,Office of Human Resources,56
Office of Supportive Housing,6714527.0,32316130.0,372029.0,33923.0,0.0,0.0,2009,0.0,39436609.0,OHS,24,Office of Homeless Services,24
Office of the Inspector General,0.0,0.0,0.0,0.0,0.0,0.0,2009,0.0,0.0,OIG,48,Office of the Inspector General,48
Parks and Recreation (1),39032070.0,5364828.0,2516537.0,3150000.0,0.0,0.0,2009,0.0,50063435.0,Parks & Recreation,16,Department of Parks and Recreation,16
Police,517385709.0,8435120.0,8501291.0,0.0,0.0,0.0,2009,0.0,534322120.0,Police,11,Police Department,11
Prisons,124613631.0,110697446.0,4791521.0,1201727.0,0.0,0.0,2009,0.0,241304325.0,Prisons,23,Philadelphia Prison System,23
Procurement,2562046.0,2263136.0,40368.0,0.0,0.0,0.0,2009,0.0,4865550.0,Procurement,38,Procurement Department,38
